security_event_id,timestamp,actor_id,event_type,source_ip,severity,blocked,pii_detected,rag_security_score,duplicate_marker
b2efe0f4-0a94-4523-a52a-a2342c951e90,2024-09-22T14:26:02,USR-1914,privilege_change,10.23.85.70,medium,False,False,0.61,
80efd4c9-cd04-40d1-b9c7-455a63a20039,2024-11-14T21:20:06,USR-3345,failed_login,10.7.27.157,critical,False,False,0.88,
1e90a37f-b6bd-41f4-92fc-01f1b0f2c93e,2024-05-05T03:37:57,USR-8132,login,10.7.224.224,info,False,False,0.765,
3632a0a4-431b-4289-a579-e47255c32a1a,2025-06-02T16:50:15,USR-1569,privilege_change,10.15.240.204,low,False,False,0.559,
c8b96083-45da-482f-8150-eb342ba61594,2024-07-15T12:55:44,USR-1494,api_token_use,10.38.37.226,critical,False,False,0.551,
ed25719d-b90a-4b91-ab8b-d4da7ae144e9,2026-02-05T06:37:45,USR-9766,export,10.16.107.216,info,False,False,0.888,
81692a98-cd69-4010-815b-5249201b4953,2025-09-17T16:38:40,USR-6948,prompt_injection,10.32.222.174,high,False,False,0.973,
445d19e3-169c-4610-b838-466fd642e709,2024-08-26T11:08:37,USR-1999,api_token_use,10.37.84.122,medium,False,False,0.961,
d5dcd8df-9790-42c8-a2ea-c0f8978c3b64,2025-05-12T16:33:25,USR-2859,failed_login,10.8.94.194,info,False,False,0.718,
48cda3ec-603b-47fb-ab7c-22d849b95ab8,2024-05-20T04:02:51,USR-8492,privilege_change,10.25.128.242,medium,False,False,0.615,
e4f6c2bd-a371-4ae8-acbf-b960f096583a,2024-01-25T23:59:39,USR-2499,api_token_use,10.20.90.23,medium,False,False,0.633,
befb2d3b-39a0-4a9b-8f70-5dd68251a19d,2025-09-11T00:30:22,USR-2693,login,10.0.166.175,high,False,False,0.822,
7f65e8ca-04e1-4c2b-9b51-5a51a095a9a8,2026-04-13T02:35:47,USR-1830,api_token_use,10.39.91.166,high,False,False,0.82,
9489c40f-fa22-431a-bf73-2d13c37c0cfe,2024-01-10T02:37:46,USR-1652,privilege_change,10.23.183.100,medium,False,False,0.724,
6767d2b4-2974-41ca-b2be-c4a2880380c1,2024-04-11T11:32:53,USR-8597,export,10.17.159.53,low,False,False,0.58,
066fc555-00a4-45bb-9932-a48d15746ecb,2024-03-06T15:39:20,USR-7977,api_token_use,10.26.123.217,high,False,False,0.95,
ac3b987f-deb6-40e1-aecc-3a40f57af251,2024-02-15T01:54:20,USR-7741,prompt_injection,10.15.188.254,low,False,False,0.573,
12d44cf2-00ad-4b72-be2b-a876d319d60f,2024-12-08T20:35:24,USR-1672,prompt_injection,10.13.138.150,info,False,False,0.943,
c826c937-ebcb-4336-a64f-84dbf881852d,2026-03-06T00:06:55,USR-5141,privilege_change,10.6.66.144,low,False,False,0.74,
b996963f-375f-43c7-be3b-4c300b5499b4,2025-03-07T16:27:55,USR-3184,login,10.32.12.61,critical,True,False,0.678,
ef940cef-bd2f-4b0b-a609-8fe5409cee3d,2024-01-08T12:57:00,USR-9980,failed_login,10.34.153.90,info,True,False,0.77,
054cad08-5f29-45f5-8974-6aa51a826bb8,2026-05-11T19:48:16,USR-4070,prompt_injection,10.14.195.227,medium,True,False,0.816,
a4307c79-6a88-42f9-a5c7-4672659a12c8,2025-07-04T17:24:56,USR-1937,api_token_use,10.38.97.186,medium,False,False,0.769,
b780f4ff-2d77-496a-9435-927659f7327f,2024-07-21T18:03:34,USR-5278,api_token_use,10.15.240.68,high,True,False,0.885,
ef23ae92-e098-407c-98a1-2ae880b4d77f,2025-05-16T01:03:30,USR-1727,export,10.36.95.182,high,False,False,0.816,
0b9ee9c4-a948-4f31-9ba9-5ec9f8324a7c,2024-03-12T16:08:35,USR-6432,login,10.17.45.124,high,True,False,0.62,
e1d938e5-8c66-40ba-bd04-bbbbae594786,2024-07-26T14:51:58,USR-4002,privilege_change,10.36.16.210,info,False,False,0.661,
9bfe9e98-0bb2-447e-8788-481afb788d18,2024-07-20T22:55:38,USR-9927,login,10.36.2.79,critical,False,False,0.941,
c17d5a72-4caf-4029-886f-740a12627451,2025-04-05T17:21:57,USR-2380,api_token_use,10.8.92.95,info,False,False,0.915,
026718b1-f064-4a03-9126-2da1b98df395,2025-07-27T09:20:28,USR-4352,api_token_use,10.5.76.57,critical,False,False,0.753,
f398b750-4727-4931-8f4c-01cdd5b62d71,2025-09-10T03:51:14,USR-8056,prompt_injection,10.2.127.20,low,False,False,0.767,
c5052051-fed3-497b-8279-081c4be3c1b8,2024-08-18T20:46:44,USR-3591,api_token_use,10.23.111.204,medium,False,False,0.575,
cffd1692-4fda-4482-931b-bf3f683aa6c3,2024-03-24T01:36:28,USR-6222,login,10.9.155.188,high,True,False,0.831,
ecff5c05-7d5c-4baf-84e3-f23a5fd8cef5,2025-04-07T16:00:02,USR-7276,export,10.39.255.213,critical,True,False,0.563,
744e2ec2-123b-4c43-9095-5d0d30fbe9fb,2024-11-03T23:39:54,USR-3565,login,10.19.18.128,info,True,False,0.983,
5928a0e8-f76a-4725-9a28-890e19fae0a7,2025-11-27T18:10:44,USR-9884,privilege_change,10.27.62.185,critical,False,False,0.57,
241dfef5-4ace-47a6-b7bd-93d3ebf32844,2024-09-21T04:33:47,USR-1208,failed_login,10.18.208.219,info,False,False,0.909,
6179ef36-c333-4008-a3af-977d4a2dd616,2024-10-10T08:47:42,USR-7649,prompt_injection,10.7.225.200,high,False,False,0.6,
e17249f4-6d19-4450-8709-901c99a8b3d7,2025-10-25T01:16:52,USR-2582,api_token_use,10.7.126.65,low,False,False,0.624,
64f553a6-bd40-4c06-a300-f3cb47932555,2026-03-06T17:31:42,USR-2403,prompt_injection,10.7.129.133,low,False,False,0.93,
df647793-6a30-499b-818e-83b024ad18d7,2024-09-13T20:40:52,USR-5833,failed_login,10.19.63.136,low,False,False,0.618,
6ccb3b4b-2e9b-49d0-b1f1-81c3e72a1c59,2024-11-30T19:20:05,USR-1201,prompt_injection,10.13.140.200,info,True,False,0.767,
262be4a0-9098-4aa8-a37b-d628ca7031a1,2026-03-04T11:57:17,USR-3117,prompt_injection,10.2.214.146,info,True,False,0.944,
a1439043-84fa-4932-b9fc-99640a660ba4,2025-12-27T21:09:26,USR-8144,export,10.40.15.253,low,True,False,0.791,
2331bd4e-8ae2-4f9d-a8be-a3809fd5c248,2025-12-17T02:03:05,USR-9384,failed_login,10.11.100.188,critical,False,False,0.994,
9faf0056-4a49-4b8e-9043-5f56e2f2d73c,2025-12-22T00:23:53,USR-4840,api_token_use,10.10.111.90,info,False,False,0.641,
9576152a-ea87-4878-8f0f-ae21add1dc06,2025-05-15T15:40:43,USR-2986,export,10.4.116.155,medium,False,False,0.745,
9f641abd-8153-4f43-806a-c02178358e38,2025-09-24T21:16:27,USR-6061,export,10.39.238.233,critical,True,False,0.649,
d44906a9-47d1-4e0d-bda1-a06bffdd6030,2024-12-16T06:44:12,USR-9034,api_token_use,10.17.151.143,medium,False,False,0.94,
ec3b5817-2ef6-4458-91cf-49a170c1be35,2024-06-29T22:34:46,USR-5069,prompt_injection,10.31.53.248,critical,False,False,0.682,
e557459f-ce83-4ea4-9f8e-74ff3a471985,2026-05-28T17:06:03,USR-3235,api_token_use,10.16.128.109,critical,False,False,0.607,
72cefca4-8caf-4fef-9bbd-1e65fc1c0137,2026-01-31T19:19:15,USR-3815,login,10.5.221.1,info,False,False,0.744,
f9c589de-f46a-42d3-ba44-9984a08babac,2025-01-25T20:27:39,USR-3935,prompt_injection,10.4.247.154,critical,False,False,0.697,
01c06bb7-61dc-4ec9-a9e7-52a92eb38ee8,2026-05-25T19:26:44,USR-7505,privilege_change,10.23.69.182,low,False,False,0.658,
2e48ed09-d154-4d4d-8a8c-64537bd365e6,2024-11-17T17:40:05,USR-4200,prompt_injection,10.33.150.103,low,False,False,0.882,
a7a2a3df-f25e-4237-bf98-fe6a678b88c2,2025-04-14T23:29:46,USR-3583,login,10.6.159.112,info,False,False,0.655,
b282a43b-c95b-4dd3-8872-befecf8324da,2026-02-12T04:36:28,USR-2976,prompt_injection,10.16.23.186,low,False,False,0.834,
ae68add4-b592-46d2-b154-d74415ca9ddc,2025-07-17T02:22:10,USR-6520,api_token_use,10.38.57.67,info,True,False,0.555,
de95c855-8ab8-43cc-98bc-9100a9bf0067,2025-07-21T04:10:12,USR-7173,prompt_injection,10.3.174.151,info,False,False,0.599,
12b1b617-6a2f-469a-9d12-c1aac3534a78,2026-04-12T13:01:48,USR-1140,export,10.27.4.99,low,False,False,0.947,
062ebc9f-3d08-450b-9b88-c67be2feb711,2026-05-29T05:02:04,USR-8175,login,10.13.123.232,high,False,False,0.656,
54a73a4c-e8d2-469f-9b15-ab7be379dc4a,2024-06-26T07:40:14,USR-7536,privilege_change,10.36.237.136,medium,False,False,0.693,
60eadfbb-7787-4923-a1ab-5be0e269c6c0,2024-12-08T10:18:49,USR-1143,api_token_use,10.15.55.160,high,True,False,0.863,
72b04cb0-79b4-4d4c-bf3b-7acdf4d16931,2025-11-16T07:27:23,USR-1563,prompt_injection,10.0.194.249,low,False,False,0.599,
c1c7cfc6-cf74-44b3-a470-dc79f3050851,2025-04-20T06:59:01,USR-5764,prompt_injection,10.15.183.146,medium,False,False,0.921,
6b5baa97-663a-43d9-b96d-2b0401384111,2026-03-25T19:59:04,USR-3887,export,10.2.52.162,high,False,False,0.641,
1fc309cb-519e-444b-a97e-d2c5d5d7d030,2025-11-08T14:48:44,USR-3129,api_token_use,10.22.66.247,info,False,False,0.738,
5f9fa3cf-ef75-4e8d-a2c4-0f1a7d7fe6a4,2026-05-21T22:31:44,USR-8548,prompt_injection,10.19.108.138,critical,False,False,0.929,
31b91dda-8d40-4d9e-a4b7-e6e9a3ed1e9e,2026-02-22T00:37:35,USR-2940,privilege_change,10.6.167.57,critical,False,False,0.631,
dd292da8-4a3c-4114-87fc-63f3f054467b,2025-03-04T15:42:30,USR-1136,privilege_change,10.35.35.17,medium,True,False,0.855,
7c172982-d453-4fa1-b504-324ef40bcd89,2024-07-22T16:51:57,USR-2727,login,10.17.31.10,high,False,False,0.93,
7708352d-b45d-4c47-bdd1-ba1475df78d6,2025-10-19T03:37:13,USR-5021,export,10.7.182.3,medium,False,False,0.723,
b64a0afb-7c89-4d3e-9990-6be2344b7cd1,2026-04-01T05:46:31,USR-7729,login,10.1.201.11,info,False,False,0.565,
92064e48-375e-4864-96a4-735ef262fb3a,2025-03-03T07:05:37,USR-8637,login,10.27.126.71,info,False,True,0.897,
ad5eda05-e60d-4a1d-b577-b29ffce38356,2025-11-07T05:06:34,USR-8734,failed_login,10.39.255.56,info,False,False,0.776,
9b77cdf1-04c3-4902-87e7-b75d019828a7,2024-03-12T01:11:34,USR-8878,api_token_use,10.24.232.163,low,False,False,0.98,
4a024909-354b-4cc8-94c1-fd843aab6969,2025-05-14T17:24:53,USR-4488,api_token_use,10.24.96.185,critical,False,False,0.603,
e72252e3-574a-40a5-a343-9191ccf3defb,2025-08-27T01:48:43,USR-6677,privilege_change,10.5.156.3,low,False,False,0.598,
879ad013-c67a-488a-ae32-3ab077a4f8bc,2025-01-29T03:20:26,USR-3453,export,10.30.59.7,info,True,False,0.744,
b16b9312-eae4-40ba-8fc6-3cbbdd765282,2024-03-19T21:06:57,USR-2613,privilege_change,10.17.154.58,high,True,False,0.607,
4fe420eb-361b-4325-a5cb-a0fb4927e9c2,2025-08-25T23:39:35,USR-5754,prompt_injection,10.40.190.7,medium,False,False,0.751,
1d455e88-45a0-4333-af26-9d97610b213a,2024-09-28T15:45:42,USR-1812,login,10.29.223.46,high,False,False,0.554,
1eb3691e-5c93-4475-8889-9356113b6eb2,2024-03-26T19:25:00,USR-8324,failed_login,10.30.165.7,high,False,False,0.94,
8763489a-1282-44eb-8113-6e868020507b,2025-12-17T23:02:50,USR-7050,prompt_injection,10.13.89.144,info,False,False,0.872,
5ff7a823-804c-464c-9da9-ad8bdb21576d,2026-04-25T22:55:59,USR-6410,prompt_injection,10.35.214.193,high,False,False,0.67,
c53f621c-81cf-4856-bb31-bed9072a84e9,2025-03-11T02:19:10,USR-5601,prompt_injection,10.30.225.86,info,False,False,0.851,
bc2a7a0d-3d39-4879-86f5-4b27f853f7ef,2024-09-07T10:54:07,USR-4922,failed_login,10.10.252.170,info,True,False,0.55,
5d4af719-8511-468e-abba-88218bb8fe6f,2026-05-19T11:37:50,USR-3654,export,10.15.121.176,info,False,False,0.605,
5f0b4d4b-a574-42b6-8367-48615c81c3e8,2024-11-09T01:23:32,USR-7070,login,10.19.27.2,high,False,False,0.598,
1f5fbcb5-2773-4890-9be8-d8a9142a0c8e,2024-05-19T04:59:00,USR-3284,prompt_injection,10.33.247.101,low,False,False,0.915,
cc9c0d5f-d9a1-4465-a643-52b51e6f152d,2026-03-13T07:39:14,USR-2011,export,10.3.43.163,low,False,False,0.834,
831b6576-0628-432d-9660-59310e198d8c,2024-12-21T21:14:20,USR-1989,export,10.10.147.45,medium,False,True,0.694,
887920bc-7159-4522-8b99-aea2a63cf707,2025-11-08T14:57:58,USR-4512,failed_login,10.36.254.175,info,True,False,0.783,
df365433-3ac7-49fd-b421-f5e6263ad310,2025-10-18T03:58:14,USR-9759,privilege_change,10.38.45.67,info,False,False,0.619,
9fa8e738-64ae-4970-9f3f-9adf7d61c2d3,2025-12-10T03:52:48,USR-4215,prompt_injection,10.10.20.2,low,True,True,0.831,
4549e7fb-c1de-492a-bd96-54ef2fe9cba1,2025-02-12T19:28:51,USR-1563,prompt_injection,10.27.222.163,low,True,False,0.812,
37aa9aa4-2b53-4546-aa56-81ac087d274e,2024-09-08T08:04:06,USR-2390,privilege_change,10.13.133.12,low,False,False,0.711,
b58f1f65-c782-46bb-80c3-6450818a3cd5,2025-10-13T14:08:10,USR-8844,prompt_injection,10.31.111.50,medium,True,False,0.873,
297221c6-037d-45ef-8845-85b1f97d01e6,2024-06-27T21:28:37,USR-6564,login,10.6.223.212,info,False,False,0.586,
26051c6e-f4b1-4d24-ade4-350655322edf,2024-06-27T03:28:09,USR-2487,api_token_use,10.28.196.217,low,True,False,0.79,
2d3d99ff-def8-473d-ad2d-81b326ca9293,2024-03-25T22:35:22,USR-6650,export,10.22.94.134,high,True,False,0.916,
17810040-c764-4c26-ac85-cf60680b2390,2026-01-31T13:00:56,USR-3138,failed_login,10.14.65.192,low,False,True,0.978,
36c8e5ec-9302-4487-bf54-9f1cfa7ebb2e,2025-09-23T02:55:26,USR-6686,privilege_change,10.7.167.227,info,True,False,0.867,
98eac969-280d-405b-9ee9-62b58791b3f0,2025-06-24T01:49:46,USR-7867,api_token_use,10.20.22.151,critical,False,False,0.682,
3442291b-0b31-4267-b235-45b823a96bc1,2024-11-27T08:56:04,USR-6373,prompt_injection,10.27.200.91,critical,False,False,0.845,
bf3ee436-e037-43a0-8cb9-b85194fac9b0,2025-09-17T16:33:42,USR-3571,privilege_change,10.3.109.44,info,True,False,0.867,
7b089b6a-ea5a-4a05-9314-ac0b1bd755fc,2024-04-12T01:40:22,USR-1907,api_token_use,10.23.103.193,critical,False,False,0.956,
dd9da8de-5db4-4618-93ff-2e5479f6e287,2024-04-11T04:07:21,USR-4764,failed_login,10.1.89.169,high,False,False,0.831,
aef15eb8-8d3a-4f9d-acdd-8c19628af955,2025-11-26T11:37:47,USR-4461,prompt_injection,10.17.91.9,low,False,False,0.871,
f73a0bf1-d62a-4bfd-b3ab-2f7a380bf722,2024-09-05T18:58:25,USR-1095,login,10.9.235.124,info,False,False,0.69,
b379b44f-8ffd-4699-975b-cc538f5399d7,2024-03-03T04:33:53,USR-5107,export,10.25.27.53,critical,False,False,0.611,
08a501c2-15b4-4740-b307-2019d0c4d05f,2025-12-07T22:17:18,USR-3219,prompt_injection,10.23.208.153,medium,False,False,0.948,
54b83aed-f4de-46b4-ab04-e37a36027551,2025-06-24T07:07:32,USR-8626,prompt_injection,10.3.141.23,medium,False,False,0.652,
c010ec3a-4419-4e96-84cb-863fe1244ad2,2024-01-26T12:10:52,USR-9082,failed_login,10.34.189.111,low,False,False,0.707,
5b2c73f8-6bf8-4a69-8d6b-4eea69bb57a7,2024-10-01T10:55:44,USR-2293,failed_login,10.28.224.91,low,False,False,0.754,
6f238bc9-fc01-4c4c-a0dc-8e02592e2d3a,2025-08-13T02:40:50,USR-4521,failed_login,10.6.208.18,critical,False,False,0.756,
f3379c60-d98c-4575-a3aa-d41b0c60a573,2025-06-12T23:26:02,USR-6630,export,10.9.220.136,high,False,False,0.96,
ad7ffee8-b5b7-4e5c-ab2e-becbbcfa7a29,2024-04-02T07:03:56,USR-7962,export,10.18.250.194,low,False,False,0.861,
2b5c30ef-563c-4aa8-96de-b1ca08bec644,2024-09-15T09:00:56,USR-6003,prompt_injection,10.23.203.160,medium,False,False,0.666,
8a701ad5-91e1-4e92-9d5b-ec03e851759f,2024-04-13T17:55:53,USR-3289,failed_login,10.15.125.150,critical,True,False,0.858,
40226089-1b7a-4615-97ec-a17875e4f756,2024-12-11T10:35:41,USR-9149,login,10.23.188.14,medium,False,False,0.625,
854d06cc-d86a-4fe8-9e46-285a102bc189,2026-04-13T21:51:56,USR-9335,prompt_injection,10.23.247.167,critical,False,False,0.813,
ff55999c-81bf-4062-ba46-7e72db26441c,2025-02-10T00:05:43,USR-7667,login,10.24.150.86,low,False,False,0.821,
f2fcb7ce-a768-490f-8872-afa593b68045,2025-04-21T10:48:55,USR-6389,export,10.20.165.22,info,False,False,0.676,
e5841ba4-b41c-4c07-95ad-e93c7be8b71b,2024-02-24T21:44:47,USR-3891,prompt_injection,10.3.68.52,high,False,False,0.668,
6d6fd932-9e03-4cf9-9e2b-3d4d3805fdcb,2024-05-22T16:37:48,USR-1710,prompt_injection,10.7.69.29,critical,True,False,0.753,
0a1b4601-8b74-4fe9-8bc6-5727d4b90551,2025-05-05T02:21:37,USR-4141,export,10.31.48.157,low,False,False,0.65,
8a9505f7-765a-4cb4-aa04-82bbc6773f69,2025-11-12T02:48:39,USR-8220,login,10.5.249.109,critical,False,False,0.992,
707f74af-81ae-48a9-95a7-d16472889a93,2024-07-29T08:04:13,USR-6716,login,10.26.239.246,high,False,False,0.788,
4889dff6-cb07-4079-82f6-12b5d6133f24,2026-01-31T09:43:11,USR-9957,privilege_change,10.28.253.61,critical,True,False,0.658,
cc94da40-91a1-4fe0-8000-b366c4452cfa,2024-12-21T19:36:34,USR-7208,privilege_change,10.16.37.145,medium,False,False,0.982,
ce3b3137-48b4-4e9b-99ee-734132a97b33,2025-05-03T07:26:54,USR-1730,prompt_injection,10.12.149.246,high,False,False,0.748,
57e8b262-615b-45c5-8b90-4718aa839d0c,2024-08-25T05:11:51,USR-1421,export,10.13.78.20,medium,False,False,0.938,
b6c93f9c-3f51-4918-a805-3291a0665292,2026-02-17T00:49:39,USR-3521,failed_login,10.38.251.197,medium,False,False,0.826,
907c35b5-9818-4e81-b79c-b334bd9d589e,2024-08-12T13:57:22,USR-7782,export,10.9.164.119,critical,False,False,0.832,
34f37acb-cc44-4bb7-81e0-4de31388f545,2024-10-03T22:09:45,USR-1836,login,10.28.236.179,critical,False,False,0.873,
f5851801-26dc-4a0c-bb5e-ebbec1894b53,2025-07-13T14:29:46,USR-6844,prompt_injection,10.27.125.253,info,False,False,0.959,
c2d2e72b-02df-4d4c-9058-cd44441055b5,2024-07-21T18:25:01,USR-1688,failed_login,10.38.169.142,high,False,False,0.861,
d97ff855-3c05-42ba-8073-8f77fdf39753,2025-05-21T19:31:27,USR-6279,api_token_use,10.5.195.245,low,False,False,0.956,
f02fdc16-f889-46a6-bc76-3ef675b10048,2024-06-22T13:27:54,USR-1767,prompt_injection,10.18.161.144,critical,False,False,0.735,
9688cabe-ce59-4c9d-8684-f2596b31f4dc,2024-10-04T13:20:36,USR-1993,prompt_injection,10.34.162.216,medium,False,False,0.672,
98e4b526-3ce6-4a5d-874a-90b8fd980f96,2025-10-23T07:12:00,USR-3358,export,10.8.33.14,low,False,False,0.65,
f92a539b-c789-4754-a944-3f070354160f,2025-09-27T03:43:23,USR-4776,login,10.11.253.104,critical,False,False,0.752,
a2e5dd87-32a1-4c9f-a136-71682d39d27f,2024-12-23T02:19:47,USR-5137,login,10.8.148.68,medium,False,False,0.946,
b72f1c1c-15c7-4cd5-b430-8d54356b657b,2024-02-10T04:29:38,USR-5013,export,10.27.13.227,critical,True,False,0.875,
164c56c8-31d2-4592-ab43-a2b9d225a1f4,2026-04-08T06:18:44,USR-5478,export,10.34.225.145,high,False,False,0.802,
f5b97d65-4b22-4cf0-aaa4-5161a04c2752,2025-06-13T08:40:49,USR-5399,failed_login,10.9.152.218,medium,False,False,0.618,
f6261bfc-7c45-4f35-8068-03a0f76d322a,2025-04-12T16:10:44,USR-5579,login,10.29.179.247,info,False,True,0.809,
b18ee1ce-1549-4807-ad8c-7b76b41c1277,2026-03-22T18:21:17,USR-3429,api_token_use,10.28.101.19,medium,False,False,0.938,
25fec3b6-adf6-43c3-8ada-6b6ae455801c,2025-08-04T04:59:35,USR-2274,failed_login,10.20.236.200,high,False,False,0.626,
6c32b457-8578-4419-99a7-046f201c61c9,2025-09-14T15:47:58,USR-1783,failed_login,10.12.91.140,info,False,False,0.641,
472c8f07-f1d4-4ab6-92fd-21b72deaf398,2026-05-23T04:03:49,USR-9347,api_token_use,10.8.22.229,low,False,False,0.603,
fd82a91b-940b-406a-b383-76ea4c9a1b00,2025-01-17T10:32:14,USR-9819,export,10.0.139.207,info,False,False,0.791,
06758fe2-ccd3-490d-9148-28672f6f1281,2026-03-18T19:37:42,USR-4094,privilege_change,10.5.213.32,medium,False,False,0.805,
17ee2f19-1dd6-47ff-a4c9-723def935669,2025-11-03T22:19:34,USR-6422,prompt_injection,10.36.251.43,high,False,False,0.994,
0afe9137-b7b9-4430-a2b3-0f77b5ca7b82,2026-01-27T08:34:56,USR-1898,export,10.10.143.173,critical,True,False,0.551,
36fb5926-8b86-4beb-bc1d-092d5a6dba69,2025-03-18T16:03:13,USR-3587,prompt_injection,10.33.206.195,low,False,False,0.962,
272b9104-96ed-47a6-be94-11eaaa82f3e8,2025-04-27T18:59:17,USR-9056,login,10.26.240.84,low,False,False,0.891,
6c26e2d7-e097-49dc-98d8-98fbdc8b891c,2025-03-01T01:36:37,USR-5491,failed_login,10.17.62.130,medium,False,False,0.609,
570e8ecd-fe56-44e7-ad91-ad29e537080d,2025-10-01T18:00:36,USR-5056,privilege_change,10.5.27.40,critical,False,False,0.64,
a0c9fdd8-3e10-47f1-ba8b-965031d799c0,2026-01-25T17:14:21,USR-5593,privilege_change,10.15.1.195,medium,False,False,0.618,
b76e140b-dc99-4350-a3e0-841c4ee55a05,2025-02-10T16:13:22,USR-4891,privilege_change,10.11.210.175,medium,False,False,0.878,
62503ba5-2c9f-4650-93a8-a3c35c1a3811,2026-01-08T17:15:09,USR-4115,login,10.28.9.244,medium,False,False,0.69,
98f7d886-ea7e-440f-b38f-0d110d6469cc,2024-05-07T06:57:01,USR-9346,privilege_change,10.28.199.11,medium,False,False,0.675,
6aa7ad3f-f4d5-4957-8a51-3a0f49c62ca5,2025-07-06T01:15:48,USR-8430,failed_login,10.25.197.240,low,True,False,0.916,
c2f97853-5a54-4822-b6cd-a5cb20aa3d59,2025-05-18T18:04:52,USR-5842,privilege_change,10.14.239.145,low,False,True,0.999,
f0e54a09-5c2c-472d-8e11-7b1d917444b3,2024-07-25T07:50:41,USR-1278,privilege_change,10.10.153.147,critical,False,False,0.871,
e0835f02-02de-44de-bb33-c9b1276aad48,2026-05-26T16:45:30,USR-7953,export,10.25.117.92,medium,False,False,0.989,
0c8ffc36-2cf9-4962-8c7a-1dbf5c34c2c5,2024-07-10T22:12:15,USR-4546,privilege_change,10.27.222.145,high,False,True,0.739,
3f2f5b12-26d0-46df-a461-e4a8a3161533,2024-11-20T13:38:44,USR-4787,privilege_change,10.10.100.130,high,False,False,0.576,
