invoice_id,timestamp,customer,amount_usd,currency,ocr_confidence,exception_type,approval_cycle_hours,fraud_score,duplicate_marker
f18abb5c-d472-4085-9d6a-f9bd92b32951,2025-03-09T23:53:31,Meridian Insurance,24813.34,GBP,0.924,duplicate,100.62,0.047,
c284e235-8414-476f-a27c-985866cd92a5,2024-01-31T10:28:41,Cobalt Media,4589.48,GBP,0.765,duplicate,33.82,0.121,
95947fff-eb20-4b69-8d37-08b8c1a842f7,2024-08-08T16:02:08,Vertex Legal,7492.59,EUR,0.794,duplicate,105.68,0.009,
25a27958-e6c3-4c93-80e5-8d9fb8c58dca,2026-02-10T12:58:48,Northwind Health,25,EUR,0.827,duplicate,81.68,0.216,
9d10ef85-38d9-49f3-8497-5282d4ec4f79,2024-05-04T13:04:32,Pioneer Logistics,9176.59,INR,0.96,missing_po,122.76,0.065,
f7d07d2d-adaa-4efc-b20a-eb35c8547967,2026-04-01T15:07:18,Northwind Health,8295.92,INR,0.835,missing_po,78.08,0.041,
3d56fa46-1cb8-4b73-8d78-bf3f4fbc4c5a,2025-11-09T07:52:53,Summit Manufacturing,8567.5,EUR,0.748,vendor_mismatch,64.07,0.1,
404ce018-515f-46ae-9722-aeefebf6af12,2026-01-24T03:57:43,Arbor Pharma,1565.21,USD,0.887,tax_mismatch,71.67,0.028,
d81ffcd7-9eef-4127-b79e-18dc906eeb7b,2025-01-07T06:19:23,Meridian Insurance,2858.23,USD,0.758,vendor_mismatch,1,0.135,
2919e238-f1c6-4c51-b5f9-6e6979945de7,2024-09-17T21:24:03,Meridian Insurance,12945.17,INR,0.722,none,89.68,0.238,
82b98771-9831-42ee-b5e8-ff16643cca8d,2024-11-28T05:48:47,BluePeak Retail,7936.57,GBP,0.872,missing_po,30.01,0.022,
a9ce7684-a5a5-4054-899e-483a2807d97e,2024-12-26T13:57:48,Summit Manufacturing,3413.99,GBP,0.862,none,93.85,0.195,
7104eb7b-c374-4d7b-a1dc-f9253d523c92,2024-05-27T15:11:04,Atlas Education,21751.51,USD,0.759,missing_po,39.48,0.038,
e370c11a-78b1-42e7-8db7-2049b160a5e0,2026-03-09T16:50:46,Cobalt Media,350.3,GBP,0.957,missing_po,1,0.14,
9502a425-2570-4efc-a5c5-771640c93371,2025-04-18T00:05:56,Northwind Health,11298.47,GBP,0.791,none,1,0.028,
bbc7cd3b-1f81-4f89-870d-96a7af9175af,2024-05-06T14:05:12,Northwind Health,9972.9,GBP,0.955,none,18.48,0.074,
53bcde7a-0c0c-438f-b854-95b397e9149e,2024-12-20T01:06:17,CivicGrid Utilities,12392.22,GBP,0.91,duplicate,79.26,0.005,
ce8a007f-0af5-4f1b-8e71-a866734587cf,2025-03-31T04:43:22,Vertex Legal,9950.9,USD,0.901,none,1,0.139,
c5e2f77f-db7a-45ef-862a-e39d3ee71180,2025-07-12T09:08:39,Summit Manufacturing,6782.57,USD,0.83,vendor_mismatch,95.2,0.153,
f3afd025-9903-4e15-8929-da47af77f06f,2026-03-23T08:32:18,Cobalt Media,8237.75,GBP,0.887,none,82.95,0.018,
bf956b2f-646d-4050-ba55-75958e2e4374,2025-08-02T08:21:27,Vertex Legal,8942.82,GBP,0.828,missing_po,51.1,0.105,
bf95c1db-ed3e-414c-83ab-d8fc2edca81c,2024-06-29T04:19:23,CivicGrid Utilities,18406.24,EUR,0.762,vendor_mismatch,2.34,0.067,
79b99c39-70f2-49e8-aabc-34ddbaa5339a,2025-07-19T00:23:27,Cobalt Media,6900.88,INR,0.782,none,105.51,0.116,
4b8cde9a-f151-4034-b555-b83f603f8c36,2025-08-10T12:56:40,Meridian Insurance,2438.66,EUR,0.868,missing_po,113.87,0.027,
c42c3bfd-17c7-4768-bf43-5188953a87d2,2024-04-19T18:40:12,CivicGrid Utilities,10136.8,USD,0.9,missing_po,7.02,0.014,
0633dbf0-35b7-4efb-ba85-b5edeaa51d01,2025-01-22T19:51:37,Northwind Health,10619.69,GBP,0.932,duplicate,59.38,0.018,
5de2f293-d99a-4c7b-b0b8-061b831c433e,2026-02-05T02:48:12,Northwind Health,23361.62,USD,0.824,vendor_mismatch,43.22,0.12,
62d27d81-c90e-4ff2-bf5c-e21eecca195f,2025-02-01T07:34:34,Meridian Insurance,5699.21,INR,0.732,missing_po,65.9,0.095,
de33e401-7802-41c0-bfbd-c095b5a067f5,2024-02-02T08:25:00,Meridian Insurance,11527.41,EUR,0.889,vendor_mismatch,42.72,0.254,
950f9f29-21fe-4a6b-89d7-d386826d079d,2026-02-18T23:24:17,Northwind Health,3651.64,GBP,0.924,none,52.1,0.046,
c2b6abe4-8847-4e8f-9b0a-3eef54b76b2f,2024-04-23T05:44:29,BluePeak Retail,11686.84,USD,0.827,missing_po,22.55,0.098,
d672d599-6c1f-4ff5-b256-083110498aec,2025-11-15T13:35:10,Meridian Insurance,14829.2,INR,0.876,duplicate,21.64,0.051,
db2a28cf-618d-410c-a332-d3487f0023ed,2025-08-04T02:44:59,Vertex Legal,15115.49,INR,0.81,missing_po,43.36,0.125,
cbf99e18-b4c2-4286-8d35-4fc2fecd1621,2025-01-04T00:58:29,Meridian Insurance,12200.17,USD,0.843,tax_mismatch,54.57,0.066,
f9f9d481-ff72-4393-a0a4-4eb51c5045f3,2024-12-19T20:53:08,Atlas Education,18584.94,INR,0.994,vendor_mismatch,56.1,0.029,
6df707ba-d90d-40bd-aa89-74d92e6340a3,2025-02-16T00:23:40,Vertex Legal,15547.51,USD,0.97,missing_po,46.82,0.049,
b55f0fa5-d597-4660-bed3-f1fa7b5b5905,2026-05-26T01:45:22,BluePeak Retail,2326.85,EUR,0.84,vendor_mismatch,1,0.289,
9fae2880-5d3a-44a1-bf0f-d68bec4a6d0b,2024-04-22T16:49:17,Cobalt Media,4915.45,INR,0.953,duplicate,55.58,0.058,
ae21d1e7-9d07-4b32-8704-2942bfec467c,2026-05-11T09:58:30,Summit Manufacturing,14363.31,INR,0.893,none,103.07,0.213,
87ff2573-22b8-409c-b01f-5a4fc8b3649b,2024-04-07T09:13:23,Aster Financial,11679.79,USD,0.975,tax_mismatch,10.86,0.062,
a09d7faa-9cdb-4c34-b088-c15086b0f918,2024-02-17T02:25:22,Meridian Insurance,896.46,GBP,0.755,tax_mismatch,11.58,0.158,
f7cb6246-6158-47de-b195-24a3cd3aa774,2025-11-24T12:35:51,Aster Financial,11573.29,INR,0.863,none,94.1,0.152,
f7e7e242-cabb-40e4-98b3-a61ccd3bad23,2024-04-24T12:37:33,Summit Manufacturing,19505.78,EUR,0.895,none,53.25,0.24,
348b968c-83a8-4a28-ba0a-09c49fc4757b,2024-05-08T13:30:45,Summit Manufacturing,8787.95,GBP,0.727,vendor_mismatch,75.1,0.008,
061d878f-fbe7-4659-b8ce-5990eef8b000,2026-02-16T13:12:32,Meridian Insurance,7763.72,USD,0.952,vendor_mismatch,47.17,0.082,
e30a565a-d5da-41d6-8f6d-c415455d0b5c,2025-04-10T12:31:16,Cobalt Media,7189.89,GBP,0.736,vendor_mismatch,9.56,0.052,
742bc3d0-6d6b-419e-9794-12ae1b99e621,2024-04-24T17:46:23,Aster Financial,1489.55,EUR,0.897,missing_po,55.52,0.106,
bda38d8a-9971-489b-9b5e-3009c3661b21,2024-03-14T00:29:27,Pioneer Logistics,25,GBP,0.92,vendor_mismatch,92.87,0.035,
d23b77d8-0950-443b-8499-d1e9dfc103e9,2026-01-01T16:23:54,Vertex Legal,5590.6,INR,0.983,missing_po,45.6,0.279,
7c9ccd72-2b15-4ab2-9f4e-d5e54f2152ff,2025-03-23T12:15:12,Summit Manufacturing,11230.29,GBP,0.812,none,48.48,0.121,
0e98eaae-bf40-4a86-9572-ea3f37a46701,2024-12-24T11:56:45,Aster Financial,25711.36,GBP,0.809,none,23.76,0.158,
b9e43ac9-7a9e-40b4-a13f-1b13a5babaf2,2025-11-08T16:35:00,Aster Financial,8690.17,INR,0.759,duplicate,56.83,0.198,
b1fac42d-1bc0-472f-8b0c-cf329384f047,2024-09-20T21:13:38,Meridian Insurance,16640.9,GBP,0.839,missing_po,93.71,0.11,
da616c3a-af9b-4980-9592-355f7a8b336d,2024-11-01T12:39:02,Cobalt Media,10141.08,USD,0.874,duplicate,91.25,0.095,
eb20b69e-3a43-4339-9b41-17f1921a7d29,2025-04-14T01:35:10,Helio Energy,12536.51,GBP,0.99,vendor_mismatch,2.64,0.13,
f0aac33b-63f3-4f81-be99-f7a123267e02,2026-03-07T22:30:49,Summit Manufacturing,4659.03,USD,0.943,tax_mismatch,60.15,0.259,
019ab1d0-ad3b-473a-a9ac-026980a0f143,2024-07-10T13:49:59,Cobalt Media,4970.05,EUR,0.741,vendor_mismatch,86.73,0.105,
151956ce-8df0-4fa2-89c9-43a464471fbf,2025-05-07T02:54:48,Arbor Pharma,3528.05,GBP,0.906,vendor_mismatch,43.87,0.295,
729512fe-1c41-43e0-9c3c-74c1ff11b737,2024-06-02T06:36:09,Meridian Insurance,25,USD,0.945,missing_po,130.8,0.062,
e37c598d-fc6e-44bb-9317-35a9ae6ccb49,2025-07-06T22:13:47,Helio Energy,11407.16,GBP,0.919,vendor_mismatch,21.91,0.017,
edef81db-fb13-4f22-8361-c61332eda7f1,2025-07-08T19:24:12,Aster Financial,25,EUR,0.736,vendor_mismatch,3.36,0.088,
b545e63c-e31b-4d74-a28f-408b32c940c4,2025-04-15T11:25:00,Helio Energy,11170.46,INR,0.841,tax_mismatch,75.74,0.086,
91e4a72d-018d-46a0-a8ea-0e903f390ff1,2025-08-30T19:48:36,Pioneer Logistics,4047.07,GBP,0.877,duplicate,59.54,0.12,
98af85e8-7a2b-47dd-9bdb-e6d25cd1cba1,2024-06-09T20:57:14,BluePeak Retail,8136.09,USD,0.883,missing_po,55.59,0.333,
a108dc38-2e27-423d-a9c4-eb0c3af5ec26,2024-01-30T19:25:59,Helio Energy,11050.6,INR,0.793,tax_mismatch,83.91,0.297,
e7c0d87b-821d-44fb-b08c-e340f9ded91d,2025-09-05T13:45:57,Arbor Pharma,3859.0,INR,0.942,duplicate,1,0.016,
e4dd4af4-c686-40d2-8b2f-8f028bb84fde,2025-04-16T06:19:05,Summit Manufacturing,12312.4,EUR,0.895,tax_mismatch,15.71,0.014,
bab2989a-769c-49b5-9a40-ad8bc3a0329c,2025-01-08T17:09:40,Northwind Health,10523.71,INR,0.829,missing_po,68.98,0.018,
dacff4d2-c38e-4b98-8ec5-012dcf109c58,2025-04-03T12:30:50,Cobalt Media,7964.14,INR,0.904,vendor_mismatch,55.85,0.031,
084fbd03-a7be-4fad-acdb-54ea6727c252,2024-11-07T01:44:33,CivicGrid Utilities,14424.63,EUR,0.768,tax_mismatch,67.47,0.069,
36bed6af-05b2-4c96-8884-886da3a1aebb,2024-02-08T15:44:37,Arbor Pharma,11374.18,EUR,0.729,vendor_mismatch,60.96,0.145,
560390a8-1541-4621-95ef-fff4dec5e986,2025-04-07T22:50:46,Atlas Education,1894.5,USD,0.843,vendor_mismatch,9.7,0.215,
bb629951-7ff0-44c3-bb68-1f16da3090ea,2025-08-12T09:39:06,Summit Manufacturing,4488.13,USD,0.85,none,21.78,0.007,
f48c8449-bc67-4f16-932b-b6aaa43bf183,2024-10-24T17:47:38,Atlas Education,9045.5,GBP,0.807,none,10.16,0.013,
ee5ebc0a-5c31-47fb-8bd9-08244385b05d,2024-11-14T13:25:18,Atlas Education,2096.6,INR,0.938,none,89.72,0.013,
88924b6f-a822-4fa5-b262-5f2f84e61398,2025-03-04T18:01:13,BluePeak Retail,11032.99,GBP,0.828,none,46.47,0.201,
4e405f1d-c742-4a9d-a2b0-79bd91b2c580,2024-10-13T00:56:47,Arbor Pharma,3571.68,EUR,0.786,none,36.04,0.214,
45cf1bd7-175a-4285-bd15-61fe9d44c73f,2025-02-12T11:21:46,Summit Manufacturing,6992.18,EUR,0.893,duplicate,123.49,0.174,
0f9ec143-be17-4ecd-930e-6d3d0d1fc174,2025-03-20T02:28:21,Meridian Insurance,15301.44,EUR,0.954,tax_mismatch,36.3,0.055,
d03eca7f-0213-4d56-8c33-84ec989903b6,2026-02-11T12:43:15,CivicGrid Utilities,8261.49,GBP,0.905,duplicate,64.71,0.137,
0094bcb1-b0c3-41ed-9475-622e8232f7ab,2024-09-22T21:23:07,Cobalt Media,5877.06,GBP,0.928,vendor_mismatch,27.71,0.092,
f32a7815-182d-4875-a3ee-35c7c4f7af1c,2024-12-25T05:28:43,Helio Energy,12984.62,INR,0.911,missing_po,27.43,0.141,
3d9b13b3-04ed-44d2-b67a-99f0c163b5b5,2024-01-11T22:38:02,Cobalt Media,8003.32,USD,0.749,duplicate,9.68,0.031,
6315ffc8-ebfb-4781-bf2a-13e36c4a1b0e,2024-08-14T14:02:43,Meridian Insurance,11645.77,EUR,0.745,duplicate,41.86,0.227,
012e75a1-41b1-43e0-86f8-d2a509687dee,2025-10-27T00:34:42,Helio Energy,11935.76,USD,0.982,duplicate,70.67,0.154,
0c7357ff-d064-429e-8d20-b94a42564d19,2026-05-22T03:35:39,Northwind Health,8158.49,INR,0.849,missing_po,93.88,0.242,
d22f757e-c65e-4d00-a247-ee7a79661448,2024-06-05T16:33:00,Northwind Health,6156.86,INR,0.721,missing_po,61.08,0.117,
d5cbcee6-ce12-495f-b85b-fe7e0360ce98,2025-01-23T21:42:02,Summit Manufacturing,14268.66,GBP,0.872,none,56.27,0.03,
1dd53104-46f7-4b56-a4f4-1ecaa371f564,2025-05-08T22:32:31,Arbor Pharma,6378.98,INR,0.784,missing_po,48.9,0.191,
bb1593c8-c5a0-4bac-8388-3721b70cd4e9,2026-03-20T05:21:14,Aster Financial,6744.37,GBP,0.84,tax_mismatch,35.11,0.042,
bf2c0500-e84e-41a0-adcb-725a3f48372a,2024-12-30T03:27:08,Vertex Legal,5891.35,INR,0.72,duplicate,145.38,0.119,
49221659-b9f4-4229-acd0-204fae25c01f,2025-06-29T19:06:08,Northwind Health,10027.91,EUR,0.848,duplicate,42.98,0.204,
74c92df7-383c-4ca7-ac13-cff76ac50933,2024-06-14T15:38:27,Vertex Legal,11536.51,EUR,0.956,duplicate,48.62,0.068,
49c0704d-3c1e-4623-a93a-7c14ca660097,2024-06-13T07:22:09,BluePeak Retail,10657.84,EUR,0.856,missing_po,48.62,0.06,
9974404a-152d-45f2-8fa8-325d35c50239,2024-09-01T18:45:21,Arbor Pharma,4101.48,USD,0.777,none,74.5,0.071,
fc3e87c8-b0cd-4751-9af0-81a402188055,2026-02-21T05:04:38,Vertex Legal,13550.22,EUR,0.846,vendor_mismatch,23.03,0.09,
30885551-f838-42ad-b1d0-b004d88dfffd,2024-11-07T03:29:31,Aster Financial,14536.5,GBP,0.896,missing_po,78.2,0.069,
06581bcc-390c-4bfe-8cc7-c5137f6c5347,2026-05-30T13:03:02,BluePeak Retail,17767.51,INR,0.879,tax_mismatch,1,0.045,
9cc019e2-1c6c-48c7-9559-c64d6b6b6927,2025-01-03T23:14:45,Pioneer Logistics,5210.31,USD,0.786,duplicate,28.55,0.034,
f2f3c8c1-c9ef-4514-8eef-f35700f6c4d9,2024-04-14T19:59:37,Vertex Legal,25,USD,0.725,none,31.48,0.137,
034a00f0-0864-42f6-a99f-153d57379287,2025-11-02T09:58:27,Aster Financial,18652.35,USD,0.78,duplicate,9.97,0.196,
3de5c307-50dd-4760-b0dd-f21c93fd3daf,2024-02-18T14:26:25,Vertex Legal,25,GBP,0.82,vendor_mismatch,1,0.032,
95629f85-ec54-4d32-8f93-06205e439226,2026-01-03T04:16:52,CivicGrid Utilities,25,USD,0.758,tax_mismatch,42.24,0.25,
04eddaac-2e3e-400e-9603-def2d723d259,2024-10-18T02:41:47,Cobalt Media,4659.8,USD,0.776,duplicate,106.44,0.018,
63fd685c-7bb9-4933-bbb5-573be4335c63,2025-03-10T19:12:28,BluePeak Retail,14089.68,INR,0.976,vendor_mismatch,58.23,0.112,
35717eeb-37f1-4e07-98f2-1d48ddac4afc,2025-08-07T11:32:00,Vertex Legal,7383.81,EUR,0.997,missing_po,52.1,0.093,
ca1059af-3579-4abe-a72b-c6a2ccd18482,2025-07-23T11:42:39,BluePeak Retail,25,EUR,0.821,none,51.73,0.018,
1214acb0-4161-4795-a7f5-86ade3918731,2026-03-31T23:44:23,Arbor Pharma,10460.21,EUR,0.83,tax_mismatch,31.92,0.099,
9e7b0f8a-0065-43f6-977a-85b10a9c4c73,2024-04-18T19:40:01,Northwind Health,19660.06,INR,0.75,tax_mismatch,1,0.283,
be2fbcd7-b917-4b03-a221-d0014104c807,2025-03-24T04:22:05,Helio Energy,6936.39,INR,0.855,vendor_mismatch,19.63,0.1,
0a94e5cd-6bb1-4cf8-af03-334e00e3989e,2025-09-23T17:37:06,BluePeak Retail,4282.63,GBP,0.971,vendor_mismatch,1,0.09,
18540bb3-77eb-4f3b-a4bf-bcc12e7b087e,2024-12-07T21:46:08,Helio Energy,16968.13,USD,0.803,none,31.13,0.081,
fb59ab1d-3df9-4f1a-a713-30ba37d99c4b,2025-06-13T15:44:38,Vertex Legal,28875.98,EUR,0.798,tax_mismatch,139.7,0.023,
07a6ad7d-386f-4691-8ccc-cecc4e7c1552,2026-05-05T09:41:30,CivicGrid Utilities,7683.03,GBP,0.936,none,58.67,0.06,
1bf2af8d-fad1-4721-b284-efeafc418549,2024-02-03T15:03:06,Aster Financial,25,GBP,0.795,none,14.22,0.369,
40138138-1402-4928-b04f-a331c51df18c,2026-05-17T03:31:04,Northwind Health,25,EUR,0.88,missing_po,1,0.06,
c9e266a3-8aa7-4a80-a48a-382310483fe3,2025-05-28T00:12:43,BluePeak Retail,8967.27,USD,0.787,missing_po,40.68,0.275,
9522e9d0-2279-41bd-a881-e0044de7238d,2026-05-08T07:46:03,Pioneer Logistics,3164.04,GBP,0.923,vendor_mismatch,30.85,0.088,
8d8febe0-7333-4193-beb6-1c9afced1f80,2024-04-09T10:52:02,Cobalt Media,10891.39,INR,0.906,missing_po,7.05,0.049,
0008466b-2874-4814-90bc-67d42a8dd092,2026-01-22T10:16:52,Helio Energy,10402.38,INR,0.777,none,26.12,0.023,
07b92471-54ec-41ba-85ec-1ee00c43a899,2026-04-04T02:17:08,Northwind Health,12850.04,INR,0.93,missing_po,62.74,0.055,
1b8ddb45-f4da-4fb7-af78-0d8c44298f21,2026-03-31T10:51:18,Meridian Insurance,16181.26,GBP,0.842,duplicate,69.76,0.009,
169036a3-bd38-4d1c-971e-826ab12f10db,2025-06-08T04:59:57,BluePeak Retail,25,GBP,0.793,missing_po,61.21,0.189,
ff13d4c6-c0d3-408c-aa2e-1ce2877d4eaf,2025-01-18T09:56:28,Helio Energy,25,INR,0.858,missing_po,83.79,0.091,
38ace388-364e-4ef2-bb81-95eb70231b03,2024-02-05T12:56:26,Summit Manufacturing,11020.39,EUR,0.954,tax_mismatch,1,0.079,
9a86371a-76b6-49d0-a010-568609ae64ae,2025-08-22T21:36:10,Meridian Insurance,18508.35,USD,0.782,none,16.76,0.108,
d95cac86-9f92-45fe-a2df-4f18003fc677,2026-02-08T10:54:23,CivicGrid Utilities,10131.4,USD,0.817,vendor_mismatch,1,0.255,
1b4417d2-ff74-41f0-97d7-3bcdc21b11f4,2025-09-20T13:13:41,Vertex Legal,1235.04,GBP,0.959,duplicate,52.02,0.091,
b950b47c-d972-4ef3-b2d4-35d75538080a,2025-01-11T13:56:44,Northwind Health,13551.27,USD,0.81,duplicate,45.7,0.208,
51cc0627-e762-4905-9bb6-574eaa7bec2e,2025-04-12T07:58:22,BluePeak Retail,7456.7,EUR,0.837,vendor_mismatch,68.4,0.105,
1cdbce73-1cb6-4d50-a415-1b9c915cc59f,2024-12-03T03:30:23,Northwind Health,17772.19,EUR,0.919,duplicate,73.35,0.006,
0e34299b-1832-4569-858f-51869b357001,2025-04-29T13:42:15,Meridian Insurance,9288.88,EUR,0.84,vendor_mismatch,41.66,0.096,
abfd2cf6-c6cd-4d9f-b170-c26d627c373b,2025-01-06T10:39:12,Pioneer Logistics,25,USD,0.767,none,63.52,0.076,
67c0a9fd-2c45-437e-9c83-8c327a8a1e79,2025-04-03T13:09:06,CivicGrid Utilities,3684.7,GBP,0.946,vendor_mismatch,43.02,0.022,
ba10f380-8fa0-44da-803c-08fb692a1321,2024-03-14T00:28:55,CivicGrid Utilities,5716.78,GBP,0.79,vendor_mismatch,17.43,0.093,
01a46743-72f2-4e2f-a0be-ed27a2259f0e,2024-01-07T09:26:37,Atlas Education,16909.47,INR,0.911,none,43.96,0.144,
509b3fcb-e3f3-4e54-bbe2-e8f0aaf6b15f,2025-05-06T00:54:34,Meridian Insurance,4365.3,INR,0.725,tax_mismatch,36.19,0.098,
9db4c79b-bdd1-4ecc-b655-a735391c2d69,2024-01-24T02:05:06,Arbor Pharma,83.73,GBP,0.911,missing_po,2.75,0.215,
60a6d5c5-2782-4bc2-964a-8233f45108a1,2026-02-12T02:17:19,Pioneer Logistics,17240.28,USD,0.957,vendor_mismatch,26.31,0.195,
bb457672-36c7-426f-bb79-51c177089426,2024-06-06T17:16:01,Northwind Health,7091.25,USD,0.878,duplicate,24.77,0.129,
0d0cad16-c055-471d-8734-e260daadaadf,2024-07-09T02:06:29,Aster Financial,1936.08,USD,0.788,tax_mismatch,24.56,0.083,
fba2378a-3d5c-43c8-97dc-10441e494457,2024-06-05T16:38:59,Pioneer Logistics,21240.06,EUR,0.897,missing_po,45.97,0.209,
a18f29bc-55f3-4d51-ba2f-5c6867864f89,2024-12-13T19:15:34,BluePeak Retail,14897.86,GBP,0.863,missing_po,1,0.289,
abf37e71-4f39-4f6e-9f32-ecaa726b86a2,2025-12-27T00:05:01,Cobalt Media,7575.24,EUR,0.746,tax_mismatch,30.24,0.064,
62bd59ca-0cdb-4833-a294-0503eb201e37,2025-07-28T15:19:20,Northwind Health,7949.22,GBP,0.774,missing_po,57.29,0.037,
ae771900-58e1-4d5e-96bf-a60f39646c8d,2025-05-28T00:44:37,BluePeak Retail,8956.3,GBP,0.734,duplicate,32.6,0.114,
c9e72d8c-8ff5-44c9-a5b2-ef2b9ccb40b7,2026-01-07T16:16:08,Vertex Legal,9935.68,GBP,0.863,none,105.18,0.124,
e32f4dff-3819-46c3-96cc-61ebd6349ddc,2025-05-08T21:42:31,Northwind Health,17953.81,USD,0.818,tax_mismatch,20.63,0.112,
f96513c8-e7a5-4db9-a140-bff3c5de8eee,2025-04-19T11:55:40,Cobalt Media,19413.95,INR,0.925,vendor_mismatch,24.53,0.284,
403472c4-fe78-4f1e-8b1c-1f5b1f67567e,2024-08-03T12:02:36,Atlas Education,14049.31,USD,0.881,tax_mismatch,51.1,0.065,
03668c2b-8470-4ada-aad9-da78c111f9de,2024-05-25T23:14:57,Meridian Insurance,25,USD,0.829,tax_mismatch,20.89,0.23,
e3e05fda-544e-4b02-bf08-bf88033a771d,2025-05-08T23:48:03,Pioneer Logistics,10229.41,USD,0.82,none,53.49,0.06,
9ca4fa19-2a40-4aa9-a50c-52f8a5c90688,2025-11-24T22:06:19,Helio Energy,3206.23,GBP,0.914,missing_po,46.5,0.07,
d9c8ad7a-c973-438b-8a86-0c881eef15c7,2026-02-23T05:09:52,Northwind Health,7445.92,INR,0.836,none,75.18,0.028,
f8a83617-67ed-461b-9726-a7005f60da43,2026-01-11T23:55:22,Cobalt Media,6032.87,INR,0.759,vendor_mismatch,35.7,0.399,
59434999-8a5b-4298-aa1e-9efc76f48bf8,2025-01-30T01:04:29,Arbor Pharma,12163.88,INR,0.942,tax_mismatch,1,0.113,
