ticket_id,opened_at,customer,device_id,category,priority,sentiment,resolution_hours,sla_met,escalated,summary,duplicate_marker
d3c71488-20b6-4a42-9a32-52688fc10283,2026-04-06T12:36:21,CivicGrid Utilities,XRX-100022,network,P3,0.841,11.28,True,True,paper jam repeats,
256ccad8-1355-4d27-a72a-8ffc40272cc8,2026-02-24T14:34:39,Atlas Education,XRX-100023,configuration,P2,0.533,21.14,True,True,poor print quality,
8e929f8b-8d48-4fed-bc36-b9b7876974ea,2024-05-30T09:29:45,CivicGrid Utilities,XRX-100024,maintenance,P3,0.004,28.87,True,False,poor print quality,
c347e866-5dc7-490e-8d7f-3b353b4a8145,2025-07-21T13:48:50,Atlas Education,XRX-100025,hardware,P4,0.041,1.64,True,True,driver install failed,
fd13c950-e64e-4a91-b0f7-9add7f412b85,2024-09-04T19:42:29,Meridian Insurance,XRX-100026,hardware,P3,-0.883,30.02,True,False,poor print quality,
915a271f-9cba-418f-aea5-5068d6ed49a0,2024-03-11T09:13:08,Helio Energy,XRX-100027,network,P3,-0.619,26.61,True,True,scan to email broken,
b8787e87-523c-4f9d-b2ab-749dfd7d3116,2025-06-07T00:56:21,Vertex Legal,XRX-100028,software,P2,0.428,35.25,False,True,device offline,
6db02997-59b9-46ed-a4f2-7e84f8ee676d,2025-02-26T06:32:31,Vertex Legal,XRX-100029,maintenance,P4,0.409,26.11,True,False,poor print quality,
c752b16c-127e-4d00-96e7-e3dd120f5273,2025-12-22T17:32:33,Helio Energy,XRX-100030,maintenance,P2,0.073,16.23,True,False,device offline,
6dabd8bf-9267-4572-9893-779190c552d7,2024-08-24T23:51:01,Pioneer Logistics,XRX-100031,software,P1,-0.139,21.93,True,False,paper jam repeats,
618b6d1d-ec23-4d8a-a9df-56a1fe626a14,2026-02-20T04:34:30,BluePeak Retail,XRX-100032,configuration,P1,-0.078,30.63,True,False,paper jam repeats,
4d6041f1-c02a-435d-821f-17cd6871fabb,2026-01-02T22:02:49,CivicGrid Utilities,XRX-100033,hardware,P3,0.02,30.77,True,False,paper jam repeats,
d0ce3245-80cb-438c-8216-127707065459,2025-07-04T21:25:23,Arbor Pharma,XRX-100034,software,P2,-0.87,16.16,True,False,device offline,
b89bba01-f9cd-4f43-b22a-1fd4636c6df5,2024-01-23T05:15:02,Arbor Pharma,XRX-100035,hardware,P1,-0.414,0.2,True,False,scan to email broken,
d80cd4fe-fc71-4987-892e-466c5263f846,2024-09-29T19:52:07,BluePeak Retail,XRX-100036,network,P3,0.065,13.47,True,True,device offline,
8bc05da2-9d5b-414b-aa15-20579d868bcc,2025-10-13T13:47:01,Atlas Education,XRX-100037,software,P2,0.307,16.86,True,False,poor print quality,
ba6a44d4-dc02-4dda-8026-b535d0012e0e,2026-03-03T09:42:58,Aster Financial,XRX-100038,hardware,P2,0.042,22.36,True,True,device offline,
c3089a63-f3a9-468b-a51e-a54652088c09,2026-05-12T23:42:26,Pioneer Logistics,XRX-100039,hardware,P3,0.52,1.0,True,False,device offline,
549799cc-3292-4b1f-b24c-4932aa4752c1,2024-01-03T21:15:33,Summit Manufacturing,XRX-100040,configuration,P1,0.434,30.44,True,False,device offline,
bea3e565-7c4b-4c42-87de-725e68ff8f66,2025-09-12T11:10:24,Vertex Legal,XRX-100041,maintenance,P2,0.041,20.74,True,False,driver install failed,
c08e20f7-3813-4ec1-94ed-319cc41014f0,2025-12-19T16:17:52,Arbor Pharma,XRX-100042,maintenance,P4,-0.197,28.72,True,False,paper jam repeats,
c5a6e08c-38ab-4512-a927-9977cc06b71f,2025-05-13T17:16:29,Pioneer Logistics,XRX-100043,software,P3,0.295,37.62,True,False,scan to email broken,
b14d9a26-7788-4759-9510-1ce934f863ec,2024-03-03T10:58:38,Helio Energy,XRX-100044,network,P2,0.193,17.38,True,False,device offline,
4c5ed468-75d0-4050-88cd-1ecb874cd3a5,2025-04-15T00:45:14,Northwind Health,XRX-100045,network,P2,0.463,29.33,True,False,poor print quality,
ab29fb78-3b06-4f0f-b612-2c513754f094,2025-07-10T19:29:04,Helio Energy,XRX-100046,maintenance,P2,-0.137,26.24,True,False,scan to email broken,
f598de14-b7bc-479d-9bf6-7c266d58b44b,2025-07-06T15:05:58,Summit Manufacturing,XRX-100047,hardware,P1,-0.024,12.32,True,False,poor print quality,
992cf15d-be06-48fd-ab74-90b04397b5e7,2024-05-29T06:41:29,Pioneer Logistics,XRX-100048,software,P3,0.138,32.76,True,False,paper jam repeats,
4e4377be-8534-4f2f-b8a9-adc0f2a21580,2024-10-20T19:50:04,Pioneer Logistics,XRX-100049,maintenance,P2,-0.881,15.34,True,False,device offline,
06994581-14d1-4d3a-9fb5-2a035a58b010,2024-05-19T19:26:48,Cobalt Media,XRX-100050,hardware,P3,-0.761,20.33,False,False,paper jam repeats,
6318d78f-c391-463e-a352-9a2d1028dbc2,2025-10-11T10:26:00,CivicGrid Utilities,XRX-100051,software,P4,-0.338,14.48,True,True,paper jam repeats,
7d6e644f-4d7f-4b2b-a8fd-314c89bbdb1d,2024-07-15T10:29:24,Cobalt Media,XRX-100052,network,P3,-0.33,8.89,True,True,poor print quality,
82e687a3-aa34-406c-8ec1-e7f7f074e04e,2026-03-10T01:08:17,Summit Manufacturing,XRX-100053,network,P4,0.061,6.13,True,False,paper jam repeats,
9606a0e9-58cf-433a-a68f-aca57a97a46c,2025-11-08T22:00:21,BluePeak Retail,XRX-100054,maintenance,P1,0.439,6.14,True,False,poor print quality,
ab16b9ae-24af-49cb-90fe-d79ef03253c7,2025-04-11T08:24:39,CivicGrid Utilities,XRX-100055,maintenance,P3,-0.176,25.66,True,False,scan to email broken,
16fde2af-c325-4d98-bd7e-17d33b3f35aa,2024-06-05T21:10:19,Meridian Insurance,XRX-100056,hardware,P1,0.199,31.21,True,False,poor print quality,
ebef2169-5e10-428a-9fd3-b6666d4f13bf,2025-04-15T11:15:09,BluePeak Retail,XRX-100057,configuration,P2,0.084,22.49,True,True,poor print quality,
79747afe-0161-450b-a57b-3cbf65258160,2025-11-26T00:28:34,Atlas Education,XRX-100058,maintenance,P4,0.097,22.47,True,False,poor print quality,
49e58019-52de-4261-9881-665fbbc73f8f,2025-02-04T21:32:01,Meridian Insurance,XRX-100059,hardware,P1,0.515,9.79,False,False,poor print quality,
1abcd0ff-0f62-4c61-bcb7-afe1594f0bf7,2025-04-03T15:17:36,Cobalt Media,XRX-100060,network,P4,-0.703,16.22,True,False,paper jam repeats,
5cb46dc9-5b1b-4458-944c-2c055a2348e5,2025-07-07T18:21:46,Summit Manufacturing,XRX-100061,network,P1,-0.477,41.95,True,False,driver install failed,
c47562fa-b221-4fbf-80d9-a23f767b4d6a,2025-10-12T08:35:22,Aster Financial,XRX-100062,configuration,P3,-0.169,10.29,True,False,scan to email broken,
6a6e07ce-1535-480b-8352-32bf5c22cd26,2024-09-26T11:34:11,Pioneer Logistics,XRX-100063,hardware,P3,-0.215,14.03,True,False,poor print quality,
74059221-b0c1-440f-a750-36775eabb065,2025-01-31T15:01:21,Summit Manufacturing,XRX-100064,maintenance,P1,0.395,0.2,False,False,device offline,
1334b36e-f0e8-418e-b63f-40d211f12473,2026-02-06T22:39:02,Meridian Insurance,XRX-100065,software,P2,-0.457,5.38,True,False,scan to email broken,
8474ac1b-8196-44fa-971a-c451048b5410,2025-08-31T22:24:46,Pioneer Logistics,XRX-100066,hardware,P2,-0.012,31.66,True,False,driver install failed,
685ceeaf-f15a-473a-b4bb-b23bc32be810,2025-02-05T03:56:36,CivicGrid Utilities,XRX-100067,software,P3,-0.87,6.13,True,False,driver install failed,
e0a5fd07-faaa-425e-ab8e-7af547f7fa75,2024-01-19T11:19:00,Arbor Pharma,XRX-100068,network,P4,-0.704,16.03,True,False,device offline,
5c6f45c3-d9e5-4698-9f35-539dccdb35cc,2026-02-24T13:36:04,Aster Financial,XRX-100069,network,P3,0.803,18.13,True,False,poor print quality,
35923752-ae3e-465b-bdb6-c6c27b7bccc4,2026-03-09T15:42:59,Northwind Health,XRX-100070,software,P3,0.644,36.53,True,False,device offline,
134d794b-ec53-457f-b7bc-7c49e13c3f87,2024-01-28T10:29:24,Vertex Legal,XRX-100071,network,P3,0.379,19.57,True,False,driver install failed,
576b65ac-4fc0-44bc-8b03-d67f641b6090,2025-05-26T01:25:44,Meridian Insurance,XRX-100072,maintenance,P1,-0.282,14.12,True,False,driver install failed,
dc34454e-c0b0-484a-ace6-741d53252958,2024-12-31T12:33:38,Helio Energy,XRX-100073,software,P1,0.649,0.2,True,False,device offline,
2a12c3f5-b29a-4cf6-b73e-960646d35110,2024-05-24T05:35:32,Helio Energy,XRX-100074,maintenance,P4,-0.124,8.14,False,False,scan to email broken,
d01d5979-219b-41c4-8dc1-29c7f7e9fdde,2025-05-12T22:59:07,Summit Manufacturing,XRX-100075,maintenance,P3,-0.654,3.01,True,True,scan to email broken,
5a4c0e97-ae75-4185-829a-d4c2f2fe0b84,2025-04-15T00:55:12,Cobalt Media,XRX-100076,software,P4,0.607,24.95,False,False,paper jam repeats,
c3e44c2e-ae72-4ceb-8849-15b4d535d89a,2025-08-07T09:16:20,Atlas Education,XRX-100077,configuration,P3,0.121,13.91,True,False,poor print quality,
e38ee2e2-904d-4792-b06f-425807de57f4,2024-02-23T03:59:27,Pioneer Logistics,XRX-100078,maintenance,P1,0.301,29.43,False,True,device offline,
787e33b2-0296-4048-9c63-27337a44f30b,2025-11-19T08:49:30,Pioneer Logistics,XRX-100079,maintenance,P2,0.279,13.74,True,False,scan to email broken,
e0ad9132-55bd-4670-8571-d3de24707922,2025-10-28T12:25:05,Cobalt Media,XRX-100080,maintenance,P4,-0.485,18.71,True,False,device offline,
e0bdd8df-b06f-4e6d-91a8-71130013803c,2025-03-10T22:46:32,Helio Energy,XRX-100081,hardware,P4,-0.918,14.96,True,False,device offline,
8a3fbffc-c732-4131-a95b-006973cb83b0,2026-01-02T09:07:42,Meridian Insurance,XRX-100082,maintenance,P4,-0.292,2.36,True,False,paper jam repeats,
7fb0aa97-6950-46ab-a571-cf9dc43821d9,2024-12-18T12:59:48,Helio Energy,XRX-100083,maintenance,P2,0.694,0.2,True,False,driver install failed,
102739e7-7e88-4dbb-b9b5-0215b49ac6be,2026-01-20T02:51:08,Atlas Education,XRX-100084,software,P1,-0.346,24.62,True,False,scan to email broken,
3c5dee73-c7b5-43c0-8f60-006cf2f341d9,2024-05-30T00:39:45,Summit Manufacturing,XRX-100085,maintenance,P1,-0.675,32.55,False,False,scan to email broken,
8ea4a369-df00-4be4-8d77-6a0223fe825f,2024-07-18T09:50:48,Cobalt Media,XRX-100086,maintenance,P1,0.013,16.42,True,False,driver install failed,
b4916888-4e95-4d96-a915-89a0de57a53e,2025-02-08T01:27:34,CivicGrid Utilities,XRX-100087,hardware,P2,0.831,15.28,True,False,driver install failed,
cd2e459f-26fb-4972-bb31-01492c7034a2,2024-10-25T13:26:27,Pioneer Logistics,XRX-100088,maintenance,P2,-0.565,26.41,True,False,device offline,
c5abc00f-8b81-4f45-8f6d-0ebb5b7c2958,2025-10-16T01:19:44,Arbor Pharma,XRX-100089,hardware,P4,-0.824,15.23,True,False,paper jam repeats,
dcb7243e-2d86-4671-aa6b-a53487ee648a,2024-03-01T07:29:35,Helio Energy,XRX-100090,hardware,P4,-0.869,46.37,True,False,poor print quality,
840e366e-0ed1-4eb7-bd41-d5e0b00679ff,2024-08-09T23:48:40,Cobalt Media,XRX-100091,configuration,P4,0.372,26.94,True,False,driver install failed,
0e752800-88d9-4b8e-882e-34d44401605f,2025-09-07T15:11:40,Pioneer Logistics,XRX-100092,network,P1,0.258,16.45,True,False,scan to email broken,
36019066-91d1-4361-88b2-ff0a9cf0e979,2024-10-15T23:08:49,Pioneer Logistics,XRX-100093,hardware,P4,0.663,20.95,True,False,device offline,
a0d59e89-dbee-4ada-8cf7-17a9b17949d8,2024-03-05T02:31:27,BluePeak Retail,XRX-100094,configuration,P3,-0.92,0.2,True,True,scan to email broken,
4decbc35-e0ee-4e71-aa4d-05031b844363,2025-11-09T09:14:52,BluePeak Retail,XRX-100095,configuration,P2,-0.532,30.49,True,True,device offline,
d2e8cf91-2fc3-4ad6-9588-5d1a7480e5f9,2025-02-03T03:33:51,Atlas Education,XRX-100096,maintenance,P1,-0.241,24.76,True,False,scan to email broken,
e8420ea1-c97a-4e0e-8c9a-2959098a3f49,2024-07-17T22:27:19,Summit Manufacturing,XRX-100097,software,P1,-0.071,24.33,True,False,paper jam repeats,
62c461e5-c7c6-43dc-8a4c-4eab0b4a6bc1,2024-03-08T00:00:15,Vertex Legal,XRX-100098,hardware,P2,0.208,9.06,True,False,paper jam repeats,
5e10df7b-bd7b-4e46-be09-beb0db874613,2026-05-27T18:52:16,CivicGrid Utilities,XRX-100099,software,P1,-0.255,35.93,True,False,driver install failed,
2e64db0e-d984-4ac5-ab66-887178a02e75,2024-02-16T10:35:11,Helio Energy,XRX-100100,hardware,P2,-0.34,18.23,True,False,device offline,
5a6e46d3-a1dd-4064-a1a1-b5bad8b930dc,2025-10-30T11:38:02,Atlas Education,XRX-100101,software,P2,-0.359,31.77,True,False,scan to email broken,
b1b8d23d-5f58-4bca-ada5-0dcedf8e1b35,2024-01-31T19:04:02,Aster Financial,XRX-100102,configuration,P4,-0.082,0.2,True,False,driver install failed,
a1062fe7-253f-40d6-826b-eb9dff79ea8b,2025-05-07T14:01:02,Arbor Pharma,XRX-100103,maintenance,P2,-0.503,27.63,True,False,paper jam repeats,
5efd04de-46c7-4def-9f4f-5c9e2d2d5bbc,2024-01-07T16:21:58,BluePeak Retail,XRX-100104,hardware,P2,0.821,17.53,True,True,driver install failed,
b16dd2eb-5702-474e-97b4-44cf42a89ca6,2026-02-15T00:45:23,Summit Manufacturing,XRX-100105,software,P2,0.654,9.04,True,False,poor print quality,
89746bbe-41c3-4e95-b15e-7897db8f45fc,2024-09-15T10:15:48,Northwind Health,XRX-100106,software,P3,0.736,20.9,True,False,paper jam repeats,
98d69e8f-79cc-4dfe-9751-84004ab6e03d,2025-08-14T15:50:54,Atlas Education,XRX-100107,maintenance,P3,-0.118,18.48,True,False,driver install failed,
05b4f41d-5580-44df-8f2f-ad1fb1c2df90,2025-01-23T19:36:55,Vertex Legal,XRX-100108,hardware,P2,-0.919,27.46,True,False,scan to email broken,
bbc21d64-86fd-435e-9f87-1f3ccf8ee2f1,2026-05-11T09:11:17,Northwind Health,XRX-100109,hardware,P2,0.119,18.53,True,False,paper jam repeats,
229d8371-fe65-4d9f-be50-05854121f635,2025-01-30T01:55:27,Cobalt Media,XRX-100110,software,P3,-0.696,13.49,True,False,scan to email broken,
be7e02c8-469d-43cb-8f47-9444b862e35d,2024-09-06T11:08:39,Atlas Education,XRX-100111,configuration,P2,0.742,13.42,True,True,driver install failed,
4880555a-5fd0-4926-ad92-e2167482d8af,2024-02-24T23:13:21,Meridian Insurance,XRX-100112,configuration,P3,-0.001,8.71,False,False,device offline,
9b8fb27c-8612-4525-96d7-8d6afd019de7,2024-05-25T01:38:47,Meridian Insurance,XRX-100113,hardware,P3,-0.028,16.66,True,False,device offline,
b1554c4f-3183-4051-956e-9f7cb7c165a1,2024-10-16T11:57:34,Cobalt Media,XRX-100114,maintenance,P2,0.566,25.75,True,False,paper jam repeats,
428ea534-2548-4b09-981f-cabd08520d97,2026-02-09T19:29:41,Aster Financial,XRX-100115,configuration,P4,-0.224,8.63,False,True,scan to email broken,
cedf4ed1-5dbe-4f47-b069-56f9911ebb60,2024-06-19T03:30:55,Meridian Insurance,XRX-100116,network,P2,0.52,2.24,True,False,driver install failed,
64115185-aa82-4e1a-a6a1-e288bad84569,2025-06-20T04:55:28,Helio Energy,XRX-100117,maintenance,P2,0.202,10.03,True,False,scan to email broken,
00496d29-8e93-4850-b959-296fe1e7a58e,2025-09-16T08:50:06,Northwind Health,XRX-100118,hardware,P1,0.848,26.36,True,False,device offline,
219f1b07-f6ca-44fa-995c-3b0d14e7b446,2025-12-25T13:56:07,Arbor Pharma,XRX-100119,network,P4,-0.682,12.79,True,True,device offline,
f3becee6-6bd9-4aad-a85e-036c1b205b29,2025-02-05T12:22:47,BluePeak Retail,XRX-100120,software,P2,0.748,16.77,True,False,device offline,
a680f274-a282-48d3-90db-ed603fb56f66,2024-11-15T04:27:19,Vertex Legal,XRX-100121,network,P2,-0.018,9.25,True,False,paper jam repeats,
3fc18252-02e4-47d6-90f8-d27be4227a04,2025-12-28T20:18:44,Aster Financial,XRX-100122,maintenance,P1,0.277,15.81,True,False,poor print quality,
4991d3b2-0fd9-45f4-b0b3-f6a6e5bdd827,2025-03-11T11:29:53,Vertex Legal,XRX-100123,maintenance,P4,0.041,19.44,False,True,device offline,
77679133-598c-4405-bbeb-6fc19c650657,2025-02-14T03:57:40,Meridian Insurance,XRX-100124,hardware,P1,0.082,20.76,True,False,device offline,
da357bc9-445f-4d2a-8d47-6de754bd841c,2025-10-09T06:18:21,Northwind Health,XRX-100125,maintenance,P4,0.758,19.04,True,False,paper jam repeats,
ce6a6970-f363-4210-b115-66d32e71842a,2026-02-02T22:27:38,Vertex Legal,XRX-100126,software,P3,0.317,18.1,True,False,device offline,
93c85614-547f-4ad0-91e4-cf40395d4ba2,2025-12-23T10:20:16,Cobalt Media,XRX-100127,software,P4,-0.683,10.1,True,False,scan to email broken,
2c05e693-5dd9-4987-a5d4-6790221c1487,2025-03-04T04:33:38,Helio Energy,XRX-100128,configuration,P4,0.362,2.36,True,False,scan to email broken,
d1731942-4dd6-4043-99a7-ec4a0cdec0d3,2024-04-10T13:53:51,Pioneer Logistics,XRX-100129,software,P1,-0.565,49.8,True,False,paper jam repeats,
b640cc0b-6652-4963-9109-0c389baa873a,2025-12-25T12:39:55,Atlas Education,XRX-100130,maintenance,P2,-0.633,16.46,True,False,device offline,
ce185fc9-f96d-4df8-8d99-2a3cf0d24a0a,2025-01-04T10:00:43,Aster Financial,XRX-100131,configuration,P1,0.237,10.21,True,False,scan to email broken,
d38d6764-de6a-4a06-8fe6-8ce8ebc48baf,2025-06-17T22:20:53,Helio Energy,XRX-100132,hardware,P2,0.766,23.59,True,True,scan to email broken,
d51220ba-68d7-49a3-834e-ac9d13361cb8,2025-08-30T03:51:21,Meridian Insurance,XRX-100133,hardware,P2,0.068,17.48,True,False,driver install failed,
9c74b468-bb1a-402f-a273-cac66ec016d7,2025-06-11T18:01:15,Northwind Health,XRX-100134,configuration,P4,0.834,25.55,True,False,poor print quality,
b750af8d-3bf9-47a9-96f9-bcc008d59c58,2025-02-09T04:51:00,BluePeak Retail,XRX-100135,configuration,P1,-0.698,9.67,True,False,device offline,
adbf005a-e487-411f-b6a5-0c7ba5e4a10c,2025-05-26T17:53:47,Meridian Insurance,XRX-100136,software,P2,0.353,2.02,True,False,scan to email broken,
29c405e9-3aba-493f-abc3-004fd8b438f0,2026-01-02T13:20:51,Helio Energy,XRX-100137,maintenance,P4,-0.413,32.4,True,True,paper jam repeats,
831440fd-25c2-45a1-88b7-624cdd5a8d24,2025-12-21T22:52:36,Cobalt Media,XRX-100138,hardware,P2,-0.779,23.64,False,True,paper jam repeats,
d828975c-58e7-4c94-bb7c-d88d0dfdbc0b,2024-01-23T01:04:37,Summit Manufacturing,XRX-100139,maintenance,P4,0.79,24.53,True,False,paper jam repeats,
c5c38187-658b-4625-8075-13feadb32eac,2024-08-25T11:34:55,Aster Financial,XRX-100140,network,P4,-0.079,14.97,True,False,scan to email broken,
8bcedb9b-c82c-49eb-bb23-aa2153800670,2024-07-15T15:33:39,CivicGrid Utilities,XRX-100141,network,P4,0.099,28.77,True,False,poor print quality,
4bb47775-1c96-4e63-b7ea-9ddaa8edc6da,2024-11-09T15:06:26,Arbor Pharma,XRX-100142,maintenance,P3,0.012,0.2,False,False,driver install failed,
e31258a6-0b56-41b7-b1f3-469e1a708f9b,2024-12-18T16:11:24,Helio Energy,XRX-100143,software,P3,-0.336,2.62,True,False,scan to email broken,
47556cf3-c36c-4569-95dd-98f9a35d1d87,2025-07-30T23:17:35,Arbor Pharma,XRX-100144,network,P3,-0.267,25.46,False,True,scan to email broken,
1affc80a-3397-4e52-9f6f-ab04d50e256a,2025-09-27T09:56:25,BluePeak Retail,XRX-100145,configuration,P4,-0.623,2.44,True,False,poor print quality,
e5c70154-0149-4169-95ee-54e21337976f,2026-02-18T21:48:11,Atlas Education,XRX-100146,maintenance,P1,0.43,27.24,False,False,device offline,
66a47274-66a4-4cbd-9ecf-3591f156bbce,2025-11-16T04:05:55,Atlas Education,XRX-100147,hardware,P1,0.688,6.95,True,False,paper jam repeats,
f2c5c775-df02-4946-b955-c2a9b069102c,2026-03-03T00:49:14,Northwind Health,XRX-100148,hardware,P3,0.138,7.08,True,False,scan to email broken,
970babaf-f0ed-490d-9c23-e55b957bbbad,2024-04-11T08:46:37,Meridian Insurance,XRX-100149,maintenance,P2,0.24,34.81,False,False,poor print quality,
c4af8c1d-b5b8-4526-9bdf-284ed8ea0a87,2025-01-20T23:08:16,Summit Manufacturing,XRX-100150,hardware,P1,-0.156,17.02,False,False,scan to email broken,
72d1245a-3790-4f6f-b8fb-94bba56ecae3,2025-02-13T01:07:04,Aster Financial,XRX-100151,hardware,P4,0.045,16.33,True,False,paper jam repeats,
56b60816-b2ec-41fd-b05c-8a99f4b5bdbf,2024-10-13T04:38:09,Northwind Health,XRX-100152,network,P4,0.307,23.7,True,False,driver install failed,
225c8476-4022-455f-80c4-ee9bd82e6c84,2024-02-18T02:38:11,Summit Manufacturing,XRX-100153,maintenance,P4,-0.08,36.11,True,False,poor print quality,
0d5fb812-9b3a-4fda-bbe0-b121db1c4eb3,2024-09-22T16:57:17,Atlas Education,XRX-100154,hardware,P1,-0.493,17.06,True,False,paper jam repeats,
6b027a80-1112-4c7d-9c07-55adfa2f19e6,2025-05-30T19:19:07,Atlas Education,XRX-100155,maintenance,P1,-0.763,37.52,True,True,driver install failed,
82127d3c-b6fa-475a-be0f-f4dde433453e,2025-10-28T06:05:54,Vertex Legal,XRX-100156,configuration,P2,-0.936,52.39,True,False,device offline,
ff3cd194-2967-4b72-a103-85e7b3a0d9a1,2025-06-10T23:58:33,Northwind Health,XRX-100157,network,P1,-0.02,24.19,True,False,driver install failed,
30b6ee10-8603-4121-b677-83a000118531,2024-09-20T21:23:41,Aster Financial,XRX-100158,maintenance,P1,-0.447,30.72,True,False,driver install failed,
5fe7935e-3159-41a4-aaa0-5d74ecfa812e,2024-11-08T07:40:34,Northwind Health,XRX-100159,hardware,P4,0.57,35.08,True,True,paper jam repeats,
9430135e-43db-4068-8ac0-fe54c18ae4ba,2025-11-09T12:49:26,Meridian Insurance,XRX-100160,network,P4,-0.616,33.2,True,False,scan to email broken,
ef75272c-06c2-489a-a9ea-90cb772df641,2026-05-20T20:19:28,CivicGrid Utilities,XRX-100161,software,P1,-0.176,2.81,True,False,device offline,
c927e23e-8fc5-4c44-934d-8dc1e784eea0,2025-12-10T03:45:54,Pioneer Logistics,XRX-100162,software,P1,-0.704,9.86,True,True,paper jam repeats,
e00c32d9-d8bd-4eb3-8d55-d7cfbf093b08,2025-04-03T21:35:01,Summit Manufacturing,XRX-100163,maintenance,P1,-0.822,19.06,True,False,poor print quality,
ba347afe-2e73-460d-85e2-479b3f7617ce,2025-11-23T04:58:01,CivicGrid Utilities,XRX-100164,network,P2,0.211,24.01,True,False,driver install failed,
825d0ca2-3d39-453d-b9af-f72b9a409f60,2024-10-22T15:13:09,Helio Energy,XRX-100165,maintenance,P3,0.844,20.65,True,True,poor print quality,
36747cd5-19e1-48e8-9439-c4a04024bc99,2025-01-19T23:30:18,Cobalt Media,XRX-100166,network,P1,0.292,15.7,False,False,device offline,
ee0b803c-d270-4c50-bac5-1a0fa3c14bfb,2024-11-02T23:24:57,CivicGrid Utilities,XRX-100167,hardware,P3,0.765,12.31,True,False,scan to email broken,
be3726c1-f02e-4a03-a622-6fdc6175deff,2026-05-26T01:57:55,Aster Financial,XRX-100168,software,P1,-0.788,30.28,True,False,driver install failed,
