job_id,timestamp,device_id,customer,user_department,pages,color,duplex,job_status,sensitive_doc_detected,duplicate_marker
69d722f2-b3a1-404f-954f-39ae9bdf5b40,2025-12-28T00:29:51,XRX-100032,CivicGrid Utilities,Support,19,False,False,completed,False,
f255d316-fc9f-4627-8750-78772533ff59,2026-02-20T04:14:15,XRX-100033,Vertex Legal,Engineering,10,True,True,failed,False,
84b75be9-4e9b-412f-b3af-e96c91047584,2025-02-17T02:07:30,XRX-100034,Vertex Legal,Engineering,12,False,False,completed,False,
679fdff1-3a0e-40b2-a6f5-4c3786286e01,2025-01-25T18:20:41,XRX-100035,Arbor Pharma,Engineering,42,True,False,failed,False,
5ab1daa4-d685-44a6-b664-96c6c1885489,2026-01-06T22:48:28,XRX-100036,Cobalt Media,Legal,99,False,False,failed,False,
a0556b64-9e47-4ae5-9e80-37d0ad355d1b,2024-06-07T08:46:56,XRX-100037,Arbor Pharma,Procurement,10,False,True,failed,False,
797e6c2e-27c6-45d6-a705-b2d465943c90,2024-08-14T11:37:11,XRX-100038,Helio Energy,Engineering,69,False,True,failed,False,
09f93375-5f3d-4755-be77-522d95ac1ca8,2024-04-21T04:26:40,XRX-100039,Summit Manufacturing,Finance,44,False,True,completed,False,
d4d016fd-84aa-4340-9f99-0d1abdc7c26e,2025-06-24T16:49:11,XRX-100040,Northwind Health,Engineering,56,True,False,failed,False,
e488707c-42b0-4115-9459-040b8f907618,2024-05-12T21:50:19,XRX-100041,Atlas Education,HR,68,True,False,failed,False,
6207a8f1-ef77-4f2c-9a4d-d2a15d12bce0,2025-01-09T16:54:28,XRX-100042,Atlas Education,Support,44,False,True,held,False,
5f80d9d1-56d3-4628-abde-31278e9d2fb7,2024-12-27T10:09:00,XRX-100043,Meridian Insurance,Legal,1,False,True,failed,False,
9387dfcd-9043-43b3-9bd9-a3d8f695e556,2026-03-18T12:40:08,XRX-100044,Helio Energy,Engineering,29,False,True,completed,False,
fa18f786-80ec-40c9-ac7f-e72386e92f8a,2025-12-15T21:29:27,XRX-100045,Arbor Pharma,Support,9,False,False,cancelled,False,
e2da9292-41db-4a7a-98c0-d85137cd45b6,2025-12-28T06:34:44,XRX-100046,Northwind Health,HR,27,False,False,failed,False,
4c516f41-6e26-43d2-b86a-1c513f908d72,2025-12-29T09:02:53,XRX-100047,Summit Manufacturing,Engineering,17,False,True,held,False,
3f43c8d7-b024-4965-aff0-27af2091a172,2025-03-03T08:48:23,XRX-100048,BluePeak Retail,Engineering,40,False,False,cancelled,False,
73093d5a-bf43-461f-a709-4ed107fd35ef,2026-04-23T04:44:13,XRX-100049,CivicGrid Utilities,Support,12,True,True,held,False,
99a6ec7b-2c74-474f-8248-1f0c55b43ee2,2026-03-10T05:33:48,XRX-100050,Meridian Insurance,Finance,35,False,True,cancelled,False,
c5a7158e-5900-4c3f-a59c-342f889c0dcf,2024-05-30T02:03:53,XRX-100051,Helio Energy,Finance,10,True,True,cancelled,False,
50f5d8eb-bb1c-4b5e-aad4-36bca89f5b02,2025-09-18T17:09:32,XRX-100052,Aster Financial,HR,21,False,True,completed,False,
e95552da-8dea-498f-b894-d5596c933a8b,2024-11-28T11:37:42,XRX-100053,Helio Energy,Legal,45,True,True,completed,False,
1dc13150-e75d-40ec-9626-187522959875,2024-05-01T15:41:41,XRX-100054,Arbor Pharma,HR,6,True,False,cancelled,False,
c8034938-b12a-4f78-aaa5-6c71d99a9b2f,2025-11-20T16:38:08,XRX-100055,Vertex Legal,Engineering,20,True,True,failed,False,
39046d91-9fc9-4da7-90ba-c6e3b01314b4,2024-10-10T21:30:11,XRX-100056,CivicGrid Utilities,HR,89,False,False,completed,False,
2e85cb7b-91ec-4f6e-92ae-ba2961afaecd,2025-11-24T00:23:55,XRX-100057,BluePeak Retail,HR,31,False,True,held,False,
60b916ce-e7bb-46df-bb8d-a31214a0af0f,2025-07-29T16:17:04,XRX-100058,Arbor Pharma,Finance,60,False,False,held,False,
9d954556-06c5-45e2-a6c6-2087c79c910a,2025-09-21T00:11:01,XRX-100059,Meridian Insurance,Support,14,True,True,cancelled,True,
c273f09e-c376-42a6-aa4a-fb67bbd855eb,2025-09-27T14:43:33,XRX-100060,CivicGrid Utilities,Operations,22,False,True,held,False,
e5913d16-c1d4-4bab-8b9a-c5ff601ecb28,2025-02-08T00:37:56,XRX-100061,Northwind Health,Legal,5,True,True,cancelled,False,
7dd694d7-d0f1-43fb-b067-1c489ae6245c,2024-03-06T18:29:34,XRX-100062,Cobalt Media,Legal,7,True,False,completed,False,
345e1343-00a9-429b-8ee4-025b1adbb297,2024-09-24T20:45:37,XRX-100063,Arbor Pharma,Operations,30,True,True,completed,False,
a62f89f2-b6dc-47d0-a05c-f71d11269d47,2025-01-13T20:09:22,XRX-100064,Cobalt Media,HR,5,False,False,cancelled,False,
25fbca74-f6e4-4909-ae5e-513a2eb45a69,2026-03-08T00:55:59,XRX-100065,CivicGrid Utilities,Legal,10,False,False,completed,False,
e344fbca-119a-431e-932f-421e5a3dddb5,2024-03-22T22:22:43,XRX-100066,Northwind Health,Legal,47,False,True,failed,False,
e439324d-140f-4c5e-a21c-e6f8c1cb98d7,2025-10-21T12:37:48,XRX-100067,Summit Manufacturing,Legal,135,False,False,held,False,
0558b279-5ff3-4213-bcc0-e1397277259c,2024-10-15T20:59:30,XRX-100068,Arbor Pharma,HR,11,True,True,failed,False,
8297361d-ec18-43aa-9fb0-a87b826d9ba4,2024-11-25T17:32:23,XRX-100069,Cobalt Media,Engineering,9,True,False,failed,True,
ee160c4e-03cc-4015-9340-2e10147e5b5e,2026-01-15T12:48:33,XRX-100070,CivicGrid Utilities,Engineering,9,True,True,held,True,
4e29c628-537f-4ac1-9d81-81ab9427db23,2024-01-23T15:00:10,XRX-100071,Pioneer Logistics,Support,57,True,False,failed,False,
cfa99095-8510-4da2-93b5-9f2b9b20ba77,2024-05-13T10:33:41,XRX-100072,Meridian Insurance,Procurement,19,True,True,failed,True,
b9ae2848-5f13-4b21-8dd4-c5708c620521,2025-02-28T08:18:31,XRX-100073,CivicGrid Utilities,Legal,21,False,True,cancelled,False,
8ddbd3d4-794f-44ec-ac8d-def627881a4d,2025-12-16T03:40:43,XRX-100074,Helio Energy,HR,69,False,False,completed,False,
c58a745d-0f25-4345-9dc8-4abdc89c3e89,2024-10-26T10:45:00,XRX-100075,Aster Financial,Procurement,58,False,True,failed,False,
64863405-b015-4c21-bc9e-0f19dfea509c,2025-05-17T00:10:04,XRX-100076,Pioneer Logistics,Engineering,22,True,False,completed,False,
ac8036a4-7f75-438e-90d4-8e1357c9b9fe,2026-03-12T18:06:12,XRX-100077,Meridian Insurance,Support,10,True,False,held,False,
33dd4402-8bbe-49b3-9d9a-b45c2f728225,2025-09-30T23:05:30,XRX-100078,Northwind Health,Engineering,13,True,False,failed,False,
7a071a30-c50e-428e-8e1c-b6667f3678ae,2025-05-01T01:33:35,XRX-100079,Arbor Pharma,HR,6,False,False,completed,False,
c0fd6e8b-f24f-4e00-a832-44e6af3a0aed,2025-06-26T10:09:23,XRX-100080,Pioneer Logistics,Procurement,31,True,True,failed,False,
7bdb0624-932e-47a0-8522-71abed458489,2025-01-28T16:23:42,XRX-100081,CivicGrid Utilities,Legal,85,False,True,cancelled,False,
a236d3e4-ef9f-4841-b16d-96e513c2d594,2025-07-20T09:54:41,XRX-100082,Aster Financial,Support,39,False,False,failed,False,
17d3a645-6958-48aa-bb5b-3265af8a9dd8,2025-08-09T01:02:57,XRX-100083,Pioneer Logistics,HR,11,True,False,completed,False,
d797cb13-c714-4cd1-9e56-8330cbda2b02,2026-01-15T16:24:05,XRX-100084,BluePeak Retail,Procurement,57,True,True,completed,False,
5ecb1d2c-6db2-4ac7-959c-367a72960185,2024-03-08T18:04:35,XRX-100085,Aster Financial,Procurement,14,False,False,cancelled,False,
e033930b-3a9e-4463-b36c-bc7383f05279,2025-06-19T17:39:26,XRX-100086,Aster Financial,Support,73,False,True,completed,False,
772a8847-cd87-4cba-943a-fb88f7a79b89,2025-03-07T11:21:08,XRX-100087,Aster Financial,Finance,55,True,True,held,False,
f394b4b8-d261-4e81-8a92-041f58296822,2025-03-24T14:43:56,XRX-100088,Cobalt Media,HR,5,False,True,completed,False,
595d0438-662d-4ee4-a171-d07ceb769c5d,2025-05-16T12:44:04,XRX-100089,Aster Financial,Finance,28,False,True,cancelled,False,
7946cdf5-1656-4fc7-b5ab-0575a46b4874,2024-10-22T06:43:48,XRX-100090,Summit Manufacturing,Procurement,3,False,False,held,False,
686ba840-1918-4965-aa1b-30f182d37889,2025-11-23T17:18:48,XRX-100091,Cobalt Media,Engineering,48,True,True,held,False,
6b25ef1a-652b-4073-baec-bd96095b8ca0,2025-03-30T19:27:39,XRX-100092,Arbor Pharma,Finance,1,True,True,held,False,
f933a349-b9fb-4cf0-8183-a9f81f6a0c7c,2025-05-17T05:01:20,XRX-100093,BluePeak Retail,Finance,40,False,True,completed,False,
5612ba70-e603-4b89-b803-cdb28a8fbc62,2025-01-21T22:23:59,XRX-100094,CivicGrid Utilities,Operations,14,True,True,failed,False,
7720cd91-554e-4386-977d-35f3ec31c699,2025-05-28T07:49:00,XRX-100095,Pioneer Logistics,Support,51,False,False,completed,False,
dc4cf24e-83b3-4fa7-af1d-e1abfd6f0ab6,2025-08-01T08:47:10,XRX-100096,Arbor Pharma,Procurement,24,False,False,completed,False,
0f284037-d78b-4dee-9491-daa47d796827,2024-10-30T03:48:17,XRX-100097,CivicGrid Utilities,Support,46,False,True,completed,False,
20f3b5ef-6b0f-4e66-90fe-d0005ae21094,2026-05-24T03:25:57,XRX-100098,Vertex Legal,Procurement,20,True,True,cancelled,False,
539fd209-79f6-46e4-bfe0-b837ba8e7d51,2024-11-22T04:17:01,XRX-100099,Northwind Health,Procurement,7,False,False,failed,False,
1e756450-58e8-4cef-9b13-089acb2aab21,2024-07-05T17:07:34,XRX-100100,Meridian Insurance,Legal,1,False,False,completed,False,
f2a3d128-8e9f-4ee4-acfe-50985b97c368,2026-03-24T14:24:26,XRX-100101,Arbor Pharma,Engineering,44,False,True,held,True,
72aaf04b-eda9-4b89-a392-1d938a48c277,2025-07-15T01:51:09,XRX-100102,Northwind Health,Engineering,146,False,False,failed,False,
2b5c2b7b-0a30-4012-9567-7c63b7fe81ee,2025-08-28T14:29:35,XRX-100103,Aster Financial,Engineering,8,False,False,failed,False,
fbce5744-0a36-48f3-8985-42e69172ecd7,2025-04-07T08:33:19,XRX-100104,Summit Manufacturing,Procurement,29,False,True,failed,False,
6485f1c0-f108-4e88-8db0-b5fb1b96ba52,2025-05-19T18:53:41,XRX-100105,Meridian Insurance,Operations,20,True,True,failed,False,
3995b92b-1db0-400a-92a5-3b8aeff212d8,2024-06-28T03:52:03,XRX-100106,Northwind Health,Support,92,False,False,completed,False,
8e62d69a-1fb4-411d-b0bf-cd52b0b0fa66,2025-02-16T03:54:16,XRX-100107,Pioneer Logistics,Support,102,False,True,failed,False,
0ccf0893-0a26-4510-a1cb-9212637440f1,2025-11-02T23:17:33,XRX-100108,Atlas Education,Operations,16,False,False,held,False,
ea717387-cff5-4c4a-9f11-9ac979d48779,2024-12-30T13:27:17,XRX-100109,Atlas Education,HR,48,True,True,cancelled,False,
1330d727-a799-4794-95df-cafdaf305b78,2025-11-03T03:30:48,XRX-100110,Northwind Health,Finance,16,False,True,failed,False,
bc5dd6ac-39a2-4962-99a9-60e39936c915,2024-11-17T09:36:25,XRX-100111,CivicGrid Utilities,Finance,56,True,True,completed,False,
84370673-2256-4a48-ab39-2fd27bbea215,2024-11-18T10:51:50,XRX-100112,Meridian Insurance,Legal,4,False,False,held,False,
04283812-a89f-4074-a2cc-31e209eb6a51,2024-05-06T13:43:34,XRX-100113,Cobalt Media,HR,18,False,False,held,False,
0c54b8fd-a1b2-4960-b901-3cf866e1d9b4,2025-01-10T02:33:20,XRX-100114,Summit Manufacturing,Operations,28,True,False,cancelled,False,
adc03a0b-3854-43b9-bfd7-fcc40becfc91,2026-01-09T15:46:01,XRX-100115,Atlas Education,Support,13,False,False,completed,False,
e83611d5-acd3-4a03-b1b7-fbfea9bab0a0,2024-07-23T06:29:20,XRX-100116,Vertex Legal,Support,24,False,True,cancelled,False,
5d7c754f-8035-4b22-b6ef-9c71abc322fc,2024-06-14T16:36:57,XRX-100117,CivicGrid Utilities,Engineering,12,False,False,cancelled,False,
a4c5a02e-719c-413c-9746-c096cf648cfe,2024-12-10T05:43:49,XRX-100118,Summit Manufacturing,Finance,37,False,True,completed,False,
950783c9-b68f-410a-a4b9-5844d8d8499a,2026-03-10T01:34:35,XRX-100119,Meridian Insurance,Procurement,9,False,True,held,False,
192ffe65-024a-4e71-946d-55fca682462d,2024-06-10T00:07:23,XRX-100120,Pioneer Logistics,Support,10,False,False,completed,False,
d9ff7741-70a7-40a1-9c26-61a3963fad86,2024-01-07T13:32:19,XRX-100121,Atlas Education,Operations,12,False,True,held,False,
31259024-2a7a-42a3-823f-d187f5df401f,2026-02-05T08:57:27,XRX-100122,Aster Financial,HR,8,False,True,completed,False,
add282ac-d702-446f-93cd-ef890db2dcf8,2026-02-05T13:00:39,XRX-100123,Atlas Education,Engineering,28,True,True,cancelled,False,
404ebd70-222f-4471-b6a9-328b56c2c6a3,2026-04-08T19:54:32,XRX-100124,Aster Financial,Procurement,53,False,True,held,False,
8c7116e8-eac8-412d-8fe8-6cb0e5479599,2024-12-12T03:38:15,XRX-100125,Meridian Insurance,HR,2,True,True,held,True,
4e6e660f-5513-4891-a9dd-24d7872e8b4a,2024-09-14T19:47:37,XRX-100126,Helio Energy,Engineering,32,False,True,held,False,
a6818834-d4b8-42ca-b147-077d0b6c75b5,2024-04-19T19:54:05,XRX-100127,Summit Manufacturing,HR,5,False,False,cancelled,False,
9fbed603-8582-43d0-925d-31105de5c0ca,2024-12-15T04:17:54,XRX-100128,Northwind Health,Operations,24,False,True,failed,False,
8f551217-e3d4-4558-92bf-cd83f2065942,2024-11-15T08:40:57,XRX-100129,Helio Energy,Legal,17,False,True,cancelled,False,
fbc63a28-28d4-48df-be7d-43f2639caf58,2025-07-10T19:04:40,XRX-100130,Northwind Health,Operations,14,True,True,cancelled,False,
256441a0-8efb-45a4-8eba-86fb87db1e79,2024-01-09T05:12:10,XRX-100131,Arbor Pharma,HR,5,True,False,failed,False,
2fd40b7d-48c3-4e35-9898-6884de0c983e,2026-05-04T22:22:53,XRX-100132,Vertex Legal,Procurement,18,True,False,cancelled,False,
0b88a760-a9fe-4569-8bf3-ee98bc578960,2026-05-20T19:07:18,XRX-100133,Northwind Health,HR,113,True,False,completed,False,
a86d1b54-34ce-4608-9514-70c62e9c16d1,2025-03-09T05:39:06,XRX-100134,Aster Financial,Legal,30,True,False,failed,False,
f7feed28-9447-4047-ab5d-84fc9f23ddae,2024-09-08T22:02:01,XRX-100135,Pioneer Logistics,Operations,102,False,True,cancelled,False,
4260dfae-1ae2-4c19-93bc-ee2e7b161cea,2026-02-26T13:42:29,XRX-100136,Northwind Health,Procurement,37,True,True,held,False,
3ba69b75-3504-4fcc-9e11-56681e126bbd,2024-07-07T15:49:32,XRX-100137,BluePeak Retail,Finance,108,False,True,failed,False,
b6bcf0f7-8d2b-4d62-a287-1938d30bc112,2024-05-08T20:02:23,XRX-100138,Summit Manufacturing,Engineering,1,False,True,completed,False,
3bacc445-c8c8-43ad-a1ca-0e4b4863efb8,2025-12-01T03:37:59,XRX-100139,Vertex Legal,Procurement,1,False,True,completed,False,
77088a97-32ef-4cdf-9d90-22d440177dae,2025-08-13T19:33:06,XRX-100140,Atlas Education,Operations,50,False,True,failed,False,
eac1fa3d-5967-42d3-b900-ec5ccf4c32f1,2025-12-29T10:38:08,XRX-100141,Atlas Education,HR,21,False,False,completed,False,
1b7972ba-aa41-4cde-afb4-074d72268bcf,2025-11-22T07:51:41,XRX-100142,Atlas Education,Support,5,False,True,held,False,
13d4be3f-c1ad-402d-8555-75ad5ca3cb35,2024-04-25T22:49:50,XRX-100143,Pioneer Logistics,Procurement,45,False,False,held,False,
7cbff7a6-d007-42de-95e7-dde62d806588,2025-03-14T05:30:41,XRX-100144,Atlas Education,Legal,4,False,True,held,False,
2211b8e4-ed51-46bb-a374-66c7adfb2fbc,2024-03-12T15:19:35,XRX-100145,Pioneer Logistics,Finance,3,True,False,failed,False,
c58fcbbb-aa06-4b30-b324-0d8be0395b0a,2026-02-15T09:20:42,XRX-100146,Cobalt Media,Support,70,False,False,cancelled,False,
80dbc4a7-f956-4988-8e92-0b3f8e8886bf,2025-06-28T18:36:51,XRX-100147,BluePeak Retail,Procurement,14,True,True,cancelled,False,
e29f5062-0745-4a21-b99c-ec596abb5c80,2026-04-11T02:44:53,XRX-100148,Cobalt Media,Engineering,108,False,True,completed,False,
62e9cb8c-abc3-4904-8606-23f0de65cf00,2024-06-24T14:36:50,XRX-100149,CivicGrid Utilities,Legal,161,True,True,cancelled,False,
5ab2fac8-0dff-4769-9af1-8c7d175bd6b3,2025-03-26T17:48:49,XRX-100150,Summit Manufacturing,Finance,44,False,True,held,False,
a655144a-3667-447b-bf50-b80eba3ff3b6,2024-11-12T13:02:06,XRX-100151,Helio Energy,Finance,18,False,True,cancelled,False,
86f24406-344e-4a75-b79a-9b19b5da496e,2026-02-19T12:01:46,XRX-100152,Vertex Legal,Engineering,14,False,True,cancelled,False,
bdb27697-4fcf-4290-9b15-c0f227da208b,2024-08-09T17:33:30,XRX-100153,CivicGrid Utilities,Finance,8,False,True,held,False,
0a726295-b997-4247-9252-a5542d45efb9,2024-03-06T01:56:32,XRX-100154,Northwind Health,Procurement,42,False,True,held,False,
ce4d7136-544c-404a-9516-eaa4f8ed3580,2025-12-07T07:57:44,XRX-100155,BluePeak Retail,Support,55,True,True,cancelled,False,
1084f220-be17-4acd-ad27-3f7b5f6e225e,2026-01-23T17:12:14,XRX-100156,Northwind Health,Legal,15,True,True,completed,False,
d18cffce-77ce-4e23-821a-f50991921746,2026-05-21T13:50:56,XRX-100157,BluePeak Retail,Finance,49,True,True,cancelled,False,
faf1c828-6b5f-45a5-8c68-9758e701a177,2024-11-23T16:27:07,XRX-100158,Atlas Education,Operations,23,False,True,cancelled,False,
6daa5b68-2f9e-451a-8245-0a16cbd10145,2025-02-12T21:59:58,XRX-100159,Summit Manufacturing,HR,28,True,False,failed,False,
e4a27a1d-4c98-42ac-86e9-0ffcefcdee1f,2025-09-01T02:10:30,XRX-100160,Meridian Insurance,Procurement,42,False,True,held,False,
4942c58e-6949-4e6d-a059-b9b29e2c04a9,2025-02-17T02:31:34,XRX-100161,Helio Energy,Procurement,17,True,True,cancelled,False,
88d2f25a-9701-42db-8f1e-5f5235533f6b,2025-11-22T10:01:47,XRX-100162,Atlas Education,Support,23,False,False,completed,False,
2498c0a2-063c-4729-a31f-d324faa1973e,2024-10-15T21:42:51,XRX-100163,Pioneer Logistics,Procurement,6,False,True,held,True,
76fcd3e0-4838-4c27-ad15-ef1ce7029005,2025-04-04T03:16:38,XRX-100164,CivicGrid Utilities,Procurement,31,False,True,failed,False,
695245fb-962e-421a-a5f4-20aa09fb2b50,2024-06-04T14:13:57,XRX-100165,Vertex Legal,Support,10,True,True,held,False,
6fe5483d-4e5c-4bc9-9757-d23b5b3c3072,2025-10-21T22:10:35,XRX-100166,Vertex Legal,Finance,4,False,False,completed,False,
2dcbdd83-6812-45e4-97c8-533fa2d3e74d,2024-12-31T05:10:10,XRX-100167,Helio Energy,Operations,42,True,False,cancelled,True,
c3c6e944-fa1a-4590-952e-87af2b67ed23,2024-01-03T02:06:19,XRX-100168,Aster Financial,Support,35,False,True,completed,False,
b09aeba3-476b-4a45-91cc-1b2759e258cc,2025-02-20T20:31:34,XRX-100169,Vertex Legal,HR,3,False,True,held,False,
6ce907e8-2c67-435d-a60b-07eea902df8c,2024-04-17T01:05:44,XRX-100170,Cobalt Media,Engineering,10,False,False,held,False,
83c3ec68-ce1e-43db-a74c-32ad9a8b9b90,2025-04-16T01:42:17,XRX-100171,Cobalt Media,Operations,1,True,True,completed,False,
b948b333-868d-4772-bbbf-c0cebddb6c08,2026-01-13T14:11:47,XRX-100172,Atlas Education,Support,14,True,True,completed,False,
f7e1d98c-4ffc-41b3-81bc-dbf128449db9,2025-05-20T05:39:35,XRX-100173,Northwind Health,Legal,5,False,True,cancelled,False,
fb9503be-867a-40a2-8e6a-131d5a775de6,2026-04-07T17:48:33,XRX-100174,Summit Manufacturing,Engineering,15,False,True,cancelled,False,
de3f33c3-12d5-43a1-86ba-6f83b6d98fc3,2024-05-11T04:59:45,XRX-100175,Vertex Legal,HR,33,False,False,completed,False,
15669601-7ff5-4cd8-b0a6-d768a4404735,2024-08-31T00:13:44,XRX-100176,BluePeak Retail,Support,5,False,False,held,False,
10c0638f-bb51-4ecd-8f40-50cc9f541f80,2025-06-05T16:11:30,XRX-100177,Arbor Pharma,Procurement,12,True,True,held,False,
32ba2492-9229-408a-85e2-99ac2d75e170,2026-03-24T17:57:04,XRX-100178,Northwind Health,Finance,24,False,False,cancelled,False,
8a783c10-268b-4eb7-b837-0242cb0b8611,2026-04-26T13:58:32,XRX-100179,Northwind Health,HR,143,True,True,held,False,
4fc72cb6-1fda-4260-906f-59ffc37c3bf4,2025-01-21T13:09:58,XRX-100180,Pioneer Logistics,Operations,14,False,False,completed,True,
53c62e7a-94c1-4b45-9051-be64057d1289,2026-03-08T04:22:37,XRX-100181,Summit Manufacturing,Engineering,14,False,False,completed,False,
bc7a1ce5-b3e0-4bd3-a8ac-557fd76d633f,2025-10-05T22:49:49,XRX-100182,BluePeak Retail,Procurement,5,False,True,failed,False,
95e8d548-e82a-4745-9fd3-7a767838ba1d,2025-12-09T13:50:27,XRX-100183,Aster Financial,Finance,9,False,True,completed,False,
13ae446e-392e-44c7-8d23-c7dfdddaae0a,2025-05-19T09:00:38,XRX-100184,Northwind Health,Finance,8,True,True,cancelled,True,
fcbb0c2e-c181-46c8-b946-0e41d30ca422,2025-05-26T20:35:14,XRX-100185,CivicGrid Utilities,Legal,10,False,True,held,False,
6155ba6b-1d5f-4de6-b395-079646aa2058,2025-05-05T16:21:31,XRX-100186,Vertex Legal,Procurement,54,False,True,cancelled,False,
e28cb124-d82d-443f-a93f-8203935f558e,2026-02-22T15:49:22,XRX-100187,Summit Manufacturing,Engineering,6,False,False,failed,False,
98b3208f-5f55-4b1a-b667-951830244ebd,2025-11-13T09:19:25,XRX-100188,CivicGrid Utilities,Finance,12,False,True,held,False,
7ebc418c-f119-4152-ae8e-46dce0863dc9,2025-07-24T13:33:40,XRX-100189,Vertex Legal,Legal,44,False,True,completed,False,
58ff888e-a54d-4260-9e79-a3f438f286d6,2025-07-12T19:14:32,XRX-100190,BluePeak Retail,Operations,14,False,True,failed,False,
b8a0e297-0dc5-4bc5-9106-3ef4a5fc748d,2024-02-29T07:33:57,XRX-100191,Summit Manufacturing,Legal,3,False,True,held,False,
2c4a936f-1a11-4ae5-b385-9df2d6ffde51,2024-09-25T06:20:56,XRX-100192,Aster Financial,Legal,41,False,True,held,False,
