workflow_id,timestamp,employee_id,department,process,duration_minutes,automation_candidate,rework_count,policy_exception,duplicate_marker
a96212e1-0f5c-46e7-920e-09dd98f85fcd,2025-10-19T16:26:14,EMP-5276,Engineering,invoice,193.15,False,0,False,
872684ac-198a-4332-a77c-294fdc334c55,2024-09-30T10:29:54,EMP-8607,Engineering,ticket_triage,66.09,False,2,False,
24043c25-7740-4ad8-bb16-2e201f9a438f,2024-05-04T03:36:16,EMP-8717,Engineering,procurement,200.11,False,4,True,
4a7d3f17-831f-4740-8102-45162ad9961a,2024-09-02T17:21:31,EMP-4463,Legal,ticket_triage,98.44,False,3,False,
9c00500d-cb47-4e7f-875c-978570119932,2025-05-20T20:00:13,EMP-2188,Engineering,device_onboarding,76.06,False,5,False,
e8a886be-3887-4c44-9f0b-71fda09f59f5,2024-09-24T05:28:27,EMP-3068,Finance,ticket_triage,107.63,False,5,False,
9afd5139-96a9-4f0b-802c-001909cbd4d1,2024-05-10T14:58:57,EMP-8259,Operations,invoice,199.07,False,2,False,
cd9dc2b2-de34-4ca1-9fb1-451480e2b3f6,2025-12-26T03:30:43,EMP-9822,Procurement,contract_review,1,False,4,False,
de7f0088-0ad0-42ea-a72b-7ef3468075b9,2026-03-26T21:22:27,EMP-5451,Finance,procurement,46.53,True,0,False,
25264226-479b-4fc8-9ddc-47d4185ee2e4,2025-01-25T04:39:52,EMP-5503,Finance,ticket_triage,61.71,False,2,False,
164456c3-d222-44a5-9641-11d19f4be8a5,2026-05-11T17:09:18,EMP-5045,Procurement,invoice,95.61,False,4,False,
c550ec93-6a6f-4da6-94d9-8af30e101eaa,2024-07-04T12:15:33,EMP-7651,Support,device_onboarding,18.41,True,5,False,
4e95ad12-6ca9-4a10-aa23-78c7ec7ec42d,2025-10-21T06:37:30,EMP-6114,HR,procurement,128.17,False,4,False,
e0680fd6-86a4-446e-ae57-ac3dcb886aae,2024-09-06T16:11:29,EMP-2766,Finance,invoice,31.86,False,2,False,
5bca14e1-4821-462a-83e9-236af0a09edc,2025-05-06T22:04:51,EMP-2343,HR,invoice,136.29,False,2,False,
c1fee8a1-b001-4942-a64a-6690cf08621c,2026-01-05T16:14:07,EMP-4993,Support,contract_review,124.87,False,2,False,
cbfe0274-2702-461a-8c75-4399a074cf95,2024-07-24T19:44:47,EMP-6550,Procurement,procurement,1,False,3,False,
6f6ac930-71f5-4754-aeb7-736b8b38de6a,2025-08-04T15:07:54,EMP-7481,HR,ticket_triage,92.81,False,4,False,
737df2f6-8ea4-4374-856c-223cfca972a7,2024-10-01T11:34:36,EMP-5498,Support,procurement,50.18,True,5,False,
8e03a9f4-69fd-4403-afc2-701bbda3541e,2024-02-12T12:31:11,EMP-8686,Operations,procurement,110.49,True,3,False,
18f91d07-8a64-47af-a417-10de20bfe6ff,2024-11-23T05:12:19,EMP-2178,Engineering,contract_review,144.59,False,1,False,
de5394ad-3039-4546-a51c-5be75fe12b63,2025-06-13T17:25:54,EMP-9455,Finance,invoice,144.59,False,1,False,
a152c066-085d-4f13-a0aa-59a913ed322c,2024-12-06T06:41:11,EMP-6827,HR,ticket_triage,54.73,False,5,True,
9a123f18-3ed1-46ae-9d18-469992d4f075,2024-03-26T08:10:52,EMP-8435,Procurement,device_onboarding,106.29,False,1,False,
6bd30997-4dfd-4194-9708-878f063f2f65,2025-04-02T22:58:45,EMP-8318,Finance,procurement,30.5,True,2,False,
ae5c53bb-dade-45a0-a3eb-c724d490647d,2024-04-09T11:49:04,EMP-6052,Procurement,ticket_triage,1,True,1,False,
3eed86c7-72fb-4b80-97b1-5d71cb8dcc71,2025-07-20T09:22:19,EMP-9480,Support,invoice,119.84,True,1,False,
26184cee-3cdd-4065-972b-1847ad97bbb6,2025-07-18T21:50:40,EMP-3943,Support,ticket_triage,16.34,True,2,False,
d0d922ba-690b-4f83-beab-a23643b8a396,2025-06-17T11:10:28,EMP-2785,Finance,device_onboarding,121.73,True,4,False,
181425b2-205f-40da-8a64-e8b2f3a83ca6,2024-01-03T00:35:02,EMP-7687,Support,invoice,181.54,False,2,False,
e8784b8c-9db0-49fc-aa92-1e8ad8c53396,2024-04-07T21:33:11,EMP-5434,Finance,invoice,120.07,False,1,False,
119f11cd-3438-44ac-a1f0-a297ff50630b,2025-10-20T18:44:51,EMP-9065,Procurement,procurement,108.34,False,1,False,
d6baa859-2fc4-4cb7-87d8-e0521a5031a0,2025-01-11T10:19:51,EMP-5407,Support,device_onboarding,126.79,False,2,False,
4d38b643-40aa-41d2-ad71-019cd2304df3,2025-12-19T23:27:37,EMP-2185,Operations,device_onboarding,194.3,True,0,False,
4502d028-a29c-4af8-b804-05b2d7c9e8cf,2024-08-12T04:46:06,EMP-4096,Engineering,ticket_triage,73.45,True,5,False,
60d2d9fa-bbae-4647-9ea8-57c2cbe139c2,2024-09-25T23:21:25,EMP-6407,Support,invoice,160.48,True,0,False,
64026045-4647-4118-bdc1-9833243e538d,2025-01-26T00:46:15,EMP-6275,Operations,invoice,81.18,False,5,False,
9bd4b16d-5613-4288-9a47-c30200360ba4,2024-10-23T11:39:21,EMP-3941,HR,procurement,29.01,False,2,False,
71dd844e-8833-4943-92b3-e52ab5c2b917,2024-06-08T19:52:18,EMP-6081,Legal,contract_review,160.84,False,3,False,
07dd149f-1e08-445d-a4d8-55001adeabff,2024-06-13T20:20:41,EMP-4770,Finance,contract_review,154.85,False,3,False,
50df2bde-1d34-4df7-9c30-2e19c1363dfc,2024-11-07T21:55:00,EMP-6313,Engineering,device_onboarding,96.19,False,1,False,
62f8d378-77c6-4207-8b97-9e91ce9d03af,2024-06-19T10:27:45,EMP-1905,Legal,device_onboarding,21.24,True,0,False,
5512cca1-3833-4fdd-bc49-1cdd486768a7,2025-08-26T07:28:38,EMP-7237,Support,ticket_triage,113.09,True,5,False,
2cbfe82e-e32c-4d07-b546-397c0490d9c2,2024-03-04T21:42:31,EMP-3066,Procurement,invoice,80.28,True,2,False,
d620bb44-79e3-4e7e-9bdb-e6259a13a3e7,2024-09-05T09:41:48,EMP-5746,Legal,device_onboarding,125.52,False,3,False,
aeda07f9-6377-4735-89f4-6da56d733cce,2025-12-03T04:33:29,EMP-3411,Support,ticket_triage,161.52,True,1,False,
c76eb8f4-267f-4212-8115-5f1482d4759f,2024-06-26T17:34:33,EMP-6460,Engineering,device_onboarding,103.21,True,3,False,
788bed84-023e-4aac-a724-ca8e9556d5ef,2025-02-02T03:47:45,EMP-2956,HR,invoice,77.53,True,2,False,
435e5b4b-8956-44e5-beec-74c56fb5d98c,2024-07-28T03:32:31,EMP-4171,Support,device_onboarding,1,False,2,False,
4ae09da0-c15e-4591-8d16-fec1154e4ab8,2025-02-17T15:00:58,EMP-7615,HR,contract_review,71.7,False,1,False,
47a7a52e-69ff-4e1d-8bf7-a0d5e6b9000e,2026-01-07T18:22:45,EMP-1280,Finance,procurement,182.45,True,4,False,
c6069462-e3b6-4120-b807-cf61752c115b,2025-02-02T18:39:23,EMP-5375,Engineering,contract_review,127.42,False,1,False,
29db953f-b3c9-4fc7-927b-730cd1176053,2025-01-19T15:45:22,EMP-6551,Engineering,invoice,52.58,True,4,False,
e149de86-ac58-4abc-a2f5-2c199500c385,2024-04-29T18:44:44,EMP-3118,Finance,procurement,61.74,True,5,False,
498337cf-f73a-489b-8911-967e27315a56,2024-09-25T20:46:09,EMP-1133,Operations,ticket_triage,160.44,True,4,True,
43bccb77-b41e-4320-a399-f07626f1cc96,2026-01-14T06:53:01,EMP-3143,HR,device_onboarding,126.0,False,3,False,
bb7c6960-b423-4c32-9905-3ff73d06229d,2025-09-16T23:25:26,EMP-4624,HR,procurement,154.05,False,2,False,
93a1e4aa-b42a-4fbb-9ad2-2440c91df565,2025-06-13T21:38:28,EMP-6515,Operations,invoice,112.45,False,0,False,
0929efed-db55-4942-9a73-95cae959da93,2026-01-29T06:45:23,EMP-2174,Operations,contract_review,84.17,True,2,False,
b976a819-1289-40d7-b34f-5e67d59fdbd6,2025-11-30T11:41:19,EMP-8359,Operations,ticket_triage,103.53,False,3,False,
28161fba-5ad0-4bf2-bdeb-9fc3b5b513bb,2024-09-15T16:12:04,EMP-9099,Operations,procurement,1,False,4,False,
72c96658-fdde-4d6d-a12d-4f56e945b54d,2025-04-12T05:30:01,EMP-9297,Support,ticket_triage,128.33,True,1,False,
27f29151-f7d4-42ed-9ea7-53f0ec00eca7,2026-02-07T22:25:52,EMP-4165,Operations,contract_review,76.31,False,1,False,
b8fdec73-b56e-48ce-8960-625353927d33,2025-12-12T17:49:13,EMP-7418,Legal,ticket_triage,1.69,True,1,False,
eae4f96d-9f4f-4e98-8955-2e9fd8fa1fc2,2025-11-10T02:01:07,EMP-6022,Legal,contract_review,8.95,False,3,False,
85be812f-8918-46ae-9ae3-ec983ebe9c45,2024-06-11T04:22:15,EMP-1174,Engineering,procurement,76.08,False,4,False,
9bf37ea1-7fe6-4ad2-8b89-dd5e8a57114e,2024-12-07T09:48:18,EMP-1786,Support,procurement,1,False,3,False,
ff101300-d944-4ead-b78d-90c3499e5fe8,2025-01-19T21:00:28,EMP-9411,HR,invoice,14.29,False,3,False,
6e685b5e-32fa-4209-8862-daba75764d4a,2025-03-15T08:15:19,EMP-3614,Engineering,invoice,108.12,False,0,False,
7c0fe24f-0755-458c-8eb8-b5698af67d86,2025-12-11T02:03:02,EMP-6287,Legal,device_onboarding,84.68,True,1,False,
94976244-c8d1-42e4-8198-5ecb16ca868c,2024-04-18T20:28:23,EMP-1443,Legal,invoice,124.9,False,5,False,
33e9a9e6-2a71-4f33-acb2-9dc02fe36f7f,2024-03-31T05:21:17,EMP-5193,Finance,ticket_triage,155.77,False,1,False,
a8a0879a-aec9-477b-9e5d-b578f24afbea,2024-11-28T23:48:45,EMP-4412,Finance,device_onboarding,64.74,True,3,False,
b4687f03-d420-43a5-abdd-87e8aa0dc270,2025-11-02T16:02:21,EMP-5970,Procurement,ticket_triage,172.0,False,1,False,
9df736bf-387e-41c3-b8bf-d9621d6bad6c,2024-07-07T19:18:25,EMP-4704,Support,device_onboarding,185.16,False,4,False,
20d9992c-a267-4efc-a852-fbf80754b73b,2025-07-01T10:04:55,EMP-9255,Engineering,device_onboarding,179.15,False,4,False,
57b5667e-4d87-4a9c-b3a5-dba21d1f5943,2024-04-14T14:25:32,EMP-9631,Finance,ticket_triage,34.98,True,3,False,
2ec25624-9011-41aa-b7bc-c4e10baa0327,2025-05-03T12:28:36,EMP-1668,Support,contract_review,1.08,False,3,False,
7c655d94-73dc-41c5-84a1-be4ce0f33d2f,2025-08-07T00:32:09,EMP-6291,Support,invoice,121.32,True,4,False,
4601ef6c-0f4a-424c-a087-70d30663275e,2025-01-19T05:21:26,EMP-6639,HR,procurement,75.09,False,2,False,
2b42ffa0-6f3a-46f3-8a0f-7d00f7ec6bfb,2024-01-11T02:57:45,EMP-5628,Legal,device_onboarding,273.67,False,4,False,
5c37425e-a40a-4c51-a452-1755007c8a7d,2024-09-24T03:51:56,EMP-1947,Legal,device_onboarding,132.34,False,0,False,
b1066a59-cea4-4af7-ae27-8a62f3fbfef5,2024-11-15T06:41:54,EMP-1889,Support,contract_review,23.92,False,0,False,
9997a9d0-65b9-46b1-8d1c-a258740f158d,2025-08-30T19:54:18,EMP-5931,HR,device_onboarding,117.53,True,2,False,
23747a2a-5346-44c3-9bb0-bb3bcc3d13b3,2025-02-23T04:41:09,EMP-7530,Engineering,ticket_triage,182.25,False,4,False,
abd60f52-301b-40b2-a662-94bd8e2c4ecd,2024-03-21T22:53:09,EMP-6340,Legal,procurement,99.22,False,0,False,
1d8b71fe-b35f-47a9-bb65-927ba1039e98,2024-11-27T05:21:10,EMP-8647,HR,invoice,53.91,False,5,False,
a35d3434-1b6c-41ee-871e-8ac9593593c6,2024-10-03T17:40:36,EMP-2223,Procurement,invoice,19.98,False,0,False,
94b7acda-2a51-4eb8-811d-f8a622460099,2025-10-04T08:26:49,EMP-2993,Operations,procurement,228.4,True,0,False,
3c31f11d-023a-4375-b823-919a4a79a63a,2025-04-19T10:10:43,EMP-9096,Support,invoice,298.98,False,3,False,
f7c09f93-dbce-4168-9dc5-e672e5054636,2024-11-23T11:25:50,EMP-1380,Procurement,device_onboarding,91.47,True,5,False,
34578941-ec18-4b65-a621-5b25105d061c,2025-08-19T20:34:36,EMP-8720,HR,device_onboarding,40.95,False,0,False,
0cb65a65-7a2a-4814-9df1-1bb24ac45798,2025-01-11T17:15:10,EMP-1029,Procurement,ticket_triage,77.6,False,3,False,
48779429-b83b-48cf-9693-b616443427f0,2024-01-08T09:51:19,EMP-3830,Support,procurement,139.46,False,0,False,
51c83c27-e2dd-408f-a93a-66a7696ea4a2,2025-12-19T13:05:03,EMP-3593,Support,contract_review,68.16,False,1,True,
82c3ad2a-781d-41af-99e4-10607e8e2a6a,2025-04-18T08:17:16,EMP-6090,Finance,procurement,200.35,False,1,False,
30cdcc27-0998-4f1b-934e-9f779cb13f08,2025-09-21T14:10:20,EMP-4804,Finance,procurement,37.05,False,3,False,
818406bd-1579-4263-86c2-9563349f4d63,2025-03-06T15:39:55,EMP-4531,Legal,contract_review,53.8,True,3,True,
8584cce7-383b-4d83-a05b-67b9795d8e6c,2026-04-03T03:10:45,EMP-9084,Engineering,contract_review,176.09,True,4,False,
8a6bfe9b-2a57-4623-8e3f-eca71cea95e9,2024-02-22T14:23:49,EMP-8054,Engineering,invoice,132.55,True,1,False,
3b4a09b4-6c86-4a23-bcc9-d39a36337309,2025-08-19T08:42:23,EMP-4271,Procurement,ticket_triage,173.98,True,4,False,
e88ba828-4c44-43ba-a734-cf2726374891,2025-09-19T06:07:03,EMP-9563,Operations,procurement,225.43,False,4,False,
775e4f49-f7f6-41f9-bc30-9618d5bbba68,2025-07-27T09:04:04,EMP-4739,Engineering,device_onboarding,1,True,3,False,
8d17b9ee-40db-4a6e-90a9-7d049024030c,2024-10-31T02:43:47,EMP-1653,Procurement,contract_review,29.97,False,0,False,
7fd5a357-9489-4eba-a46b-371ac15bf4b1,2025-11-08T08:19:16,EMP-7493,Support,procurement,1,False,5,False,
3b76ef49-c966-47a3-b7a0-70e89f73daae,2024-07-23T11:43:20,EMP-1476,Legal,contract_review,26.79,False,3,False,
deb25aa9-71ba-4578-85fa-88e79c942cba,2025-11-22T00:51:55,EMP-5811,Legal,invoice,124.92,False,4,False,
3366e9c3-3f5a-48be-9231-e733eddbc00f,2024-07-31T07:07:05,EMP-1836,Support,invoice,69.37,False,4,False,
fb57bc18-9a46-4ace-8280-95d0903b5432,2026-03-10T23:00:50,EMP-8936,Finance,procurement,98.37,False,5,False,
cb7ab033-dc77-4b2c-b7ff-e1660bd5948f,2024-07-10T03:09:03,EMP-5366,Procurement,procurement,204.91,False,2,False,
ff0a5384-e880-402e-9136-ce2988e305ee,2025-12-29T23:34:02,EMP-2142,Finance,contract_review,72.83,True,2,False,
948199b6-b817-4ca5-9581-ce7d48bc1502,2024-04-24T12:40:08,EMP-4381,Engineering,contract_review,1,True,5,False,
045486c2-8e4e-4e92-b558-45bfa37005f9,2026-02-27T21:11:06,EMP-2636,HR,procurement,63.32,True,2,False,
2991de37-f866-4ca6-8873-68d22f84a5a3,2025-01-04T14:36:28,EMP-2493,Procurement,procurement,97.18,True,4,False,
bd18cd95-e3a7-4e76-b655-6fb615199b77,2024-03-22T22:18:19,EMP-1868,HR,device_onboarding,206.0,True,5,False,
d6a45d8b-016d-4eb4-a249-e8efbedaba4c,2025-03-08T10:34:04,EMP-7917,Engineering,contract_review,192.48,True,5,False,
a2e58960-10f9-4206-a093-fb85b0990ac3,2024-12-06T23:25:37,EMP-8856,HR,procurement,113.87,True,1,False,
ebbb3e8a-1d88-43a5-87fe-30ae794fe44a,2025-04-06T02:48:42,EMP-1659,Operations,device_onboarding,141.44,False,3,False,
3e3451f9-94bc-4213-b8b9-6c4623b60977,2025-08-26T14:00:42,EMP-3615,Legal,device_onboarding,137.19,False,3,False,
352c2033-74a0-423f-8ac1-164b167bde9c,2025-11-09T08:40:45,EMP-9851,HR,contract_review,26.35,False,1,False,
399b6647-8827-455c-b793-91f9602d55a2,2025-09-30T23:53:02,EMP-7228,Finance,device_onboarding,56.98,True,5,False,
4dff1e91-d376-4bf3-a8fd-ea8feb735b28,2026-05-19T06:55:36,EMP-4948,Finance,invoice,94.18,False,0,True,
d00f2d77-3ca6-4d2a-8615-d2070093b55e,2024-06-05T04:38:45,EMP-1565,Support,ticket_triage,50.8,False,1,False,
17dd7d07-1d89-49da-9edd-cbfea90b115c,2024-09-27T06:36:26,EMP-4884,HR,contract_review,207.89,True,4,False,
a0fcc940-f02f-4361-812d-1c5a73ead352,2026-03-06T14:49:10,EMP-1367,Operations,device_onboarding,24.33,False,1,False,
1dc7f0a1-21b2-479c-aeb6-0c6a6c310cd7,2024-05-25T17:54:07,EMP-2891,Operations,procurement,55.18,True,3,False,
8d76408d-4794-44e9-808d-18b48ae2e01f,2025-12-29T11:59:21,EMP-7066,Finance,procurement,116.73,False,2,False,
868f735e-00e1-4d84-a5ab-93921a7fde42,2025-01-08T15:00:27,EMP-4156,Operations,ticket_triage,19.01,False,2,True,
f6d92ea1-a5c4-4fb3-b2d3-c95b29b2a799,2026-05-29T09:27:21,EMP-3279,HR,invoice,114.18,False,2,False,
6db9083c-8a6b-441d-b4c8-bb2cb5cdaba7,2026-01-22T01:50:36,EMP-3869,Legal,procurement,132.65,True,3,True,
f0101839-c897-4e3b-8a69-58cfa68fca8e,2024-01-14T20:45:08,EMP-8406,Legal,contract_review,183.11,False,2,False,
6e425259-396d-491a-84ff-f2331eff7dec,2026-04-24T01:35:46,EMP-8697,Legal,invoice,4.75,False,5,False,
bf1cdd13-5208-4eb9-9fba-158bbba759e6,2024-08-01T17:16:51,EMP-1949,Procurement,device_onboarding,1,False,2,False,
5277e827-183b-496b-94d2-306ccfc5f343,2024-06-24T16:14:58,EMP-7835,Engineering,procurement,79.03,True,1,True,
ac7e075d-1506-4ff5-abe8-eb5c13703118,2024-05-23T10:09:52,EMP-3331,Procurement,contract_review,111.81,True,5,False,
e8d0f31e-a5fa-41e9-abe1-2f3f56a98ba3,2024-05-21T23:17:18,EMP-3584,Legal,invoice,7.65,False,5,False,
5c61bce1-774d-4325-bff3-08302a08c010,2024-05-22T00:19:31,EMP-4442,Support,invoice,210.83,True,3,True,
aefe8ce7-145b-4509-8852-e6afb5fc8a9c,2025-08-16T07:16:44,EMP-5319,Legal,procurement,75.38,False,4,True,
89c4302f-1c02-4dca-9021-53eaa4283139,2025-08-02T21:14:44,EMP-6523,Finance,contract_review,13.93,False,3,True,
8f1a8931-489d-484b-97a1-3ab45c123695,2025-09-28T03:01:13,EMP-7056,Operations,device_onboarding,1,False,4,False,
f898ce24-3f97-4455-8485-1eba0430f066,2024-02-17T04:03:21,EMP-5048,Support,ticket_triage,141.24,False,2,False,
05ec3826-422e-4162-a027-1246a4b5af04,2024-05-18T22:01:54,EMP-6923,Engineering,procurement,318.2,True,1,False,
6abac66e-7491-4e47-b248-1c79a57ebb9b,2026-02-23T02:04:01,EMP-3755,Legal,contract_review,74.18,True,3,False,
91b4ea24-cee2-4f2d-9f6b-6f620ce7b87a,2024-11-03T04:24:24,EMP-5027,Operations,ticket_triage,119.34,False,5,False,
d5d7785b-eb8a-4463-8919-560c3f30e270,2025-03-08T20:05:52,EMP-1744,Finance,contract_review,53.69,True,3,False,
7407589c-abd6-4f0b-b683-f216e4a0abe3,2024-03-23T11:29:45,EMP-5641,Finance,contract_review,1,False,4,False,
99362b0f-a646-4da2-a4b3-115850aa6286,2025-02-17T06:47:02,EMP-4919,Procurement,contract_review,100.16,False,2,False,
0d3498e5-075d-4f0b-b8fd-a9c7e43baf1a,2025-03-04T11:35:44,EMP-2271,Legal,device_onboarding,240.91,True,2,False,
371e9216-18fb-4ce3-8982-954f0f99beeb,2025-02-24T14:11:08,EMP-4525,Operations,procurement,53.2,True,2,False,
00561190-eb46-4a2f-9c24-18e326171e75,2026-03-14T11:49:35,EMP-7212,Engineering,device_onboarding,119.01,True,4,False,
eeb930b9-1d67-4cb1-b633-c5270eb75177,2025-05-12T18:17:36,EMP-2625,Support,invoice,103.87,False,0,False,
6fc09b06-8384-4fe3-8ad6-e0fae54494ca,2024-08-15T04:37:59,EMP-1154,Operations,contract_review,100.0,False,3,False,
dc58b4c7-0408-4dca-b26e-a87ab02d0108,2024-10-17T12:01:35,EMP-2590,Operations,procurement,61.36,False,3,False,
021c0ee3-f4b6-42f2-9de4-929f8b4066f7,2026-05-10T00:45:30,EMP-2631,Engineering,procurement,142.48,False,5,False,
858a1ea0-7f27-476a-85b6-840f80a0a312,2025-09-28T07:51:45,EMP-6233,Engineering,invoice,40.29,True,5,False,
2eaaf85c-d1f2-4d81-8b3c-88ca7a74bc26,2024-06-02T00:04:41,EMP-3563,Operations,procurement,1,False,5,False,
960dba86-7a44-4bab-8c2e-92a5715bbb70,2026-05-16T17:11:16,EMP-9687,Legal,contract_review,32.52,True,5,False,
7778b058-a2bf-4ca5-94a5-a206b400b4a2,2025-03-04T11:05:33,EMP-4555,Support,device_onboarding,56.02,False,5,False,
e2a3f412-c34a-4691-8ebf-1b721f47fe12,2024-03-06T09:03:09,EMP-1525,HR,invoice,233.02,False,3,False,
a0b4d944-78d8-4a65-8593-3b756da687d5,2024-09-15T02:42:14,EMP-7555,Legal,invoice,91.65,True,2,False,
99ac366d-ebd2-4fd5-8f07-602b1a2ab8cd,2025-01-24T17:10:57,EMP-4174,Finance,procurement,80.65,False,5,False,
49da583f-283f-4449-a024-d29b81e7c622,2024-11-13T04:08:25,EMP-1121,Procurement,device_onboarding,153.0,False,5,False,
1154dddd-893d-4c8f-b294-a3633ba041b6,2024-04-21T08:45:19,EMP-1497,Procurement,ticket_triage,42.15,False,1,False,
497ccf49-e94c-4f8f-b1d6-b6b5893c72a8,2024-08-28T11:17:25,EMP-9166,Support,invoice,112.0,True,3,False,
c3f523cb-071d-4775-9d17-c5c8911d04d0,2025-10-10T15:21:57,EMP-1911,Procurement,device_onboarding,130.69,True,0,False,
f07b4c51-6fa5-40a7-a118-3d5f48bc6b48,2024-05-29T09:41:50,EMP-8565,Finance,contract_review,56.84,True,3,False,
ab184536-2de2-428b-af67-d9c6aa96a237,2024-08-29T21:10:28,EMP-9094,Legal,invoice,216.19,True,0,False,
67d70b63-ca8a-4c9a-825d-ade98adaf5f9,2024-01-01T23:43:39,EMP-3915,Support,ticket_triage,95.92,True,0,False,
2d96e69f-376d-4bc2-99c7-a9584467c7ad,2025-05-29T21:32:20,EMP-2529,Operations,ticket_triage,132.26,True,4,False,
618cf21b-e6cf-456d-a81e-86a218a0e51f,2024-12-10T23:52:50,EMP-8135,Finance,procurement,222.86,False,1,False,
20337f68-0eda-48a0-a72e-87b5ad8086b8,2025-12-04T07:10:16,EMP-1522,HR,device_onboarding,123.22,False,5,False,
63339c5d-8fe8-4bc1-ab35-f9e85d2447a1,2025-09-20T12:08:45,EMP-7619,Procurement,device_onboarding,57.85,True,2,False,
c851366d-5529-4be8-9fec-fe9ef7a9c3b4,2024-10-24T14:34:58,EMP-5708,Engineering,device_onboarding,84.36,False,5,False,
1552aa33-58b9-4283-8a5e-18aeb3ef9b8f,2024-08-06T05:16:37,EMP-3774,Support,procurement,87.5,True,5,False,
94c09b2e-138a-465b-9e69-643d5f8c5f5e,2024-01-29T10:18:15,EMP-7704,Legal,ticket_triage,107.42,False,5,False,
ec9d0f5a-84ca-4474-a7a4-3cc494fc778a,2025-07-16T02:48:13,EMP-6066,Support,invoice,1,True,3,False,
6d5283e6-b706-447c-8880-c947363b0d28,2024-09-04T22:23:46,EMP-3136,Support,procurement,92.06,False,4,False,
cb0046c9-2337-4136-a24b-767e4dd166c2,2025-06-06T15:13:11,EMP-5588,Support,device_onboarding,47.66,False,1,False,
5b726af5-f3be-4686-b4f4-00b6cf669deb,2025-03-25T08:40:57,EMP-1321,Finance,invoice,144.28,True,5,False,
18a329ab-c5ee-424a-8bea-7145ab74dda9,2025-04-02T17:58:07,EMP-2064,Procurement,invoice,104.84,False,3,False,
455a7400-becb-446c-b8fb-76c34162b38d,2024-07-23T22:34:46,EMP-8663,Finance,invoice,100.47,False,0,False,
4d536780-4f4a-416b-a420-2f7e28166778,2025-01-09T10:14:43,EMP-3571,Engineering,device_onboarding,76.4,True,4,False,
57af0ebc-afeb-47a6-a489-c041de83a2f8,2024-09-12T15:41:01,EMP-2836,Procurement,contract_review,21.26,False,5,False,
438a2585-4900-434c-85ba-5533acb3f0fd,2026-04-11T12:24:17,EMP-1432,Legal,procurement,98.5,True,0,False,
102189a8-0fc1-493d-aed6-84b65afdc1fc,2025-03-28T00:19:00,EMP-3941,HR,procurement,40.68,False,5,False,
970bf873-07b6-44b2-96ec-af9a288a2fd6,2024-11-22T08:57:00,EMP-1966,HR,procurement,29.07,False,5,False,
646845e9-3fc6-40d8-96f3-c5ec29ae264b,2025-01-01T09:53:00,EMP-3745,Engineering,invoice,104.71,True,5,False,
647e703b-bd0c-4d43-857a-69619b6bdb0d,2025-08-31T15:13:23,EMP-3320,Procurement,device_onboarding,92.43,True,0,False,
fec99731-9d53-438e-81ca-fdaadda448d2,2024-12-04T11:45:34,EMP-9036,HR,ticket_triage,1,True,4,False,
49440da7-3422-42d4-b4d6-20b00be00b50,2025-09-28T07:40:59,EMP-1434,HR,ticket_triage,2.26,False,3,False,
