conversation_id,timestamp,customer,channel,intent,turn_count,sentiment,contains_pii,resolved,transcript_excerpt,duplicate_marker
f9e48a39-8c04-4abe-8d4d-786663767594,2024-06-25T15:54:24,Summit Manufacturing,email,setup,3,0.98,False,True,device shows fault code,
d32a6e66-cb61-4adb-8ba0-f129c545b805,2024-08-20T06:10:51,BluePeak Retail,email,setup,2,-0.98,False,False,device shows fault code,
1dc9a83c-7449-4db6-a2ff-d6b275252e85,2025-07-08T07:31:17,Meridian Insurance,email,billing,4,0.298,False,True,contract question,
616fa9dc-491b-46cd-bc7b-5911774cb139,2025-04-28T00:24:27,Aster Financial,phone,billing,7,0.488,False,True,toner depleted,
3eb787b7-da6d-4a30-acee-dbc704c2e573,2024-03-08T01:51:35,Aster Financial,phone,escalation,8,0.417,False,True,cannot authenticate,
33ba15da-caac-49f3-958f-52ed7ccbcab3,2025-04-20T15:45:31,BluePeak Retail,chat,troubleshoot,16,-0.772,True,True,cannot authenticate,
7616d2d4-7e1e-4336-bc50-83845450ef50,2025-04-19T14:53:52,Vertex Legal,email,how_to,8,-0.825,False,True,need invoice copy,
14335665-c386-47f0-977d-f4f251013cd2,2025-05-15T22:50:59,Pioneer Logistics,portal,how_to,9,0.488,False,True,contract question,
e97244c4-9f4a-48f5-ad81-2b486eec9340,2025-08-31T09:09:57,Vertex Legal,phone,setup,9,0.55,False,False,need invoice copy,
26cc2dc3-ceb8-4b43-a00c-8bd725f0c87f,2024-09-25T23:57:10,BluePeak Retail,email,setup,4,0.318,True,True,toner depleted,
0d17a4d9-986b-457c-a6c5-a83dfaaec00e,2024-12-12T15:06:11,Helio Energy,phone,how_to,6,-0.671,False,False,device shows fault code,
d0115f53-9da6-4e20-af91-c0574f32e306,2026-03-25T17:43:05,Vertex Legal,phone,setup,13,-0.18,False,True,device shows fault code,
515177c0-06d0-4254-a851-ee91523df11b,2026-05-01T23:07:44,Meridian Insurance,email,setup,13,-0.06,False,True,cannot authenticate,
4c33d21f-ebad-402b-8564-2d41b632cae0,2026-03-03T11:09:32,BluePeak Retail,chat,how_to,20,0.021,False,False,contract question,
96a3e332-098e-4285-80a1-6e64aec6bd21,2024-05-03T07:55:11,Pioneer Logistics,chat,troubleshoot,7,-0.085,False,False,toner depleted,
46e351e2-087b-4c62-8431-12d175e9ee77,2024-10-15T08:22:34,Aster Financial,chat,billing,18,0.952,False,False,device shows fault code,
b592dd2c-17fa-457b-b71c-eb9358f27cee,2024-06-22T19:00:54,Atlas Education,email,setup,11,0.121,True,False,need invoice copy,
260ed968-2fd1-47ec-8644-56568c084e52,2025-01-21T02:35:36,Helio Energy,email,billing,17,0.549,False,True,cannot authenticate,
a87137ad-c74c-405e-ad3e-3c5c316f1012,2024-05-15T13:18:23,Meridian Insurance,email,troubleshoot,21,0.671,False,True,device shows fault code,
d76edf1f-de73-4b66-8e3b-55d52d9353ec,2026-04-03T14:04:17,Vertex Legal,email,billing,7,-0.598,False,True,contract question,
2555054e-384d-45e7-b165-7ea95b2f9a48,2024-12-16T19:05:09,Atlas Education,chat,escalation,10,0.821,False,True,toner depleted,
6a6af2e0-8c76-4ba7-9595-0cd77774e77f,2025-10-02T19:05:20,Summit Manufacturing,chat,escalation,18,-0.294,False,True,cannot authenticate,
9c7c3e19-8312-40a1-bf67-362de6b884b6,2026-01-11T16:49:40,Helio Energy,email,setup,11,-0.047,False,False,contract question,
4faa1293-c91f-426f-85a2-392f7d6023a4,2024-12-27T12:25:14,Summit Manufacturing,portal,escalation,22,0.093,False,True,device shows fault code,
f9d96f54-bdf0-4b58-b726-bc273073a9f3,2024-07-24T14:26:22,Meridian Insurance,email,how_to,8,0.023,False,True,cannot authenticate,
5dd47483-fe18-4fea-af0a-039110b3df85,2024-02-11T22:25:08,Northwind Health,email,setup,23,0.58,False,True,cannot authenticate,
9432624a-5de9-473e-9dba-149e25cd2a10,2024-04-21T04:09:31,Aster Financial,phone,billing,15,0.026,False,True,device shows fault code,
bf868059-1097-438e-9e5c-b05f25fa6471,2025-03-07T12:38:15,Arbor Pharma,portal,setup,15,-0.942,False,False,need invoice copy,
6183b32f-233e-4210-b485-b3d4aea95e66,2026-04-30T13:25:21,Helio Energy,phone,setup,13,0.437,False,True,toner depleted,
1e2ae20e-a1ae-419d-9a32-3fb311ee7e51,2025-11-09T02:52:59,Aster Financial,email,troubleshoot,14,0.188,False,True,toner depleted,
e758683f-b292-4f3d-ac03-c29398b93fd4,2024-10-17T21:15:11,Meridian Insurance,email,escalation,14,0.509,False,False,contract question,
83d84705-4e42-488e-99b8-a86eb62beb1d,2024-02-15T02:11:36,Meridian Insurance,phone,escalation,15,-0.575,False,True,cannot authenticate,
06b8babf-40c1-46fd-af11-01f6df63fa46,2024-02-12T15:33:02,Meridian Insurance,email,how_to,23,-0.533,False,False,contract question,
7e43e3cc-8a4a-4918-87b4-9f59f33d72de,2025-07-07T08:08:11,Cobalt Media,portal,escalation,22,-0.397,False,True,toner depleted,
14069dd4-795f-401a-88d3-b4091d260106,2025-09-01T04:06:07,Helio Energy,phone,troubleshoot,16,-0.424,False,True,need invoice copy,
5bd15974-0e59-4ecd-a0a4-8100f2d574ed,2024-10-14T07:12:56,Helio Energy,portal,how_to,17,-0.039,False,False,device shows fault code,
7425951c-b84d-451b-96ef-bebe7b983a4f,2024-01-08T20:36:04,BluePeak Retail,chat,setup,7,-0.205,True,True,need invoice copy,
efafa311-4867-4bc4-ad59-ff5a444bb4df,2024-01-09T16:20:59,Northwind Health,chat,setup,18,-0.657,False,True,device shows fault code,
4a84c160-7b40-4eee-ad75-dc36e9c9f207,2024-11-30T11:16:36,BluePeak Retail,email,escalation,19,-0.659,False,True,toner depleted,
33d8b556-b43e-49f4-97ed-cfd07636a3f7,2024-03-22T09:16:44,CivicGrid Utilities,chat,billing,11,-0.888,False,False,cannot authenticate,
67ee4478-c7a2-4172-bb4a-2d33f5a137c2,2025-08-30T10:45:38,Atlas Education,portal,escalation,5,-0.89,False,True,toner depleted,
67e88503-7e92-4afa-8d37-ce6378b48f1f,2025-12-03T16:49:01,Meridian Insurance,email,escalation,9,-0.171,False,True,toner depleted,
0cb56157-15df-47f9-a4dc-69ff6ad9960e,2024-12-10T09:41:18,Helio Energy,chat,escalation,22,0.17,False,False,contract question,
3df9cc78-a0ca-42d2-b4bc-dbcd84ee5a36,2025-09-04T02:05:08,Helio Energy,phone,how_to,21,-0.909,False,True,toner depleted,
07f84ce2-8784-46e3-891d-045a51e97331,2024-07-18T00:53:21,Summit Manufacturing,portal,billing,8,0.094,False,True,need invoice copy,
97834078-ec1e-4e8c-b145-3f7e408d1087,2024-08-16T14:55:36,Pioneer Logistics,phone,escalation,8,0.642,False,True,contract question,
afbd8bd1-fcc8-442c-9a98-cda21e2ff861,2024-01-16T11:16:43,CivicGrid Utilities,chat,escalation,14,0.507,False,True,contract question,
9e203422-cdc0-49b6-8bdc-0a77fc336d51,2024-02-18T17:40:27,BluePeak Retail,portal,billing,7,-0.505,False,True,contract question,
10b74b8f-f698-4e64-89ca-31dc7c13daf4,2024-09-11T04:08:51,BluePeak Retail,portal,billing,24,-0.648,False,True,cannot authenticate,
8e9c3220-cdeb-4465-b333-81878dfb2085,2024-09-13T16:12:55,Northwind Health,portal,how_to,23,0.047,False,True,contract question,
19c55265-6c94-4ed6-a18f-eae6baab7dd4,2025-02-22T02:13:56,Pioneer Logistics,portal,troubleshoot,7,0.752,False,True,cannot authenticate,
93ab0ee2-e948-4885-80e9-60fd8d9a8f07,2024-10-28T16:22:11,Pioneer Logistics,phone,how_to,5,-0.912,False,True,device shows fault code,
4970337a-4630-4d66-878a-60a00b8bd288,2024-09-14T19:54:37,BluePeak Retail,chat,setup,6,-0.441,False,True,need invoice copy,
93b08f5c-42a0-461b-9353-1a6dd242289c,2026-02-05T23:02:57,Summit Manufacturing,email,troubleshoot,23,-0.987,False,False,contract question,
38c302c3-d96d-45ee-98a0-d5b7d9847525,2024-12-12T18:25:08,Atlas Education,chat,setup,13,0.818,True,True,contract question,
b59f0196-a97b-4c89-9e99-401a487237b7,2025-03-20T08:25:48,Northwind Health,email,how_to,15,-0.558,False,True,device shows fault code,
efa4dbee-fc34-44e0-ac43-c5f5f9b78c9d,2024-09-11T06:23:40,Northwind Health,email,billing,11,0.993,False,False,contract question,
05f1c81e-5d00-4e00-8fb8-75c8f5d931aa,2025-11-03T16:57:16,Atlas Education,chat,billing,7,-0.886,False,True,need invoice copy,
1866878a-befd-42aa-8507-5629a95d4422,2025-09-06T01:50:02,Arbor Pharma,chat,how_to,4,-0.897,False,True,need invoice copy,
e6784b26-2ce9-408d-8204-ae95345b69e8,2025-09-14T05:27:30,Atlas Education,email,escalation,15,-0.005,False,True,contract question,
f4f55029-3248-497d-919b-0bef2e11b653,2024-08-25T07:44:19,Arbor Pharma,email,how_to,3,-0.951,False,True,device shows fault code,
221d724e-ce1f-466f-9479-ea8b3a847b8a,2025-02-21T04:20:32,Atlas Education,email,billing,4,0.879,True,False,need invoice copy,
6cfe9cfa-7a0e-4628-84c8-0e742ab4ae7b,2024-11-11T23:27:15,Vertex Legal,phone,escalation,7,-0.568,False,False,toner depleted,
b4b5ca2e-e8fd-49be-a3ef-36b92d048d80,2026-05-10T13:24:38,Summit Manufacturing,chat,billing,20,0.638,False,False,cannot authenticate,
eefe0ed5-7437-4159-8c21-c53e8b3fa519,2026-03-29T02:23:04,CivicGrid Utilities,email,how_to,3,-0.408,False,True,toner depleted,
cd59a99c-8f31-4244-ac47-3cb0886774c7,2026-03-28T15:13:22,Northwind Health,portal,setup,13,0.867,False,True,cannot authenticate,
a643a795-46bb-4e59-9b92-978fc5fef81d,2026-02-26T14:54:06,Meridian Insurance,phone,setup,3,-0.834,False,True,device shows fault code,
f2b11896-836c-4e74-872d-808bb958c038,2025-06-29T22:41:48,BluePeak Retail,phone,troubleshoot,18,-0.816,False,True,cannot authenticate,
6804b6e0-cb7d-4738-944a-49700dae1fc8,2024-09-08T06:11:58,Summit Manufacturing,email,escalation,8,-0.801,False,True,contract question,
8a00fb25-257e-46ee-95a5-60b6eca2e50f,2025-03-08T17:56:51,Northwind Health,email,how_to,9,-0.591,False,True,need invoice copy,
60125c48-e5de-478d-88e4-907c480d63be,2025-09-29T02:35:20,Pioneer Logistics,phone,setup,5,0.277,False,False,cannot authenticate,
fce6d06b-554f-4f80-b95a-90941c8deed3,2024-08-07T10:29:29,CivicGrid Utilities,portal,setup,9,0.05,False,True,need invoice copy,
d0111249-fd51-44c3-bdec-b17609b69abe,2026-01-07T08:31:21,Pioneer Logistics,phone,escalation,16,-0.678,False,True,cannot authenticate,
b2090503-4952-4058-a413-49ea3957c9fa,2026-05-26T16:26:08,CivicGrid Utilities,portal,setup,20,-0.289,False,True,toner depleted,
b4fe5e79-f6c0-4ce7-87ee-b4a59bdb573f,2024-03-08T08:05:33,Summit Manufacturing,phone,escalation,7,-0.938,False,True,device shows fault code,
e8fca962-d9e3-4fe3-a6fa-7b837a6403b8,2025-09-20T18:27:25,Meridian Insurance,chat,escalation,24,0.565,False,True,cannot authenticate,
d17345ea-a953-4462-b9ac-ee49a2deba47,2024-06-01T12:42:42,Summit Manufacturing,phone,troubleshoot,19,-0.564,False,True,contract question,
13256bbb-e6ad-42e0-8079-27e51ab58a5b,2026-04-20T22:38:38,Helio Energy,phone,setup,17,0.985,False,True,toner depleted,
58a56892-f909-4915-97c9-ab6009e4b176,2024-05-31T19:54:53,Northwind Health,phone,escalation,23,0.598,False,False,need invoice copy,
542a51a8-9594-483f-9a03-69972dfe0897,2024-04-10T20:28:10,Aster Financial,portal,billing,3,0.517,False,True,contract question,
c452d6c3-73e2-401c-bbbc-f531da07da55,2026-02-10T00:07:15,Northwind Health,portal,troubleshoot,9,-0.108,False,True,device shows fault code,
043db212-dacf-426a-bda6-7c078c4bfce6,2024-04-04T11:05:25,CivicGrid Utilities,phone,billing,24,0.895,False,True,cannot authenticate,
9a56be49-d605-4009-84de-b6950e1868c4,2024-02-27T22:27:31,Meridian Insurance,phone,how_to,6,0.279,False,True,toner depleted,
6cabcaae-bd9c-4eb8-8713-601a55bf72ee,2024-03-06T04:24:35,Arbor Pharma,portal,troubleshoot,6,-0.43,False,True,need invoice copy,
b01ad4fe-1cfe-463f-b38e-7fa1d917f264,2025-03-08T03:10:52,Atlas Education,chat,escalation,23,0.088,False,True,toner depleted,
f7460bf5-c73d-4341-8aa8-76af7fcc7043,2025-08-16T17:27:34,Vertex Legal,portal,setup,15,-0.146,True,True,contract question,
a5e4134d-e9c3-462f-b0bd-05a9160af6ab,2024-01-11T01:40:27,Cobalt Media,portal,escalation,11,0.256,False,True,cannot authenticate,
0a58775e-095e-470f-afbe-979374c4f609,2025-05-25T15:26:10,Aster Financial,email,troubleshoot,18,-0.948,False,True,toner depleted,
04e97992-29d2-4fb1-9e49-b4a75ca3d13f,2024-09-21T11:39:47,Pioneer Logistics,phone,how_to,22,0.613,False,True,toner depleted,
2ae691aa-8ed6-4b17-bed7-429ef644f540,2026-02-28T04:01:20,Cobalt Media,phone,how_to,5,0.065,False,True,contract question,
865aec66-ac74-40fd-801e-983ac91a2a7b,2025-01-21T04:36:40,Northwind Health,portal,how_to,24,0.89,False,True,cannot authenticate,
5a9155b0-69bd-44c8-8b08-4bb7089a72b7,2026-04-30T02:38:58,CivicGrid Utilities,email,how_to,11,0.798,False,True,device shows fault code,
b1b86dcb-0d6a-4e8a-ae57-babad440119b,2024-09-06T04:47:22,Northwind Health,portal,setup,23,0.295,False,True,device shows fault code,
a79f5cc4-3631-4502-b64e-266b3530dd50,2026-04-04T17:00:40,BluePeak Retail,email,how_to,2,-0.053,False,True,device shows fault code,
8622ddd0-b53f-4b1b-a8bb-a3c260278370,2024-05-28T13:39:36,Northwind Health,email,how_to,5,0.273,False,False,cannot authenticate,
b19f8690-5de0-454d-b590-e82486b07b06,2024-01-20T01:33:07,Arbor Pharma,chat,setup,10,0.746,False,True,need invoice copy,
edd6205d-a89c-41ed-82f0-1d375cbfc92f,2025-07-17T09:15:24,Helio Energy,phone,billing,12,-0.697,False,True,contract question,
3a71c0ac-e9be-4499-8c10-7a416ac925de,2026-04-17T10:13:18,Atlas Education,portal,setup,16,-0.567,False,True,device shows fault code,
4d9bf216-45fa-42ea-aede-43a92fa7f848,2024-12-07T10:48:29,Aster Financial,phone,escalation,21,-0.118,False,True,device shows fault code,
b341d170-2b50-4bc5-90b5-951d159c48bb,2026-03-06T14:45:58,BluePeak Retail,portal,troubleshoot,8,0.6,False,False,toner depleted,
e911f46f-c1d4-4183-ac6b-149b2b622c5c,2026-03-31T16:18:51,Summit Manufacturing,portal,how_to,2,0.232,False,True,need invoice copy,
b436fa5e-7838-4d11-b33e-916f9da2443d,2024-03-09T14:05:14,CivicGrid Utilities,portal,troubleshoot,4,-0.851,False,True,cannot authenticate,
041a8cf4-9bf5-4d9a-8aa1-296c03ade6a7,2026-02-13T14:22:58,Cobalt Media,portal,billing,12,-0.164,False,True,toner depleted,
be7f6325-ade0-48c3-8e64-d9811436d626,2024-11-13T23:57:01,Meridian Insurance,chat,how_to,16,-0.669,False,True,need invoice copy,
3bb194a5-e0cb-4abe-9003-95fbe30342b6,2025-08-14T07:53:38,BluePeak Retail,email,setup,5,0.211,False,True,toner depleted,
23df8371-a5cd-4309-a1ec-d095f7d557da,2024-05-10T20:10:56,Helio Energy,chat,escalation,10,-0.285,False,True,cannot authenticate,
530bbebc-38ca-4d79-956f-6ec70bffcecc,2024-01-14T08:52:34,Arbor Pharma,phone,escalation,13,-0.001,False,False,cannot authenticate,
d9c8d778-dac9-427f-8ef1-f3e71627f7b1,2024-09-20T00:31:03,Summit Manufacturing,portal,escalation,18,-0.508,False,False,cannot authenticate,
0a9c2c56-fbca-48a7-80d6-2e6c698689b2,2026-03-09T00:09:21,Atlas Education,chat,escalation,7,-0.041,False,True,toner depleted,
2990f2a9-4f26-4e69-b75b-2f4a86ef3f10,2025-08-16T14:35:15,Summit Manufacturing,portal,billing,14,0.166,False,True,cannot authenticate,
2d3aad02-6917-4761-847e-106b35b51ea8,2024-08-03T10:44:21,BluePeak Retail,portal,billing,22,0.534,False,True,device shows fault code,
939e0f3a-7fd5-4bb4-ad68-9a73d2778ab5,2025-07-15T19:51:30,Aster Financial,chat,escalation,11,-0.078,False,True,cannot authenticate,
f38111d0-a312-462d-b043-b8ac5e0be3b1,2024-09-30T23:13:21,BluePeak Retail,phone,billing,19,0.93,False,True,toner depleted,
04f5ccbb-01b3-45c5-b3ff-46cc252e2f81,2025-06-16T09:06:58,Atlas Education,chat,billing,10,0.995,True,True,need invoice copy,
d0d9d62d-3ed3-4937-b7cb-20123e2bc951,2024-08-31T13:12:10,Aster Financial,portal,billing,12,-0.598,False,False,contract question,
3a12f622-b461-4b74-b169-c30ec2b32dbd,2024-05-25T19:05:37,CivicGrid Utilities,email,escalation,12,0.003,False,True,contract question,
902fad72-6419-4a96-84e6-74e9e065fe1b,2024-11-22T15:43:26,CivicGrid Utilities,email,setup,18,-0.393,True,False,need invoice copy,
8a4ead89-fd1f-41d1-a5e3-ec4c5c0f2c2c,2024-02-24T05:34:41,Pioneer Logistics,phone,escalation,3,0.25,False,True,device shows fault code,
14df5a3b-6a7a-4e80-9919-57134e4e9251,2024-09-26T04:41:29,Vertex Legal,phone,troubleshoot,3,0.333,False,False,device shows fault code,
823ca4bd-e550-4e24-9ea4-fb960f6fcd1a,2024-09-20T07:34:58,Helio Energy,portal,how_to,10,-0.462,False,True,toner depleted,
1a2a7b31-7b54-4331-a288-d8e63b377591,2025-04-18T11:12:53,Helio Energy,phone,how_to,17,-0.651,False,True,need invoice copy,
49a295fa-3a9f-46fa-99d5-310c6d87d441,2024-05-10T17:54:53,Arbor Pharma,portal,escalation,12,0.603,False,True,need invoice copy,
dc3f5796-a47d-48d3-9b72-3b7f6cf311ad,2024-11-27T16:59:16,Atlas Education,portal,setup,13,0.601,False,True,need invoice copy,
9fa6aedb-31e8-401f-94bb-9eac56b5f0a6,2025-05-12T06:56:15,Cobalt Media,email,setup,24,0.231,False,True,need invoice copy,
cbe1b673-2ff0-4b22-a6fd-3f8afa10cd82,2024-06-28T18:47:36,Vertex Legal,email,how_to,21,0.521,False,True,contract question,
642c5fef-c79e-4ded-a7c7-ebfa6b7d47ae,2024-02-20T12:13:25,CivicGrid Utilities,chat,billing,22,-0.774,False,True,cannot authenticate,
2b630852-1814-49c4-9215-aec38ef60db4,2024-03-06T03:31:10,Meridian Insurance,phone,billing,6,0.114,False,True,toner depleted,
4f647b9b-0bab-4c76-9dd1-9dc63a787006,2025-01-15T05:03:56,Cobalt Media,chat,troubleshoot,21,0.019,True,True,contract question,
2be3535c-93f7-46e9-bfcc-d897558a5463,2025-08-08T13:47:47,Atlas Education,chat,billing,20,0.911,False,False,device shows fault code,
bc20966f-66ad-48c7-bb0c-134f66907fba,2025-01-31T01:51:38,BluePeak Retail,phone,troubleshoot,23,-0.355,False,True,device shows fault code,
d773fa8a-31e7-49b8-98c5-fd65b9f7af13,2024-01-22T16:20:27,Helio Energy,portal,escalation,3,0.425,False,True,contract question,
51c675b5-bf38-4c59-8ffd-14bb6d6821b9,2025-04-30T17:28:59,Pioneer Logistics,chat,troubleshoot,20,-0.44,False,True,device shows fault code,
09d42a1f-c677-4562-be06-0411773060aa,2025-06-05T21:50:55,Cobalt Media,portal,billing,15,-0.278,False,True,need invoice copy,
60063d7f-29cb-4199-8bb2-63b056620d15,2025-05-21T01:11:51,Summit Manufacturing,portal,setup,14,-0.269,False,False,device shows fault code,
de6f862a-d9e4-40ba-b929-b99bef3c043a,2025-11-29T08:45:58,Cobalt Media,chat,setup,19,0.515,False,False,need invoice copy,
0039a44a-f8ee-44ae-af2b-95bc0ce36a79,2025-04-17T21:00:20,Aster Financial,chat,how_to,14,-0.563,False,True,need invoice copy,
c1bf5c06-57c0-403e-8f73-d0120ba4b847,2026-05-29T14:04:37,Atlas Education,chat,escalation,3,0.178,False,True,cannot authenticate,
17479269-ea90-486f-b182-e6e68a7303c7,2025-04-16T05:26:52,Aster Financial,email,how_to,6,-0.201,False,True,contract question,
66434b75-5f15-4f68-8849-8575425a6d33,2024-03-02T12:45:23,Cobalt Media,email,troubleshoot,11,0.108,False,True,toner depleted,
6c27c1ae-340c-422e-a944-97c66e77189d,2024-12-22T09:22:01,Pioneer Logistics,portal,setup,20,-0.044,False,True,cannot authenticate,
3deb8953-9b29-4b64-88f5-f978df3aaf1b,2024-01-30T09:52:53,Atlas Education,chat,how_to,9,0.052,False,True,toner depleted,
aebee05d-ce32-4651-ba12-2b1899cd1954,2025-09-30T17:46:20,Pioneer Logistics,phone,billing,17,-0.454,False,True,cannot authenticate,
7b3c87ef-bb18-4639-b06e-b32f69c83950,2024-05-18T11:20:43,BluePeak Retail,phone,billing,13,-0.124,False,True,toner depleted,
a42904c0-d639-4ff8-9809-093e2a787b53,2024-07-02T15:42:19,Helio Energy,email,how_to,23,-0.221,True,True,device shows fault code,
3bd48989-0616-4c43-b127-2546d84dd564,2025-05-26T13:44:41,BluePeak Retail,chat,troubleshoot,19,-0.818,False,True,contract question,
2243de95-18ee-4f83-8454-5eba83096ce2,2024-03-26T16:27:15,Arbor Pharma,portal,setup,6,-0.267,False,True,toner depleted,
8fd92d31-6ee8-4ce0-9cd4-e5cee8deec8f,2025-10-12T18:29:35,BluePeak Retail,portal,billing,10,-0.439,False,False,contract question,
55cc95b3-10f5-4d66-b8ad-c6f22e06de4f,2024-08-26T14:55:06,Atlas Education,phone,setup,6,-0.795,False,True,cannot authenticate,
a31b30e9-53a0-4e2d-a9da-2dc99640e45f,2025-01-02T02:07:37,Northwind Health,portal,escalation,8,-0.972,False,True,cannot authenticate,
e2e5385b-e5b1-47d7-aaa1-26c3167c244e,2025-04-08T02:13:05,Pioneer Logistics,email,how_to,16,-0.55,True,True,need invoice copy,
ca47a915-3179-4837-879f-401c434a0ae7,2025-12-02T11:50:23,BluePeak Retail,chat,setup,18,0.276,False,True,contract question,
1db00a04-8b65-4f36-a020-4e7e156e70e4,2024-03-17T15:01:39,Helio Energy,chat,escalation,11,-0.651,False,True,need invoice copy,
c17e8ae8-79b0-443e-ad3c-6e45e95457df,2024-07-21T18:24:13,Pioneer Logistics,email,how_to,13,-0.334,False,False,device shows fault code,
f2a5de62-98f8-4ae6-986b-8f926df6ab56,2025-08-21T23:07:45,Vertex Legal,phone,setup,4,-0.403,True,True,device shows fault code,
071f5c35-fcf4-4011-ac87-d7eb887c75f9,2024-12-02T02:03:18,Vertex Legal,chat,setup,10,-0.801,False,True,cannot authenticate,
19cd1a0a-a3eb-4658-a940-bcff311bcd74,2026-02-23T12:11:47,Vertex Legal,chat,troubleshoot,24,0.123,True,True,cannot authenticate,
be39c72a-0c89-47c2-a355-09a8f5181e3d,2025-06-01T09:06:42,BluePeak Retail,portal,how_to,23,-0.809,True,True,device shows fault code,
1a855dd5-cf92-4bd6-b4bb-5adccfb02b6d,2024-11-26T04:07:49,Northwind Health,portal,setup,22,0.538,False,True,need invoice copy,
77607e30-6154-4257-9ba8-df72bb9f5233,2025-07-09T09:34:38,BluePeak Retail,portal,setup,8,-0.169,False,True,device shows fault code,
e688afb6-1664-4655-9168-40abf4f9586a,2025-05-04T03:54:59,Vertex Legal,email,troubleshoot,9,-0.912,True,True,contract question,
e24dc316-680a-49b3-b075-98190800c574,2024-12-19T09:41:16,Meridian Insurance,chat,setup,12,-0.172,False,True,toner depleted,
c72a9d1f-438b-4e0a-8dd2-c8b73be22894,2024-04-24T09:58:55,Helio Energy,phone,escalation,6,-0.245,False,True,toner depleted,
8811c9fc-9915-4e1b-b2ce-30878ac6247d,2026-04-19T02:12:18,Northwind Health,portal,escalation,16,-0.909,False,False,toner depleted,
3105ef2c-64b7-4404-87f9-8505317b4be8,2025-04-29T15:37:36,Summit Manufacturing,chat,how_to,9,0.272,False,True,toner depleted,
6b8beaa0-dd39-4d11-a8f9-bc7408116c24,2024-06-02T14:00:33,Arbor Pharma,portal,how_to,19,-0.281,False,True,device shows fault code,
9a93571a-d89e-4468-bad0-57f1870220fd,2024-12-26T06:57:14,Northwind Health,phone,billing,21,0.233,False,True,toner depleted,
73651be4-eccf-42b7-9857-e8eb05564cf9,2024-08-20T17:19:01,CivicGrid Utilities,chat,troubleshoot,15,0.225,False,True,need invoice copy,
1af77953-f296-4331-9a07-6e9c5ab695e3,2025-03-14T23:49:12,Helio Energy,chat,setup,17,0.26,False,True,need invoice copy,
9738c236-11c4-490d-b5d3-3a9033b36cb8,2025-05-17T16:03:48,CivicGrid Utilities,phone,troubleshoot,8,-0.015,True,True,toner depleted,
59b65bab-0300-485a-89f2-c4c10b31df25,2025-02-15T13:45:41,Summit Manufacturing,chat,how_to,12,0.817,False,True,device shows fault code,
66c3a940-49a7-4171-8191-13aa96402734,2026-03-27T17:27:53,Helio Energy,chat,troubleshoot,9,-0.448,False,True,toner depleted,
c914f5d7-9b09-46be-9e26-2672afbf08eb,2024-09-20T23:39:24,BluePeak Retail,email,setup,12,0.347,False,True,device shows fault code,
cc27d2b4-966a-4a24-9425-e472499d7eed,2026-05-15T18:22:33,Northwind Health,email,how_to,6,-0.756,False,True,contract question,
