customer_id,customer,industry,region,fleet_size,annual_contract_value,ticket_count_90d,usage_trend,support_sentiment,contract_age_months,churn_probability,duplicate_marker
6d754ce9-35b8-4516-aac0-c8e5dfa93b57,CivicGrid Utilities,manufacturing,US-West,957,5216697.19,123,0.039,-0.279,5,0.143,
0e41387a-523e-4a2b-9547-7258b14d78cd,Atlas Education,healthcare,US-West,601,914637.78,138,0.404,0.821,2,0.261,
8fbdec75-9ef7-4781-af69-70af4eb907c1,CivicGrid Utilities,finance,APAC-South,1745,3418963.42,69,-0.085,0.779,23,0.038,
c99b6a8e-82a0-4095-ba5c-b5afb315d4fa,Helio Energy,manufacturing,US-West,663,3370761.98,31,0.039,-0.608,63,0.247,
32ce1ae4-5b7b-4023-92ab-4d321c6d184e,Summit Manufacturing,healthcare,LATAM,1160,1626411.09,102,-0.058,0.649,66,0.167,
3e464008-27ad-4eb0-a538-01e4bfb93dcc,Aster Financial,legal,US-West,1544,4742237.47,44,-0.214,-0.166,51,0.324,
9e541ad2-2cde-479d-993a-e793119574e2,CivicGrid Utilities,legal,US-West,407,2155109.16,11,0.256,0.572,72,0.126,
d78d0369-67c1-4172-a74b-399e3eb6cf24,Aster Financial,legal,EU-Central,138,576773.48,89,0.114,0.342,61,0.192,
6c8fda7f-f26e-43de-b4ed-c789f6d76bbe,Aster Financial,public_sector,APAC-South,629,786372.85,98,-0.163,0.024,14,0.143,
bc34f920-84a5-478f-bc63-47fea599c1c7,CivicGrid Utilities,retail,US-East,1246,4987964.28,131,0.208,0.442,65,0.202,
120e0e7e-b64c-469f-8991-5f37cca5bbfb,Cobalt Media,healthcare,US-West,382,5112979.35,38,-0.089,-0.324,33,0.527,
17d146cd-d9ab-4217-b149-c278eba33617,Pioneer Logistics,retail,APAC-South,1227,2640360.84,92,-0.408,0.408,22,0.213,
1214f233-044b-45fd-9edf-0a33d513b778,BluePeak Retail,finance,US-East,988,5381866.39,7,-0.145,-0.074,6,0.213,
a573c1cd-eb82-460b-b2ff-05424bbb6bf6,Northwind Health,healthcare,US-East,1279,1011807.69,72,-0.407,-0.7,27,0.169,
ceedb41c-0f6c-487c-ae59-050ca3a0c491,Atlas Education,manufacturing,APAC-South,1125,5097630.47,32,0.491,0.403,31,0.568,
aa799bed-ae57-4b86-b5df-3601cfd31835,Meridian Insurance,manufacturing,US-East,1259,3111906.33,17,0.518,0.027,70,0.039,
6d605bb9-1ca8-4c2f-806e-66874e307f86,Meridian Insurance,manufacturing,APAC-South,609,2963685.91,115,0.608,-0.697,22,0.017,
cd41ed08-4ada-4bee-a549-5ba4b915d4bc,Meridian Insurance,retail,EU-Central,1424,574662.41,113,-0.332,-0.339,17,0.387,
fa77485f-f5b3-46a1-b502-e0ccd5b482f8,Pioneer Logistics,healthcare,EU-Central,781,4392975.91,134,-0.448,0.089,41,0.422,
82936edc-3c43-46a1-8e88-1c87cbd02afb,Northwind Health,retail,APAC-South,347,1967025.28,28,0.189,0.784,28,0.135,
be3fcb1b-43d8-4866-a561-680a26a2cb94,Northwind Health,manufacturing,LATAM,166,2422042.79,4,-0.422,-0.625,34,0.323,
7a30312a-7636-40cd-89ea-0674d3ec7b3c,Northwind Health,finance,APAC-South,540,4225685.96,86,-0.356,-0.229,23,0.366,
d63cd42f-efb4-44ea-8bd3-83219a240285,BluePeak Retail,manufacturing,APAC-South,1192,5156592.02,59,0.045,-0.403,58,0.088,
ca9a4b4f-9c80-4349-a2d4-a7ddbd551eb2,Atlas Education,legal,APAC-South,173,4528607.64,103,-0.25,0.238,11,0.032,
02585265-ea06-4c81-b691-29dd66466b8a,Aster Financial,manufacturing,US-East,1478,369461.19,47,0.245,-0.074,27,0.32,
089cead1-34b1-4b7b-90f4-29c956c01980,CivicGrid Utilities,public_sector,LATAM,1144,1093016.5,89,-0.108,-0.146,15,0.468,
c980fa62-5494-4df3-9181-6f843e8301dd,Helio Energy,manufacturing,US-West,643,1934813.63,55,0.16,0.024,16,0.117,
480ac0b3-1545-41d7-b4de-26e2d03ea174,BluePeak Retail,finance,US-West,305,1498889.83,104,-0.259,-0.317,21,0.236,
ee995f9e-79ad-4c9b-afc7-f69e2b4c8a58,Atlas Education,finance,APAC-South,1166,5496136.04,128,0.1,-0.282,56,0.145,
c4b3eb67-898b-42d6-ad50-6d9462ca2b30,Helio Energy,finance,EU-Central,682,2667499.01,116,-0.285,-0.385,72,0.335,
2d48d4a7-48ff-4faa-a5aa-17049bf0d7dd,Vertex Legal,legal,EU-Central,1252,578137.91,33,-0.262,-0.729,45,0.178,
f2677f61-525a-4ca2-9b72-c5da1d124cce,Northwind Health,public_sector,APAC-South,297,1429302.82,53,0.612,-0.347,46,0.341,
68ddec3f-40c3-4f7d-bfc3-488d811fd19c,Meridian Insurance,legal,LATAM,1539,883640.87,139,0.148,0.861,62,0.234,
00c2395e-48a7-4bde-bbfa-edffea8301d9,Vertex Legal,manufacturing,US-West,1283,3864940.0,11,0.085,-0.285,51,0.166,
5007bb29-f8d7-4def-a7ea-25bf9014b5a0,Northwind Health,retail,APAC-South,1101,2311188.48,4,0.339,0.357,23,0.237,
33504431-dfce-446a-9c6c-b4f8a565dad7,Arbor Pharma,manufacturing,EU-Central,456,3744720.65,98,-0.142,0.549,12,0.308,
2fd71447-86a5-4b15-b44e-e4ef79bb23f7,Arbor Pharma,legal,APAC-South,183,235087.64,97,0.245,-0.317,31,0.181,
cf3d8eec-8fb2-4dfe-b070-831caa5bc781,Atlas Education,finance,APAC-South,1676,4285784.14,102,0.332,0.807,6,0.035,
70dffc36-0578-4878-b82f-6974ef43324d,Atlas Education,legal,US-West,442,3475664.53,89,0.052,0.088,24,0.248,
b836ff47-df93-40a2-bbda-d6ef904e5db0,Vertex Legal,retail,LATAM,948,4181743.14,118,-0.146,0.87,62,0.431,
03759844-58e5-4726-81cc-99201f5339b2,Vertex Legal,legal,LATAM,385,4047739.22,117,0.289,-0.378,72,0.175,
d239809c-ada6-403a-8927-0b2ef55fcc76,Vertex Legal,manufacturing,US-East,1380,1327881.27,129,0.059,-0.611,72,0.13,
9c2fab80-0b31-4c5e-91e4-af5eeb06d8a7,Aster Financial,manufacturing,US-West,1728,840082.47,2,0.02,-0.355,52,0.169,
76c5d5ae-e93c-4301-9eca-1ba8f2d2e194,BluePeak Retail,manufacturing,US-West,786,4132551.6,132,-0.183,0.031,70,0.036,
58e0ce3b-824c-4296-9a19-04964e18dd41,Pioneer Logistics,finance,US-East,515,2037116.6,49,0.535,0.283,22,0.18,
9e16aaf1-0105-4d0e-9664-cd713b9e2394,Northwind Health,manufacturing,US-West,357,1678960.76,81,0.034,0.285,45,0.013,
a10acc8e-8456-4be6-905e-6054a5fde06c,Pioneer Logistics,legal,APAC-South,1798,2325650.54,56,0.015,0.438,50,0.041,
0f375f87-c092-46ff-8a67-62e477c03576,Northwind Health,public_sector,LATAM,470,2400480.44,50,0.047,0.457,15,0.28,
4897cfbe-b97e-4c6d-a540-a8a8fde0d3f8,CivicGrid Utilities,manufacturing,LATAM,865,260439.5,98,0.381,0.675,2,0.024,
55141239-7327-4e77-aacf-dd58cc9f77ab,Cobalt Media,healthcare,US-West,1054,808887.5,112,0.227,0.067,47,0.262,
22f53177-20be-4631-9bec-10f4cee1d520,Arbor Pharma,finance,APAC-South,1391,4603563.46,48,-0.292,-0.444,56,0.195,
0f8c202e-c01d-4518-8539-306e8047b3ca,Pioneer Logistics,retail,US-West,1375,4078588.88,60,0.522,0.208,12,0.218,
1ec6c324-bfa2-45a0-99b9-c3a323ddabd7,Summit Manufacturing,public_sector,US-East,1069,2377043.55,4,-0.322,-0.287,50,0.039,
b9f45f61-0ad8-4616-a81d-222dff668973,Summit Manufacturing,public_sector,US-East,1576,1964739.95,103,0.222,-0.541,36,0.157,
2ce1ba90-93c8-4f92-9239-5d014eb1a510,BluePeak Retail,retail,APAC-South,68,4444327.46,29,0.222,0.01,11,0.457,
e3347a52-6e98-4d7a-81e9-d1dd318170b7,CivicGrid Utilities,finance,US-East,989,3716470.96,27,0.119,-0.104,25,0.401,
91470f65-135a-4a98-8dab-9ac40fe4575f,Aster Financial,retail,EU-Central,1612,1724143.82,118,-0.212,0.019,6,0.156,
1ef01489-54fb-44ec-b265-f0f1aa9e1c8a,Helio Energy,legal,LATAM,169,2381836.36,111,0.317,-0.5,52,0.27,
21cbb4aa-3e45-41df-b89d-e952ea5c002b,BluePeak Retail,finance,LATAM,422,1847819.11,74,-0.439,-0.674,40,0.309,
a7fd620f-d9a5-458b-ab40-1a5d3084c3ba,Atlas Education,public_sector,US-East,891,5482027.34,42,0.173,0.773,7,0.248,
373bf483-797b-4c3d-98ae-de3bc51f3ae2,CivicGrid Utilities,public_sector,US-West,337,2964765.79,96,-0.337,0.442,44,0.113,
f3118dee-3661-4a7a-9254-f983e99aff0c,Vertex Legal,legal,APAC-South,1702,4488306.86,55,-0.096,-0.751,43,0.141,
e48fa558-74f9-4bca-a72a-ecca354dbee7,Arbor Pharma,retail,LATAM,657,5065041.69,45,-0.066,-0.393,14,0.079,
c31deb0f-4258-48c8-88c2-694b67ddb6fe,Pioneer Logistics,healthcare,EU-Central,1564,5425598.96,134,-0.1,0.751,10,0.227,
5c213b6f-5e84-4fa1-bba1-745a8f577bb8,CivicGrid Utilities,manufacturing,EU-Central,330,3971757.6,23,0.366,0.587,56,0.259,
6ca9fb0c-ef1b-4ebd-b6f5-edff31f12563,Vertex Legal,retail,APAC-South,809,2646688.22,131,-0.28,0.809,27,0.485,
fe161975-a2d5-4542-9b3a-1710eef341d2,BluePeak Retail,manufacturing,US-East,1787,3719417.21,33,-0.234,-0.416,48,0.33,
a44c7b8c-8024-411e-acbf-9be8847d5602,Summit Manufacturing,public_sector,US-West,1004,3684176.12,41,-0.026,0.435,23,0.068,
741953d3-b19e-497f-ae1f-2424b14be547,Arbor Pharma,retail,EU-Central,1525,2895699.75,98,-0.082,-0.494,47,0.264,
80101977-45d0-44b9-bf24-eb24cd83f27f,Summit Manufacturing,retail,US-East,858,2594185.07,76,0.384,-0.31,49,0.089,
7dfb710f-5038-466e-8dde-5cac7b173e5b,BluePeak Retail,finance,LATAM,442,4776907.23,81,0.146,0.834,2,0.233,
a3c757d6-bd38-451d-8c08-71c21eac9ecb,Northwind Health,manufacturing,US-East,425,200297.03,27,-0.214,0.8,44,0.247,
e06bf004-1d11-45d5-9c19-ca7c89a79300,Cobalt Media,public_sector,US-West,1518,3236568.2,37,-0.011,-0.424,21,0.284,
a8789dcc-5c04-4c2f-9835-663ea6f31e98,Summit Manufacturing,legal,US-West,941,3309838.13,131,0.257,0.048,20,0.279,
5030b03c-08f8-4721-a166-aa5723ddcb44,Atlas Education,finance,APAC-South,86,3396221.38,40,0.443,0.727,21,0.273,
3f216147-6db9-4636-a5bf-f67ddd50a562,Aster Financial,legal,EU-Central,140,3140080.84,78,-0.034,0.317,57,0.061,
567842c9-f71e-4707-b9f2-390bed63fc34,Meridian Insurance,finance,US-East,1380,5434380.67,40,0.556,0.255,71,0.198,
cb35deb4-1a89-4222-9558-0bffbe6426e8,BluePeak Retail,public_sector,LATAM,1376,1185564.23,72,0.374,0.84,42,0.204,
22628318-dcad-4f24-bb69-e35bd27b0988,Helio Energy,legal,APAC-South,361,3256014.4,111,-0.164,0.876,14,0.038,
a32d2998-a7ca-4201-b05e-0d31db8fe42f,BluePeak Retail,healthcare,US-East,118,3147610.03,94,-0.161,-0.294,66,0.178,
8a813427-aaec-4eef-9cff-a6961653f1e3,Meridian Insurance,retail,EU-Central,597,4447237.61,117,0.538,0.101,40,0.19,
6e6736ab-5ef4-4bd5-bc79-dd86923f5bf8,CivicGrid Utilities,healthcare,APAC-South,1261,2425681.64,124,0.003,-0.556,30,0.467,
b61e6ecf-ff8f-4c58-8791-0578f0bdb84e,Helio Energy,retail,US-East,143,2668787.48,11,-0.27,-0.15,45,0.119,
1bed9732-6ebc-44a5-8d45-05e43f4484b7,Cobalt Media,retail,APAC-South,1134,204973.94,107,-0.065,0.587,39,0.028,
b3dfa5b1-899d-403d-9a84-04263009bc07,Aster Financial,manufacturing,US-West,398,4267580.54,129,0.532,-0.436,20,0.227,
0d72cad6-df58-4476-a71b-afd550aadc15,Cobalt Media,retail,EU-Central,1360,531644.11,92,0.214,0.422,37,0.09,
17632114-6196-4f04-9dc4-7de6be035a56,Meridian Insurance,public_sector,US-West,1594,2992254.86,53,0.497,0.472,21,0.356,
3cc7dcf7-2b6e-4c95-94c6-1455228e6d0b,Atlas Education,manufacturing,LATAM,697,1463854.47,60,-0.268,-0.186,57,0.031,
0f47cacc-44c0-4270-92c3-9f3827c8a7ec,BluePeak Retail,retail,US-East,102,4295007.46,106,0.425,-0.274,14,0.017,
718b28f4-a9de-4ab4-9013-de4841da0c51,CivicGrid Utilities,retail,US-East,1597,5153386.05,77,0.315,-0.717,54,0.223,
55cb49a5-0f59-47af-b876-b78831fa52b3,Cobalt Media,finance,EU-Central,881,663788.43,61,0.05,-0.662,33,0.155,
bc934778-dc83-4f19-9105-515f7c7ca59a,Northwind Health,finance,LATAM,1749,2096426.63,62,0.163,0.13,51,0.066,
b350da6b-0f9b-453f-a970-1eebbf2cd3d8,CivicGrid Utilities,retail,LATAM,735,4975045.21,108,0.293,-0.246,67,0.008,
7139cb05-ef0e-4e36-b201-a5f206f6a12a,Atlas Education,healthcare,LATAM,778,3854934.35,68,0.436,0.134,62,0.073,
0f838b82-9b8b-4606-a6ca-0a6c73b9f282,Helio Energy,healthcare,EU-Central,1153,2586061.1,50,0.251,0.815,54,0.223,
cce3bbf7-0826-417c-88cd-5d463a79826c,Pioneer Logistics,healthcare,US-West,1285,5123336.68,31,0.004,0.712,39,0.28,
d681bc78-e8e8-4cf9-b449-32ce42d55abd,Northwind Health,healthcare,US-East,712,3639754.51,121,-0.448,0.636,12,0.167,
b09d57e0-6555-4336-b10e-b9dd9927412e,Pioneer Logistics,retail,EU-Central,771,491106.18,17,0.282,-0.152,18,0.156,
7043a9f5-1825-415f-8ce8-5182104c5e95,Helio Energy,retail,EU-Central,733,4252513.35,103,0.343,-0.511,18,0.079,
d0aa0a06-46e5-4441-a604-261c946a6a76,Cobalt Media,manufacturing,US-East,1659,473900.38,28,0.52,-0.555,21,0.373,
19d62407-0c8a-42da-bb4a-d6f000e537af,Atlas Education,finance,LATAM,846,3593073.25,126,0.285,-0.068,71,0.094,
0d81196b-f2e9-4ea6-867e-8f127287c61a,Helio Energy,retail,US-East,1156,3737630.74,118,0.582,0.508,69,0.161,
a7d9ae24-7edf-4977-ab84-d974c3bfcdce,Arbor Pharma,retail,LATAM,856,2437844.75,30,0.355,-0.442,66,0.192,
303b20e9-5999-41f6-8990-6ebba96a3539,Northwind Health,retail,EU-Central,783,5329570.21,82,-0.428,0.83,4,0.704,
7ac5514d-571b-4b3a-b910-be912c8d3d19,Vertex Legal,finance,EU-Central,1710,3877392.65,50,0.445,-0.518,10,0.523,
7238df7e-4c23-47ae-8201-7064d068941d,BluePeak Retail,finance,US-East,1201,1187126.39,94,0.016,-0.765,46,0.079,
a7c3d85a-e283-4254-91de-b7047b05c798,CivicGrid Utilities,healthcare,LATAM,1449,2422281.53,53,0.29,-0.139,59,0.514,
091fbcd5-69e5-402e-901c-fc3fe6b341d5,BluePeak Retail,healthcare,LATAM,388,524195.2,82,0.352,0.882,58,0.126,
cbe4874d-a3b9-4acc-9a92-78eeaa781153,Aster Financial,healthcare,APAC-South,1098,5473299.78,9,-0.389,0.597,4,0.236,
3e48784e-c3d5-4c95-ab9f-6a2d5490be9a,Meridian Insurance,manufacturing,APAC-South,334,5240264.39,33,-0.359,0.223,17,0.512,
dfddfbde-2fc6-4399-8ebc-934fd7d5f3f4,Cobalt Media,public_sector,EU-Central,1121,979413.22,96,-0.004,0.564,11,0.169,
47a565f3-9abd-43db-81c6-a52f6bcc3eb0,Cobalt Media,manufacturing,US-West,305,4042723.65,63,0.175,0.301,54,0.013,
98ab7ddd-febd-42e4-84dd-ba6940ba063d,Meridian Insurance,legal,US-West,552,445867.2,135,0.291,-0.785,32,0.142,
27a7c436-e9aa-4861-b317-161ba8ab09a4,Pioneer Logistics,legal,LATAM,987,748280.1,79,-0.347,0.206,72,0.154,
dc80687b-3bf1-464b-853e-0f3ba214ff38,Arbor Pharma,legal,US-East,1246,829011.89,72,-0.358,-0.703,68,0.316,
e84e6fc1-6b5f-4a3f-aeae-e3e270b958a7,Meridian Insurance,legal,EU-Central,1242,1396998.14,21,0.145,0.811,5,0.049,
a10db8c5-5b5d-4be0-a58d-603116e00729,Atlas Education,legal,US-East,282,1274724.41,115,-0.07,0.629,1,0.02,
e3b157dc-abf8-43c8-a0d9-870f51769bca,BluePeak Retail,finance,EU-Central,1789,3437364.86,101,0.481,-0.212,49,0.095,
388d0ded-c897-4022-be80-fae9aa521884,CivicGrid Utilities,public_sector,US-East,1708,4916092.88,129,0.607,0.464,67,0.118,
4bb37eff-d5f4-4aa1-a223-b385198b1caa,Atlas Education,retail,LATAM,1633,195201.57,20,0.498,0.665,43,0.07,
c809e018-8297-4e25-95c0-732a7593c111,Helio Energy,legal,EU-Central,1457,2500389.35,24,-0.063,0.081,39,0.103,
28096254-c4c8-4f42-b5e9-2f3dea6a06a7,Northwind Health,retail,US-West,484,4523062.71,24,-0.296,-0.113,11,0.484,
bf3c314b-12e9-4855-91f3-d6a9e5b04e1c,Atlas Education,retail,LATAM,495,4747640.79,9,-0.2,-0.263,5,0.207,
a5b088e3-e6eb-465a-a3fb-0fc00f4967eb,Arbor Pharma,legal,LATAM,535,5422039.0,27,0.311,-0.146,5,0.132,
c08eb35a-ca48-4b4a-b207-a171a8bccc9b,Pioneer Logistics,public_sector,US-West,1653,2414197.51,92,0.418,0.185,12,0.366,
d46426e8-f198-4790-b23e-063828440bd0,Summit Manufacturing,public_sector,APAC-South,663,5388613.35,140,0.12,0.747,32,0.113,
c34eb15d-f363-48f9-a369-d0636abaea1a,CivicGrid Utilities,finance,US-East,402,4406940.29,12,-0.029,0.053,39,0.08,
021443f8-8b43-49e5-9efa-5b4225cdd6b1,Arbor Pharma,retail,APAC-South,991,1552774.12,50,0.166,-0.816,27,0.255,
73934d8f-71dc-44eb-b30e-abb8e732561e,Meridian Insurance,retail,EU-Central,721,1284544.51,57,-0.421,-0.698,61,0.221,
40e8a7d6-00bf-415f-8f79-1a4871cbe859,Northwind Health,legal,EU-Central,371,3823781.38,109,0.323,-0.507,67,0.322,
e6c09a8b-bb27-4054-8426-1d6bcca9b565,Pioneer Logistics,manufacturing,US-East,1747,118997.02,112,-0.38,0.351,41,0.277,
32f06f34-0925-434c-bcb5-9d003c200d92,Summit Manufacturing,legal,EU-Central,1167,42091.99,73,-0.109,0.1,38,0.097,
bd16999c-2277-4f10-a554-1807e9075ecb,CivicGrid Utilities,finance,US-East,1433,3384596.96,125,0.34,-0.001,55,0.109,
c0204e5e-121a-4848-84c1-6797fbb17e3f,Arbor Pharma,retail,US-East,416,2605313.52,53,-0.076,-0.787,36,0.025,
de64c776-b182-4379-b747-2c11e7a709f9,Aster Financial,retail,US-West,727,4148760.84,20,-0.132,0.112,59,0.053,
6e91632d-c623-4b19-a039-2e7073120093,Helio Energy,legal,US-West,1509,4448854.04,88,0.151,-0.45,51,0.206,
762b7221-65a8-425e-8a3a-36831f98d84e,Aster Financial,finance,LATAM,429,4866690.92,22,0.173,0.269,28,0.082,
8c7a66ae-1d43-4d61-94e8-e75a5c8b8eb5,Aster Financial,healthcare,US-West,165,5067979.52,22,0.247,0.273,21,0.131,
fe7d9148-5e32-4c46-a5ef-bb4ed31500c8,Arbor Pharma,manufacturing,LATAM,1729,1762757.07,131,0.013,0.607,34,0.489,
cc7b55a9-f797-4b2e-8396-19d63e38cf1f,Arbor Pharma,finance,US-East,164,2538013.13,88,-0.187,-0.773,21,0.119,
47a4bbf5-627a-4f91-98c7-99ac6a8b750e,Helio Energy,healthcare,EU-Central,689,4031343.67,96,-0.428,-0.324,64,0.059,
d48c3f39-414a-4e5e-bd46-0020298bc42a,Pioneer Logistics,manufacturing,LATAM,1639,577493.13,79,-0.234,0.254,4,0.139,
170d4fe5-e7d7-4114-b5e8-684c7a3582b0,Cobalt Media,legal,LATAM,1061,1209223.6,44,-0.205,-0.512,48,0.083,
d330911f-ccdf-4cfc-b2a6-f5dee3010310,Meridian Insurance,legal,EU-Central,1633,2524147.43,107,-0.322,-0.075,67,0.03,
c23affbe-3952-4996-8eff-c26c28bf373e,Summit Manufacturing,manufacturing,US-West,1417,5433642.84,6,-0.062,0.404,57,0.157,
c0837978-57fb-4221-a10e-636c4ade6e57,Cobalt Media,manufacturing,US-West,1082,5277457.12,111,-0.156,0.351,58,0.182,
6f29e234-4c74-4ea9-b8ac-c63287c2b434,Cobalt Media,legal,LATAM,313,3227706.69,20,0.278,0.114,65,0.2,
988bbcdf-0e0b-408c-966c-158525458624,Meridian Insurance,retail,US-East,1400,3389099.15,75,-0.131,0.499,55,0.265,
b39c6518-250e-4c69-9593-ff13ef4701da,Arbor Pharma,manufacturing,US-East,1120,1465276.29,78,0.162,0.839,50,0.19,
a7ab9035-8f9b-4799-bed8-b5a7c26ac720,Helio Energy,legal,LATAM,145,3572465.5,60,-0.394,-0.73,56,0.357,
397d933d-204c-4077-8d58-3ede5f498cb9,CivicGrid Utilities,public_sector,LATAM,795,1517791.88,29,0.074,-0.414,30,0.003,
e18ed85e-48b9-4990-9eb6-82cc088f8d6f,Vertex Legal,public_sector,LATAM,1206,2581341.46,9,0.13,-0.638,21,0.388,
a81d47d6-844d-48d0-9184-13c0e2d8c878,Aster Financial,finance,US-West,1221,3965430.15,138,-0.334,0.391,20,0.16,
d2a09f14-4a73-42e3-af29-cbf7dc934cb7,Cobalt Media,retail,LATAM,531,1490081.66,11,-0.42,-0.765,44,0.17,
9fb96dad-db56-4c92-a887-f6dc3ab260a2,Summit Manufacturing,manufacturing,LATAM,594,3717956.75,129,0.255,0.408,39,0.062,
60438d41-26f9-4e2a-869d-acbbea59b95d,Aster Financial,healthcare,LATAM,73,1151897.71,99,0.497,-0.63,1,0.121,
3a7c6733-f31b-4a3a-8799-30b9bbaef6a7,Pioneer Logistics,retail,APAC-South,1089,2217132.79,128,-0.137,0.398,48,0.039,
2f9600cd-8f5a-4741-a2b9-78356e7c9137,Meridian Insurance,retail,US-West,1185,4314525.35,117,0.495,0.887,5,0.193,
c3bc30f9-fc1a-4962-a950-9e33da63f518,Atlas Education,healthcare,EU-Central,871,5490633.49,123,-0.415,-0.787,36,0.138,
2743dd4e-f1e0-47e0-ae83-2ad044a7696f,BluePeak Retail,finance,LATAM,962,690835.86,24,0.522,0.313,28,0.239,
1d777c18-b149-4c81-a6d0-2e84db9a794e,Arbor Pharma,public_sector,EU-Central,1706,3997223.84,55,0.139,-0.591,28,0.29,
5ade08a8-a21d-4e05-9eaf-73ade9869377,Arbor Pharma,legal,US-East,812,1752613.48,28,-0.429,-0.435,49,0.05,
1c3211d7-c50b-4927-85d8-14c641664486,Atlas Education,retail,APAC-South,710,3772612.0,133,0.588,-0.55,53,0.072,
72541194-19ec-4b9a-911f-00ebb22a5aa1,Helio Energy,legal,EU-Central,1038,4637974.42,101,0.018,0.864,37,0.017,
d2fe7330-ec68-46ea-8250-d93bce753ab2,Vertex Legal,legal,US-West,61,823885.81,29,0.043,-0.05,41,0.395,
cdede320-e6dd-482e-83a2-c4d06e956b47,Arbor Pharma,retail,US-West,635,3962844.58,28,0.516,-0.659,13,0.104,
278ff292-ab49-4e5c-b9ac-6bc38a2228e0,Northwind Health,manufacturing,EU-Central,816,4161682.84,54,-0.389,0.156,67,0.064,
8e3c79b1-fe83-4334-97b3-ef166d24ffb2,BluePeak Retail,healthcare,EU-Central,546,2590880.72,104,0.547,0.004,31,0.423,
0204cbe7-8071-47d4-af05-6565c7c42413,Pioneer Logistics,legal,LATAM,976,842479.92,40,0.485,-0.368,44,0.427,
95f37c3e-4a90-4001-9a08-02a8284e319e,Pioneer Logistics,healthcare,LATAM,1061,2783519.54,119,0.456,-0.67,22,0.69,
11e67175-78df-4383-af8f-f40ffd63a5ad,Northwind Health,manufacturing,LATAM,847,2588906.37,52,-0.27,0.069,54,0.065,
a970bc72-2b82-4d97-971b-3639f9ce904c,Northwind Health,healthcare,APAC-South,225,5444056.78,0,0.26,0.571,14,0.032,
cd295fa8-a9cf-43e6-b24c-e3aa381da403,Vertex Legal,finance,US-West,358,1462166.77,34,-0.368,-0.31,45,0.252,
4206d762-26ba-4d6d-859c-20d5e837e64f,Cobalt Media,healthcare,APAC-South,659,4608468.69,50,0.219,0.216,24,0.231,
6e87f834-9b8d-4e86-bb0f-d6b6385f4871,Northwind Health,finance,US-East,1165,3814130.71,29,-0.251,0.829,29,0.157,
bf73e227-ab01-4d16-bcff-664138ce7d60,Vertex Legal,public_sector,LATAM,1453,4399680.14,1,0.175,0.15,31,0.34,
cc0ca48e-e514-47ad-8033-100792a7bb5b,Arbor Pharma,retail,APAC-South,751,917096.25,11,0.131,0.295,70,0.043,
9a8ce857-056e-46cc-b8e3-eb4a09437811,Vertex Legal,healthcare,US-West,768,5449686.24,110,0.227,0.111,39,0.096,
ccf73e7a-7a50-415a-8748-2adf8526702b,Arbor Pharma,retail,APAC-South,1096,2365339.16,75,0.415,-0.07,24,0.076,
9a807364-e322-4b3b-a511-378024745cbe,Cobalt Media,retail,EU-Central,671,3206773.57,130,0.51,-0.681,18,0.174,
