warranty_id,device_id,customer,start_date,duration_months,claim_count,claim_cost_usd,coverage_level,expiration_risk,duplicate_marker
52159fd4-1a38-4a53-b263-1d7c047d6efd,XRX-100022,Helio Energy,2025-12-07,24,6,1701.21,standard,0.354,
9734a7af-99f1-4a72-b22d-6e412f56a17f,XRX-100023,Helio Energy,2024-03-14,48,2,0,premium,0.963,
504ffbb4-a540-4177-9db5-53cbc739c289,XRX-100024,Cobalt Media,2025-07-05,36,8,491.05,standard,0.175,
d382f79d-aa48-4ba1-bac4-40291942e5a9,XRX-100025,Pioneer Logistics,2025-07-12,24,7,788.84,mission_critical,0.998,
67169281-6eb1-4f17-a969-60273c718e9f,XRX-100026,Meridian Insurance,2025-10-08,24,8,0,premium,0.467,
97947943-9230-496b-bcb3-79f5d7d31726,XRX-100027,Aster Financial,2025-08-06,36,4,270.94,premium,0.148,
a9fc0e25-957f-4908-8b44-3d1abf5b4472,XRX-100028,Summit Manufacturing,2024-06-23,24,3,143.31,mission_critical,0.39,
9f5f59b8-d898-461e-b353-a7fcc7e948b0,XRX-100029,CivicGrid Utilities,2025-04-26,36,5,384.86,premium,0.391,
a4511ddd-aba9-49ec-88a2-447dc7f80954,XRX-100030,Meridian Insurance,2024-05-11,24,7,0,standard,0.984,
1112853a-49bc-4dd5-ae43-9e496fe88bda,XRX-100031,Northwind Health,2024-06-12,24,3,0,standard,0.643,
0f327153-6c6f-4a6b-a091-d40ad15e35e7,XRX-100032,Northwind Health,2026-04-25,24,5,1355.28,mission_critical,0.648,
ac5d01d5-eb0c-4760-9b0f-770c61a10d32,XRX-100033,Cobalt Media,2026-03-11,36,1,914.21,premium,0.422,
ed7f2d74-d229-404f-a94b-803215407457,XRX-100034,Atlas Education,2025-04-29,12,3,0,mission_critical,0.467,
87b6188f-f629-443e-a4b0-623b28800bb7,XRX-100035,Pioneer Logistics,2025-04-21,24,6,0,premium,0.94,
69bdc438-1996-4e4c-8f40-e4eec73b9778,XRX-100036,Northwind Health,2026-02-20,48,1,1861.35,premium,0.588,
971f2d5e-fa22-4cc3-86cb-4256bc5ca264,XRX-100037,Vertex Legal,2025-02-08,12,1,71.5,mission_critical,0.85,
02d56810-3e3b-4e5a-b005-696d484da8b2,XRX-100038,BluePeak Retail,2024-03-06,24,5,0,standard,0.761,
577d290a-6770-4baf-9196-ce04d53f8d33,XRX-100039,Helio Energy,2025-07-30,36,7,0,premium,0.151,
ae6db371-7da1-4cb2-b0cb-ee0d6d12b512,XRX-100040,Northwind Health,2025-10-20,48,0,856.95,mission_critical,0.032,
03e9322a-a391-45c3-95a1-110cf3996edc,XRX-100041,BluePeak Retail,2025-07-28,24,4,775.84,mission_critical,0.373,
4fdf2598-0f98-4489-8d78-0c7add890135,XRX-100042,Arbor Pharma,2024-11-30,48,6,1949.07,mission_critical,0.802,
77c42fba-6d16-4959-a49e-f9e8912f66dc,XRX-100043,Meridian Insurance,2025-02-01,48,7,506.42,mission_critical,0.937,
8219f2c5-64b6-472f-a6fb-ca4a544f6df9,XRX-100044,Meridian Insurance,2024-11-08,36,1,442.77,mission_critical,0.726,
4cf5a1b7-14cf-43e0-bb4b-ab25611b446b,XRX-100045,CivicGrid Utilities,2025-05-11,36,4,1731.68,premium,0.907,
0cc566cf-604b-45f8-a632-69db36c8889a,XRX-100046,Pioneer Logistics,2024-07-16,12,7,1170.16,mission_critical,0.641,
e7d2f768-b945-498f-8e05-575f83aa678d,XRX-100047,Aster Financial,2025-02-25,24,6,1110.22,premium,0.973,
6ff0d8f3-c84e-43a8-b54a-b01df03dd5b7,XRX-100048,Vertex Legal,2025-10-19,48,6,0,premium,0.91,
00bf8729-8bad-42e1-b0f5-5c434dbb9976,XRX-100049,BluePeak Retail,2025-07-08,48,8,1240.57,mission_critical,0.617,
328f8fa2-a063-4f72-a50a-291c6b810022,XRX-100050,BluePeak Retail,2025-05-10,12,3,0,premium,0.335,
8f7f0cf7-f9c9-4cf1-91dc-5d9a28bff6f0,XRX-100051,CivicGrid Utilities,2026-02-18,12,2,19.0,mission_critical,0.372,
d42c26aa-de8f-4128-9db9-05af80587a48,XRX-100052,Summit Manufacturing,2025-08-22,36,4,501.79,mission_critical,0.824,
ee6c96c6-706b-4098-89c4-daab38f16b61,XRX-100053,Northwind Health,2026-03-24,24,6,619.91,premium,0.875,
bee691fb-8978-40fd-a3bc-fd6322184c85,XRX-100054,Cobalt Media,2025-09-07,24,8,1841.16,mission_critical,0.778,
6b4117f6-3ed9-42ba-9499-116b93bac270,XRX-100055,Atlas Education,2025-05-19,36,7,0,premium,0.691,
4bc0dc95-6fac-40eb-bcf0-4d01f3f9d69e,XRX-100056,Northwind Health,2026-01-06,36,5,0,mission_critical,0.364,
58c4f40c-db7e-4659-b9f5-8bd60ab86c7d,XRX-100057,Vertex Legal,2025-06-08,12,5,1517.92,standard,0.659,
9e0747a5-3f79-4302-93e9-374b917f76d6,XRX-100058,BluePeak Retail,2025-04-25,24,2,376.74,standard,0.351,
208419ec-08c3-46a6-ac3e-756beb10d0ba,XRX-100059,Arbor Pharma,2024-02-01,48,7,531.63,mission_critical,0.335,
cec503b8-ef67-4d91-9d8c-a1a2297ccb2b,XRX-100060,Pioneer Logistics,2024-07-29,48,0,0,mission_critical,0.009,
07556048-df15-4066-b93d-bdcdbb681fef,XRX-100061,BluePeak Retail,2024-07-28,24,1,0,standard,0.063,
112acc3c-3a7d-4158-8ca5-128cd3923007,XRX-100062,Pioneer Logistics,2025-05-26,48,6,0,mission_critical,0.015,
b1957df9-76de-40c9-a46a-7ad8bbd9a658,XRX-100063,Arbor Pharma,2024-05-12,36,8,917.06,standard,0.052,
0851e3b3-401c-4131-9353-4095e74770df,XRX-100064,Pioneer Logistics,2024-09-25,36,0,814.03,standard,0.474,
496ec15c-54ea-413d-8b29-401ff3c9f393,XRX-100065,Pioneer Logistics,2025-01-31,12,4,1067.36,premium,0.596,
067ede59-5fea-4180-a43c-7bb9751509c1,XRX-100066,Atlas Education,2025-10-28,48,7,1048.57,mission_critical,0.248,
9b0377e2-5a4b-44e1-9a6e-39a5f8a7e559,XRX-100067,Atlas Education,2025-07-24,36,8,1103.33,premium,0.818,
dec6f3d7-87c1-4ffb-a694-81fee7813c0e,XRX-100068,BluePeak Retail,2026-01-31,12,3,0,mission_critical,0.486,
d23c9176-cf9f-4ade-962e-a402e4fb6eb7,XRX-100069,Arbor Pharma,2025-04-18,48,2,749.16,standard,0.837,
13962b10-bd7d-4bd9-976c-b55cde15794a,XRX-100070,Atlas Education,2025-12-11,48,3,966.1,standard,0.957,
05cf33e6-1359-40bb-a262-b98a26d1a086,XRX-100071,Helio Energy,2026-05-16,12,6,92.04,standard,0.071,
332ca345-d9b2-4bb0-ac1d-8824e1e2f8bc,XRX-100072,Meridian Insurance,2024-06-04,36,4,832.81,standard,0.331,
b5849e58-e589-48cd-8b6d-f5ae73956858,XRX-100073,CivicGrid Utilities,2024-09-25,48,1,203.24,premium,0.984,
27ce59f0-a311-43ee-b475-b5f1814c2b80,XRX-100074,Pioneer Logistics,2024-03-19,24,8,1794.71,standard,0.333,
f13e708c-28ac-4e1e-a2e6-b0fe6585289c,XRX-100075,Northwind Health,2024-12-26,12,3,892.78,mission_critical,0.593,
d13eb7a2-7a24-4626-bc20-cc434ad6c30c,XRX-100076,Cobalt Media,2024-03-26,24,1,268.67,mission_critical,0.712,
5e5f4a5f-bb28-4d81-ab2c-cedd9f7bdee6,XRX-100077,Meridian Insurance,2024-09-14,24,7,795.36,premium,0.592,
ed1581bb-55ab-4655-bff1-228cfc86e4eb,XRX-100078,Summit Manufacturing,2025-04-19,24,4,1328.92,mission_critical,0.694,
5ac43b93-6c8d-4b75-829c-0811cf3801f2,XRX-100079,CivicGrid Utilities,2026-01-03,24,5,636.59,premium,0.245,
a1d46770-e473-407e-a0ed-6542d723dfe3,XRX-100080,Helio Energy,2026-01-21,48,1,622.6,premium,0.313,
c41d4738-893d-4349-973a-0672423ac231,XRX-100081,Arbor Pharma,2025-09-21,36,5,896.8,mission_critical,0.83,
26fc0878-1efb-4728-a671-92062e42c4b7,XRX-100082,Aster Financial,2025-05-09,48,2,859.17,mission_critical,0.472,
680f6c07-307b-4d51-81a3-e1407ce5e2ec,XRX-100083,CivicGrid Utilities,2024-01-22,48,8,246.7,mission_critical,0.463,
4bf48f92-4e4b-48f2-a609-d5bf8891e979,XRX-100084,Atlas Education,2025-10-12,12,8,183.25,premium,0.201,
4a4b4dc8-bd95-408e-b9be-89b782e4717e,XRX-100085,CivicGrid Utilities,2026-04-04,24,1,1079.08,mission_critical,0.545,
51d8affc-1d6f-4d91-85fe-3ab2daaeb071,XRX-100086,Helio Energy,2024-05-25,12,6,691.33,standard,0.195,
91073f4c-a7c8-4e6b-a80d-73c0d017aabb,XRX-100087,Atlas Education,2025-02-22,36,5,1086.27,mission_critical,0.081,
dec0b4cf-3cec-4486-aec5-39427431ce2e,XRX-100088,Cobalt Media,2024-07-05,48,1,2437.38,premium,0.519,
40d08998-a24b-407e-b2fa-33e5874f9a0e,XRX-100089,Vertex Legal,2024-05-29,36,8,491.81,premium,0.242,
dae97013-3143-4ffe-8b8f-80533b98f956,XRX-100090,Arbor Pharma,2024-12-28,24,1,687.68,premium,0.557,
497e55e2-b58d-4837-a81a-3debfd01e63c,XRX-100091,Arbor Pharma,2025-03-26,48,4,196.15,premium,0.736,
1ac593f4-4743-4827-874f-ed05d0debb9e,XRX-100092,Arbor Pharma,2025-10-20,48,1,665.64,standard,0.656,
5e386d7a-7bc6-4028-9c3f-61705dbe0ac9,XRX-100093,Cobalt Media,2025-12-26,24,1,1031.97,premium,0.857,
894389e9-8b9e-45a6-b5af-59f53f7f5cd4,XRX-100094,Atlas Education,2025-04-25,24,5,574.98,standard,0.443,
cf90b7d9-11ca-4d6a-9f1c-268d2da6240c,XRX-100095,Helio Energy,2024-05-31,24,0,0,premium,0.53,
c8b87d13-a5d1-4983-bc88-46d7633c428e,XRX-100096,Helio Energy,2024-03-23,12,5,780.95,standard,0.883,
b34db699-61cb-436a-910f-b61f0f2af47f,XRX-100097,Northwind Health,2024-04-22,48,6,766.18,premium,0.128,
b7b4c110-0fc1-430c-b48a-d6a2582c3885,XRX-100098,Cobalt Media,2025-11-17,12,4,0,standard,0.874,
6d80d45c-3eac-4ee0-a879-9b085bdf2409,XRX-100099,BluePeak Retail,2024-11-08,12,2,162.41,mission_critical,0.338,
375f53e9-4061-4a4c-b53f-b8d1d3c2f5d1,XRX-100100,Cobalt Media,2024-09-09,24,4,492.77,mission_critical,0.983,
ea842ee7-ca00-43b2-a267-9ca19b674af3,XRX-100101,CivicGrid Utilities,2024-10-06,36,6,212.42,standard,0.525,
652b3561-240e-47bd-bbd1-e48de45f2cf3,XRX-100102,Aster Financial,2025-05-01,24,2,988.49,standard,0.176,
2270d225-3677-432d-ba7f-b3c769c2fbdf,XRX-100103,Pioneer Logistics,2024-02-12,12,8,958.21,standard,0.74,
4e7586a1-6868-4054-859d-bb7a85143501,XRX-100104,Helio Energy,2025-12-30,36,1,0,premium,0.473,
b9cb1bd8-a414-459e-a7f8-24bdcfcf55b3,XRX-100105,Vertex Legal,2026-01-15,12,7,727.52,premium,0.836,
f0bb0a35-98ca-4fc9-8512-447395a1339a,XRX-100106,Summit Manufacturing,2024-01-16,36,6,0,premium,0.441,
654b642f-0a07-449e-8827-f54ad6d9b66f,XRX-100107,BluePeak Retail,2026-02-13,12,6,1310.26,mission_critical,0.367,
21e2c79f-2fa5-4c0b-a9fe-1bb02bf250b8,XRX-100108,Pioneer Logistics,2025-10-02,36,0,0,standard,0.979,
f200e5c9-7c56-46b6-b4fe-cc519fafd24f,XRX-100109,Cobalt Media,2025-03-29,24,1,0,premium,0.499,
d3272ff7-b01d-4a3e-9af7-20362666b27a,XRX-100110,Atlas Education,2024-10-21,24,5,648.37,standard,0.938,
55060fa9-dbd6-4f86-9583-531850e58fb4,XRX-100111,Meridian Insurance,2026-01-19,36,4,1993.09,mission_critical,0.455,
5a6d57a5-76f9-4d0d-884b-250e281b538d,XRX-100112,Arbor Pharma,2024-09-15,36,6,1760.86,mission_critical,0.268,
3a42ab48-6825-4441-a698-18c0550540a5,XRX-100113,Atlas Education,2025-08-11,24,7,583.1,standard,0.875,
1522a920-fbd6-4fe9-b1de-1fdd06541359,XRX-100114,Cobalt Media,2024-06-07,36,6,0,standard,0.653,
a973e77f-9eec-4840-bdf4-3d1ace273dc0,XRX-100115,Meridian Insurance,2024-12-12,48,8,1169.62,standard,0.254,
6462336b-dbb3-4e60-be20-43073e952cb0,XRX-100116,Vertex Legal,2024-06-26,48,7,1472.58,mission_critical,0.156,
e18ad52d-049f-405b-aa47-c740fbd63296,XRX-100117,Vertex Legal,2026-01-15,12,7,703.67,premium,0.263,
586c043c-48b2-4efa-873e-40eca8a0f36c,XRX-100118,Meridian Insurance,2026-05-27,36,1,0,mission_critical,0.339,
534ed366-2528-4172-afab-d224a22f4158,XRX-100119,Pioneer Logistics,2024-04-14,48,8,838.81,mission_critical,0.864,
afcea294-328f-4070-849d-82b59509eab4,XRX-100120,BluePeak Retail,2026-03-16,48,0,1615.38,standard,0.425,
3fa0e92f-3724-4783-80de-976e282b5d95,XRX-100121,Meridian Insurance,2024-05-07,24,2,2574.49,premium,0.947,
a1871287-159a-4604-970e-3220a87958d5,XRX-100122,Atlas Education,2025-04-14,48,6,1490.05,mission_critical,0.007,
63b05ff5-4a02-4210-8082-c0258ba98ab2,XRX-100123,Aster Financial,2026-02-18,36,4,0,standard,0.72,
c02e20f0-efca-464e-968b-2e1506e6de1d,XRX-100124,Aster Financial,2025-02-11,12,1,1467.7,premium,0.739,
f031ea44-027c-47d9-9e39-f51741404bb1,XRX-100125,BluePeak Retail,2024-03-30,12,8,0,premium,0.977,
f680cb70-dd99-4276-86af-a38344741888,XRX-100126,Vertex Legal,2025-03-13,12,1,1171.3,standard,0.21,
4ee71d2e-6ab1-4d30-9798-d42a6572704a,XRX-100127,Helio Energy,2026-01-16,24,1,0,standard,0.322,
e62681df-cbde-4eb6-b825-b29434540647,XRX-100128,Helio Energy,2024-05-16,12,2,0,mission_critical,0.36,
19838142-2c12-47f8-959d-b6346b794844,XRX-100129,Pioneer Logistics,2025-06-24,12,1,569.04,premium,0.894,
dfc58661-e68f-443d-a5c3-e3ac49214365,XRX-100130,BluePeak Retail,2024-12-06,36,5,0,standard,0.242,
276ed7e8-88d9-43d4-8428-3acd7c96178d,XRX-100131,CivicGrid Utilities,2025-08-14,48,0,810.04,standard,0.569,
b0ba8d56-1a2c-4f57-a119-beaa713affc9,XRX-100132,Atlas Education,2026-02-24,36,3,330.02,premium,0.679,
d2f737ea-a989-408c-bab0-c09ad7c5ca35,XRX-100133,CivicGrid Utilities,2024-06-13,24,1,193.1,mission_critical,0.443,
2304eb83-85ca-47ca-ad13-ba699ac8ed94,XRX-100134,Northwind Health,2025-05-02,24,2,221.6,mission_critical,0.511,
522277a3-3c44-4988-9c31-154dff95b714,XRX-100135,Cobalt Media,2026-02-07,24,0,687.8,mission_critical,0.403,
466cda4f-bdd1-40be-97dd-7e7e203f61e7,XRX-100136,Arbor Pharma,2025-03-11,12,1,636.14,standard,0.05,
5c5d2725-1292-46ec-b28f-a4ca76ede3b0,XRX-100137,Cobalt Media,2025-05-21,36,6,1618.65,mission_critical,0.632,
877857d5-6e2a-416d-9eb1-20d4def35bc8,XRX-100138,Northwind Health,2025-08-05,12,3,599.65,premium,0.764,
3d281a42-246f-4bd6-a9f9-d18d75affc8c,XRX-100139,Vertex Legal,2026-04-23,12,8,271.06,mission_critical,0.048,
333d3541-a3fb-4bdb-82d3-aea67b7f9837,XRX-100140,Northwind Health,2025-11-05,48,4,0,mission_critical,0.802,
c6cd8184-a0b2-4d7a-b062-74a0da461523,XRX-100141,BluePeak Retail,2026-01-20,36,2,0,premium,0.917,
ad1ff1c8-4d21-4d62-b4c5-41c7e82df2c1,XRX-100142,Meridian Insurance,2025-08-09,36,7,310.27,standard,0.648,
532e4cb5-579c-47c0-9617-a6074be30462,XRX-100143,Helio Energy,2024-01-05,48,6,1259.58,standard,0.992,
b9a06223-ac7c-42a1-8fb5-b132aee6d1d3,XRX-100144,Arbor Pharma,2025-09-28,24,4,116.71,standard,0.524,
5ae6c562-0b25-4e93-8977-c71359a6df4a,XRX-100145,Arbor Pharma,2025-07-09,24,1,1266.03,premium,0.159,
55ccb203-fa7c-4627-bccb-a68efd560261,XRX-100146,Vertex Legal,2025-08-19,36,7,1787.99,premium,0.597,
f8ff1288-2cc9-43e9-a426-89448f8b33fb,XRX-100147,Helio Energy,2025-03-15,24,8,0,premium,0.96,
2f98490c-d54c-48e8-a537-ba39a242c3e0,XRX-100148,Aster Financial,2026-04-01,24,6,394.21,premium,0.333,
2b96f6b0-cebb-4fbd-be17-5d9e593df011,XRX-100149,Northwind Health,2025-08-17,12,8,0,premium,0.385,
acfa7383-f604-497d-810b-4d57a711c618,XRX-100150,Arbor Pharma,2024-05-30,36,5,1052.44,mission_critical,0.387,
e830f78c-ac51-4cb9-95b1-757c98babc15,XRX-100151,Aster Financial,2025-03-17,36,0,474.86,premium,0.552,
6592c8fe-97cf-4108-8ec7-7265355a299c,XRX-100152,Helio Energy,2025-07-27,48,2,555.65,premium,0.571,
70497caf-b2ec-4872-a917-fdee5f8dc123,XRX-100153,Cobalt Media,2024-12-24,12,6,950.09,standard,0.743,
9cb17db9-192b-4021-9dea-9daba35ba9d7,XRX-100154,Arbor Pharma,2024-07-13,48,2,790.67,premium,0.056,
b549ca6a-7025-47a7-9abb-28a9c0ac7a0c,XRX-100155,Aster Financial,2025-08-31,36,4,0,premium,0.906,
8138e17d-e939-46a6-b69c-14461003e4e8,XRX-100156,Pioneer Logistics,2026-04-03,48,4,0,mission_critical,0.108,
d7c97686-0f4e-46f7-8581-f16481e9ef43,XRX-100157,CivicGrid Utilities,2024-07-26,24,2,1351.67,standard,0.455,
f569013b-dab9-418c-abbe-add980df3ae6,XRX-100158,Northwind Health,2026-04-24,12,7,1115.68,mission_critical,0.365,
3d042763-135b-4987-9481-f6a987575952,XRX-100159,Vertex Legal,2025-03-14,48,4,608.89,mission_critical,0.302,
db89d446-1161-4693-ad3f-b0a85e2aed53,XRX-100160,Pioneer Logistics,2024-03-14,48,0,1271.2,mission_critical,0.365,
2c75033b-bf6a-4e93-823c-a2ae9efca1ec,XRX-100161,Summit Manufacturing,2026-03-02,36,8,1199.8,premium,0.563,
fb34c6ec-8d52-43c0-a96b-45118deb3876,XRX-100162,Meridian Insurance,2025-08-11,12,6,889.78,mission_critical,0.983,
ef274cfd-85a1-4d77-8638-2c08f14f2e49,XRX-100163,Helio Energy,2025-07-23,48,6,0,standard,0.906,
12d31c19-0098-4f70-9f18-17646f53aa81,XRX-100164,Helio Energy,2024-05-11,12,0,1077.97,premium,0.807,
952e0b15-4dea-4e36-bccb-249785831358,XRX-100165,Arbor Pharma,2024-09-03,24,2,0,standard,0.636,
409fb027-c606-4c5d-85c5-84f80c682814,XRX-100166,Cobalt Media,2025-05-10,48,4,908.16,standard,0.351,
3f3de2cd-f4a4-46b8-b185-df4962537e0f,XRX-100167,Arbor Pharma,2025-05-01,48,2,0,premium,0.41,
84534f03-59c5-4e4b-8d06-c182293af727,XRX-100168,Atlas Education,2024-10-03,48,5,563.24,premium,0.981,
008ecc62-a828-4c72-8b4e-ddfa6af968dd,XRX-100169,Atlas Education,2025-08-07,24,6,912.33,standard,0.382,
c976213b-230c-4dc5-888b-1d11bd1a4064,XRX-100170,BluePeak Retail,2025-02-20,36,7,497.96,standard,0.883,
0a40a139-c8e9-450d-aec9-d78d56d26714,XRX-100171,Summit Manufacturing,2026-02-22,12,3,990.11,premium,0.157,
4746b341-71eb-4402-b48c-65310573c9f4,XRX-100172,CivicGrid Utilities,2024-12-01,24,7,0,mission_critical,0.565,
169ec1a1-8998-4e36-8d74-aaba0ecfdb51,XRX-100173,Cobalt Media,2024-01-15,48,3,287.17,standard,0.013,
cb209574-7e79-40f2-aad3-9ded41a7d211,XRX-100174,Cobalt Media,2025-11-14,24,5,786.77,mission_critical,0.381,
082c3586-0867-4b24-a98c-6f52b763a08f,XRX-100175,Aster Financial,2025-09-23,48,4,0,standard,0.397,
6f90f534-b617-405d-9b0f-f05d023ffc8b,XRX-100176,Northwind Health,2024-07-27,36,6,700.85,standard,0.61,
0d6903d6-44a5-4ab9-9360-a0404dc925d9,XRX-100177,Cobalt Media,2024-12-04,12,3,0,mission_critical,0.615,
83827ef3-f234-45b2-8e05-87289bea477a,XRX-100178,Pioneer Logistics,2025-04-06,12,8,58.25,premium,0.337,
29fd19b9-b65b-47b6-b364-4326506eb222,XRX-100179,BluePeak Retail,2025-06-25,36,6,0,premium,0.299,
84cc96d6-62db-4ccd-a7ae-8411d86e3b11,XRX-100180,Helio Energy,2024-02-07,12,0,0,standard,0.543,
3587b84f-b939-4ba9-aaf8-35c19daee973,XRX-100181,Pioneer Logistics,2024-06-07,24,0,1358.28,standard,0.314,
41681a5e-965d-401b-935f-4bc6a22adcb1,XRX-100182,Cobalt Media,2025-01-16,36,8,951.8,mission_critical,0.072,
f964d32d-89bb-4e5a-a4fc-114b141c6e6b,XRX-100183,Pioneer Logistics,2026-04-16,24,8,941.91,premium,0.275,
388eef5f-fdd3-4c8f-81aa-2d2dda37a9be,XRX-100184,Helio Energy,2024-07-28,48,6,463.27,premium,0.673,
8dd8f84a-f5a0-4dfc-a4ce-e6d591ccf12d,XRX-100185,Pioneer Logistics,2024-07-17,12,0,0,premium,0.674,
a36137ba-79e6-4d5f-a3c2-dc1fb5398642,XRX-100186,Cobalt Media,2024-08-17,36,2,1183.48,premium,0.515,
23141edb-11a7-4c8f-8c06-20f090b28a16,XRX-100187,Pioneer Logistics,2025-07-18,12,4,665.2,standard,0.021,
207d0760-17ff-46b2-844f-e80852265513,XRX-100188,Atlas Education,2025-11-26,36,0,507.08,premium,0.528,
895cf3f1-e5bb-4a0f-b74d-cdecfc50bf08,XRX-100189,Meridian Insurance,2024-11-10,24,4,339.29,premium,0.37,
8767bb61-c244-43d5-80be-3f26ad01ce9e,XRX-100190,Aster Financial,2025-04-29,36,4,0,standard,0.473,
e28165fe-0abf-494d-8c75-9573f3798c90,XRX-100191,Helio Energy,2024-09-17,48,8,834.73,mission_critical,0.802,
b4de5d14-4959-480a-b60b-4b36f018f7a0,XRX-100192,Pioneer Logistics,2025-04-18,36,4,1593.33,mission_critical,0.648,
c7a4f2a2-70de-4c8b-880e-22e1434b9d19,XRX-100193,Northwind Health,2024-11-10,48,7,252.19,standard,0.548,
bbeee732-5f7f-4ba1-949d-c751b46610ca,XRX-100194,BluePeak Retail,2024-10-28,36,0,1312.4,standard,0.961,
6c0b1b69-9382-44f2-b0e6-9fa90bdea1bc,XRX-100195,Northwind Health,2024-02-06,12,7,513.15,premium,0.095,
7f40daec-5bae-473d-a90a-51c6484c84f8,XRX-100196,Northwind Health,2024-05-26,48,0,859.96,standard,0.827,
710ffda9-589e-443c-9fe1-b09508188ade,XRX-100197,Arbor Pharma,2025-09-01,48,0,245.47,mission_critical,0.763,
0c5e4e6e-60c3-4219-97c2-7cf2372a43b3,XRX-100198,Cobalt Media,2025-02-21,24,8,282.88,premium,0.376,
0ee96bd2-a595-4560-8c85-14a68320e7aa,XRX-100199,Arbor Pharma,2024-06-29,24,3,215.66,mission_critical,0.761,
01c0a75d-ef1c-4c2c-abdf-9aae506eabb0,XRX-100200,Vertex Legal,2026-02-02,48,7,0,standard,0.148,
8dc0f5ce-2d2b-4450-bd5d-dba8715b2d27,XRX-100201,BluePeak Retail,2025-02-01,36,8,0,standard,0.168,
80922884-b32e-490c-998e-60a1c4051e95,XRX-100202,BluePeak Retail,2026-01-31,48,2,1346.0,standard,0.341,
05f1c5b6-9056-4fee-9694-9822a80486be,XRX-100203,Atlas Education,2024-01-01,12,6,1237.99,standard,0.105,
145c463d-8006-4115-9e5d-66230a8bc846,XRX-100204,CivicGrid Utilities,2025-10-12,12,1,1267.35,premium,0.638,
4160d706-6955-4ff0-b197-43f8cf28389a,XRX-100205,Arbor Pharma,2024-10-06,48,2,638.49,mission_critical,0.739,
5649f015-9aa3-41ad-a45a-a57caccd68c8,XRX-100206,Aster Financial,2025-12-24,24,1,251.31,standard,0.003,
1c88dbeb-49a8-4629-ae7b-b305e10e0bd4,XRX-100207,Vertex Legal,2024-03-31,48,6,799.95,mission_critical,0.281,
87c1f37a-89d1-4232-831f-a8ee9a671ba7,XRX-100208,Cobalt Media,2024-01-03,24,0,0,premium,0.577,
5736bff1-78a7-4184-bdb4-1517b2c9da69,XRX-100209,Cobalt Media,2024-10-28,48,1,790.53,standard,0.689,
