usage_id,timestamp,device_id,customer,cartridge_type,pages_printed,toner_consumed_ml,remaining_pct,replacement_required,duplicate_marker
2babf0aa-e3ea-42cd-8b1d-1ce5a9cc68ba,2026-03-13T14:46:35,XRX-100042,Helio Energy,black,1159,59.65,10,False,
01247a31-4abe-42b7-89e9-ab5d02352484,2025-05-05T18:59:11,XRX-100043,Summit Manufacturing,magenta,1161,22.28,79,False,
d631c809-b6a3-44b9-a6d4-7cb462a9f4a0,2026-02-22T11:17:29,XRX-100044,Arbor Pharma,magenta,761,17.64,62,False,
bf1cd193-0a23-42d0-acad-78e4e6f08d1b,2024-07-07T03:22:05,XRX-100045,Atlas Education,black,1533,29.24,55,False,
fd2f5008-eb89-4d78-a4dd-218b297b81a2,2026-02-28T03:48:44,XRX-100046,Atlas Education,magenta,1413,29.77,91,False,
3910f306-dd90-41e2-b175-7e77f5294a76,2026-04-03T13:23:59,XRX-100047,BluePeak Retail,magenta,507,52.93,42,False,
2553018a-0574-4979-a042-9ff0ebc337af,2025-05-07T07:49:54,XRX-100048,BluePeak Retail,magenta,2037,30.27,60,False,
722d7620-c394-4541-aa1b-3f330e4f1ba0,2025-04-02T13:34:28,XRX-100049,Helio Energy,magenta,1335,30.0,27,False,
90c3c509-8a95-40c4-8a24-c5f956ff549d,2024-10-25T21:16:12,XRX-100050,Meridian Insurance,black,1338,67.44,4,False,
86872945-f427-467d-bd0a-92f4a670257b,2024-12-05T07:49:49,XRX-100051,Northwind Health,cyan,282,54.66,96,False,
d9e905c5-bd19-4084-94e9-99a8804eb264,2026-01-05T03:36:26,XRX-100052,Aster Financial,magenta,1539,31.75,50,True,
9ea66b2a-c7d7-4c52-ad86-86a642587d53,2026-01-25T21:07:42,XRX-100053,Vertex Legal,yellow,1316,70.92,75,False,
1aecd83d-8e69-41aa-ab24-f6cb31c0fac1,2024-04-19T23:30:37,XRX-100054,Meridian Insurance,magenta,2754,37.18,61,False,
a87e4246-36ec-4276-9740-4db365f58ac5,2024-03-20T23:29:26,XRX-100055,CivicGrid Utilities,magenta,945,51.33,40,False,
31271808-b755-4fc9-9e86-3a391ef0be4c,2024-09-23T03:56:34,XRX-100056,Atlas Education,cyan,568,19.52,39,False,
eab629dd-6cc1-4f92-90e1-e3504bc06194,2025-11-02T21:35:53,XRX-100057,BluePeak Retail,yellow,1222,44.23,68,False,
99346a1f-7df3-4ac4-81d8-68dcb0e0db0c,2025-05-05T06:29:50,XRX-100058,Helio Energy,magenta,392,38.69,100,False,
767a529d-e178-4c2c-85e8-f940da485eb5,2026-02-14T14:21:18,XRX-100059,CivicGrid Utilities,cyan,2459,40.37,77,False,
c9206d04-ae21-4151-8daf-543daf0efff2,2024-11-17T19:44:14,XRX-100060,Pioneer Logistics,black,1083,37.9,23,False,
c3d28aa2-2df3-4a36-af89-29079dabbee5,2026-05-22T21:02:52,XRX-100061,Helio Energy,cyan,1868,38.05,4,False,
7892a40b-e838-452b-8506-72b973ec585a,2025-12-09T15:44:34,XRX-100062,Meridian Insurance,black,827,40.31,0,True,
1fc84d1f-91bc-4fc8-81f7-7008c9427872,2024-05-24T10:16:46,XRX-100063,CivicGrid Utilities,magenta,1841,24.29,63,False,
6e070fed-316a-4b7b-b1a8-53d95ef21f85,2024-06-10T10:54:51,XRX-100064,Summit Manufacturing,yellow,1681,23.39,65,False,
832f6b7e-bbae-41f1-8154-f5cf88c79692,2025-12-23T11:59:08,XRX-100065,Cobalt Media,cyan,617,39.91,31,False,
dd48f7ac-d041-47ef-9ea6-cbdb702ac7d3,2025-08-28T12:36:26,XRX-100066,Helio Energy,yellow,1282,44.52,28,False,
7f89a583-5f3f-4a20-8f90-edfabf0a7de2,2024-12-11T15:38:59,XRX-100067,Meridian Insurance,cyan,1130,17.51,9,True,
a6f4f837-4b7b-47b7-8b85-7472920fc15c,2024-04-14T03:32:18,XRX-100068,BluePeak Retail,magenta,781,38.66,6,False,
10e5c662-0c35-4e0c-aa01-49fd26c51f37,2024-04-26T20:21:00,XRX-100069,Helio Energy,magenta,934,48.75,37,False,
26ad5e9e-4b87-4c84-847a-009695e058b4,2025-09-01T22:31:35,XRX-100070,Northwind Health,magenta,2269,42.97,22,False,
6676f938-954f-4287-974a-c20aba95d7e6,2025-03-13T06:59:12,XRX-100071,Northwind Health,cyan,1560,,36,False,
61a302fc-a8df-422d-818c-910f77b4d23b,2025-01-18T16:58:11,XRX-100072,CivicGrid Utilities,cyan,1855,36.64,79,False,
61af0d39-3655-40c3-b83e-37aa38e37e6d,2024-10-22T21:34:21,XRX-100073,Arbor Pharma,black,1375,30.44,78,False,
46056d2a-1208-4d80-9db9-717505b67cb1,2025-06-07T23:32:47,XRX-100074,Cobalt Media,cyan,1877,49.65,22,False,
72051679-cd5f-4040-8d13-4ad66e3812f9,2026-05-27T12:43:00,XRX-100075,Summit Manufacturing,magenta,906,32.96,63,False,
2f8212ad-0b4d-46aa-9884-11c06d80beab,2024-06-04T10:49:28,XRX-100076,Pioneer Logistics,black,704,58.89,94,False,
4c009895-6dfb-499a-b118-5335a39b5c88,2026-05-17T23:20:51,XRX-100077,Pioneer Logistics,yellow,1720,,34,False,
e951f17f-8935-4968-bf5a-d4ce7106565a,2026-05-23T23:58:07,XRX-100078,Meridian Insurance,cyan,1990,40.15,49,False,
9e7790bb-e498-49d5-99b8-31176dcb0491,2024-03-15T10:38:28,XRX-100079,Helio Energy,yellow,2859,17.0,76,False,
fb90b5b1-048a-4e3b-a796-d6a204a615f8,2024-09-04T09:16:39,XRX-100080,Arbor Pharma,cyan,2488,25.32,84,False,
c6378555-e25f-4e02-b656-f39a63ae9865,2026-04-28T05:36:59,XRX-100081,Atlas Education,cyan,2135,3.89,100,False,
9885a6bc-25c2-4611-b830-8db440dc83aa,2025-01-27T00:35:02,XRX-100082,Pioneer Logistics,black,2728,30.35,0,False,
c07a5aeb-e9fb-4a17-9213-27e3a054a06c,2024-09-10T17:09:25,XRX-100083,Pioneer Logistics,black,1327,49.04,73,False,
c460d97e-d0a8-42dc-928b-8c8fb2ac8359,2025-12-21T12:53:32,XRX-100084,BluePeak Retail,cyan,1046,21.29,50,False,
eed7074b-2228-45f8-b1fe-e4ad4280055c,2026-05-17T12:46:41,XRX-100085,Atlas Education,cyan,981,35.91,82,True,
e980ba12-dfd0-457e-910d-6f9ba83e2c11,2024-02-08T20:35:34,XRX-100086,Arbor Pharma,yellow,1295,42.55,97,False,
0ab81a62-8e3b-42b4-95f1-96d27596703b,2025-07-28T09:14:04,XRX-100087,Summit Manufacturing,black,1452,26.67,59,False,
49d72cb4-a8cd-481a-9298-49de0097f2e9,2025-02-13T09:04:01,XRX-100088,Pioneer Logistics,yellow,866,57.83,21,False,
24ef002b-e184-49ef-b8f8-f8a78e73aefd,2026-04-15T02:30:50,XRX-100089,Cobalt Media,magenta,680,22.29,95,False,
560336e0-4c31-47e0-96f8-55fd78ff6486,2024-08-11T00:35:34,XRX-100090,Vertex Legal,black,917,24.96,85,False,
12a36cc6-04d6-431a-92e3-73204f41ddfc,2026-04-27T07:37:31,XRX-100091,Northwind Health,magenta,1161,47.48,55,False,
92c7610d-8be1-4686-8ed1-93e0ed0c5485,2025-07-11T04:47:44,XRX-100092,Cobalt Media,cyan,1570,53.74,23,False,
7f9aa518-9cce-41aa-b168-087393047a3a,2025-03-01T11:54:05,XRX-100093,Helio Energy,black,2043,30.8,19,False,
3c57a858-31d8-40f9-91f0-8c7fe202d933,2024-11-21T10:11:22,XRX-100094,Pioneer Logistics,cyan,1403,15.03,44,False,
7ade0751-93d8-47c3-b610-64d271df6822,2026-02-15T05:35:48,XRX-100095,Arbor Pharma,yellow,1115,30.21,18,False,
2dc6e30f-c5ae-475c-bf4c-39c54bebcefc,2025-01-22T08:53:54,XRX-100096,Summit Manufacturing,magenta,1048,45.83,90,False,
1367d3a4-69e3-4fe1-a407-473dcca1cfbe,2024-09-13T23:50:03,XRX-100097,Vertex Legal,yellow,746,53.12,49,False,
1291dc66-97fb-46de-bec7-76a13e328100,2026-01-03T10:43:54,XRX-100098,Atlas Education,yellow,1231,38.35,88,False,
3dcdccea-7caa-4d46-9963-675eed9fe266,2024-04-03T20:49:23,XRX-100099,Atlas Education,yellow,1280,45.99,52,True,
b68ced3c-57ee-4c9c-ba7d-e14fe2667b27,2024-03-24T00:35:30,XRX-100100,Arbor Pharma,magenta,2177,18.82,49,True,
08f2ef83-e273-47ed-8e06-2229a111a801,2025-06-19T02:53:17,XRX-100101,BluePeak Retail,yellow,2472,43.25,53,False,
d674ed33-74fe-4ea4-8af9-a79501385d5c,2024-05-21T07:08:55,XRX-100102,Arbor Pharma,cyan,885,23.68,19,True,
5564c59b-d231-4464-bef3-1bcbb5f6b871,2025-02-08T03:21:14,XRX-100103,Arbor Pharma,black,1760,49.26,9,False,
85bb0e09-e3e4-46f2-b5d7-0179ab3809fe,2024-08-19T13:13:48,XRX-100104,Cobalt Media,yellow,2254,27.31,68,False,
9965fa08-af4d-4aba-9061-9e2aa1ec5fbd,2026-02-21T19:58:21,XRX-100105,Aster Financial,cyan,1793,59.7,49,False,
62a97aaa-e6d1-4447-a2e8-66410d2daacb,2024-09-15T11:52:47,XRX-100106,Northwind Health,black,793,31.49,63,False,
b26e552a-a33e-4825-ac46-0bb3b2c80dd0,2026-05-03T09:32:09,XRX-100107,Arbor Pharma,magenta,1227,37.44,20,False,
c2e9a3bf-92b5-46b9-a04c-69829e08503c,2024-12-14T21:54:05,XRX-100108,Aster Financial,black,781,47.08,51,False,
b16acc7a-0614-4e12-9f12-b11bb2df88d1,2025-06-09T12:34:08,XRX-100109,Pioneer Logistics,magenta,1588,47.26,22,False,
05b0bf2c-bdeb-442d-8eef-000173b71eaa,2025-06-21T13:59:14,XRX-100110,BluePeak Retail,black,1364,,30,False,
f2ef73af-a10e-4234-8ba4-7d71166cf0e3,2025-02-09T04:22:05,XRX-100111,Cobalt Media,black,2083,46.81,15,False,
44ae62de-1c87-402b-9b27-90a3938bdba8,2024-05-29T20:10:58,XRX-100112,Atlas Education,yellow,1922,64.44,84,False,
c5963b43-d5d9-4328-94fc-d9362d8850bb,2025-03-15T20:51:21,XRX-100113,Arbor Pharma,yellow,1029,19.46,52,True,
5a0301d5-faec-444b-a540-75b90f23f229,2025-11-14T16:49:09,XRX-100114,Summit Manufacturing,cyan,936,41.29,11,False,
68a014ab-272d-4bf7-80a6-0304f41591ef,2025-08-19T12:07:48,XRX-100115,Atlas Education,magenta,1997,13.7,0,False,
1d14348c-7e65-41d6-9ae4-9da45c9ece4c,2025-04-10T21:37:05,XRX-100116,Atlas Education,yellow,2130,27.4,29,False,
29fed9cb-6154-41f1-8a96-9304d18d2a37,2025-11-20T08:09:55,XRX-100117,Northwind Health,cyan,1846,32.8,100,False,
806a7207-857e-4a7a-a342-bfd12b99454b,2025-01-25T08:28:20,XRX-100118,Cobalt Media,yellow,652,53.67,51,False,
34ea3755-bde7-4ce6-bda6-73b9cd2dc9b4,2025-04-07T16:20:03,XRX-100119,Atlas Education,black,803,28.53,43,False,
62d0ab0f-40cb-43b9-aaaf-84c5cf66c303,2026-03-30T23:36:34,XRX-100120,Northwind Health,magenta,1074,29.83,88,False,
a8cdc1ef-3e07-4329-9c9a-bc953536462e,2026-03-23T13:03:43,XRX-100121,Vertex Legal,yellow,805,52.15,59,False,
698c9888-c95c-4b6a-86df-12396f20f27d,2025-12-07T13:47:36,XRX-100122,CivicGrid Utilities,black,313,44.49,61,False,
e97371ce-aed9-4a36-a667-0b068984cb2e,2024-04-25T00:27:09,XRX-100123,Atlas Education,black,0,23.06,66,False,
4a525f33-178a-4920-9ca2-4a65095e2945,2024-04-19T03:13:23,XRX-100124,Pioneer Logistics,cyan,2309,39.5,13,False,
b0b7cf53-db5c-43dd-ac9c-4f94495cbfc1,2025-10-31T05:32:34,XRX-100125,Pioneer Logistics,magenta,0,58.39,90,False,
1a6a0eae-0c72-4f79-abed-d688f0e8236c,2025-01-10T00:08:12,XRX-100126,Summit Manufacturing,yellow,2514,52.57,50,False,
3c24c0bd-f335-4396-bac7-ea359146f164,2025-11-07T13:44:44,XRX-100127,CivicGrid Utilities,yellow,1991,42.4,62,False,
10114ca1-e047-46fd-95d6-c4f4e92bb21a,2026-02-22T05:02:47,XRX-100128,BluePeak Retail,black,1190,8.9,64,False,
630a03bc-b3f1-4fc7-9066-fa5292642c66,2024-09-02T03:38:32,XRX-100129,Meridian Insurance,yellow,488,65.33,69,True,
9b1cb195-ad1d-4711-bff0-888e6ff477e2,2025-10-23T12:14:31,XRX-100130,Atlas Education,yellow,2312,50.94,41,False,
5de018d8-f4a3-4f27-be1e-d696863855fa,2025-10-14T09:42:10,XRX-100131,Aster Financial,magenta,2173,54.73,17,False,
64f69fdc-33da-4d7e-975a-1c7a79bcf625,2024-12-11T04:14:14,XRX-100132,Meridian Insurance,cyan,1445,,46,False,
d9ca8b78-155e-4e0e-8b45-0eaaf4cbe60d,2026-03-04T05:35:54,XRX-100133,Aster Financial,black,1007,40.94,73,False,
62254852-ddc3-4528-9dfb-ec414a08e606,2026-05-27T08:49:39,XRX-100134,Meridian Insurance,yellow,2077,27.84,26,False,
35803f91-174a-416c-8617-3754520262c6,2025-08-04T13:39:43,XRX-100135,Summit Manufacturing,yellow,1788,56.66,0,False,
fe602c53-746a-44e3-84fd-7c614a24c75f,2024-09-25T21:08:11,XRX-100136,Atlas Education,magenta,765,24.11,69,False,
4ca550fa-ff77-45ba-96b6-37166e53fe2f,2025-05-10T22:31:01,XRX-100137,Aster Financial,magenta,1221,39.93,44,False,
2eb995f5-662a-4db6-8d1d-7c930c0e5b35,2025-08-06T19:09:23,XRX-100138,Aster Financial,black,904,79.25,73,True,
b323a79c-84ed-4da9-badf-c5060572be8e,2026-04-18T15:06:46,XRX-100139,Cobalt Media,cyan,1103,41.53,40,False,
0461a187-c5d7-4ba8-a0d8-dbeba4eb6239,2025-04-05T20:23:12,XRX-100140,Arbor Pharma,black,1415,42.22,20,False,
74c32ade-44fa-4c33-adb6-74899f031a0d,2025-09-05T17:22:37,XRX-100141,Meridian Insurance,cyan,1587,26.45,36,False,
8cac8537-e629-4b83-9cbf-142503615536,2024-07-21T08:56:32,XRX-100142,Atlas Education,magenta,2538,35.93,30,False,
939e4749-a32a-4112-8844-5b06333d3dbd,2025-04-16T05:17:34,XRX-100143,Atlas Education,cyan,1350,47.82,19,True,
9d839af5-a9a9-4163-a1d7-aa103f311fd5,2024-08-22T07:30:47,XRX-100144,BluePeak Retail,yellow,528,42.72,25,False,
7c0d7a56-510a-47d5-ac0b-ec384022ce9a,2024-07-05T06:09:06,XRX-100145,Arbor Pharma,black,974,27.39,31,True,
54e51507-3ee0-4a28-9bdf-06bd5313979f,2026-05-07T21:58:16,XRX-100146,Atlas Education,black,1214,40.48,55,False,
a225d954-bde8-4371-b6be-9b6875693074,2025-11-13T14:44:35,XRX-100147,Meridian Insurance,black,1531,39.85,66,False,
b3e58407-2fd3-4315-a33a-90878c1a5b50,2025-10-26T21:24:13,XRX-100148,Helio Energy,magenta,838,61.73,46,False,
96333136-4240-4d6b-8b12-28da8fcfc511,2025-12-22T11:41:02,XRX-100149,Vertex Legal,magenta,1995,33.83,100,False,
f8c55609-fd08-4690-96b7-98cf46dba755,2026-05-11T14:17:28,XRX-100150,Atlas Education,cyan,1250,32.49,0,False,
09ea3d63-09fc-472c-89bd-d7d1babeba8e,2024-11-04T22:31:04,XRX-100151,Atlas Education,cyan,1156,24.87,77,False,
e810e428-1169-403e-8e29-fea03f4ea64f,2026-04-09T02:32:33,XRX-100152,Meridian Insurance,magenta,2074,38.82,75,False,
d6676769-982a-4153-8600-de57280af376,2025-09-11T11:51:59,XRX-100153,CivicGrid Utilities,black,1098,,89,False,
956ac0bc-aad9-4575-9e86-152d5294651a,2025-07-28T17:26:49,XRX-100154,Pioneer Logistics,black,1659,20.18,92,True,
69cf435f-b748-4d9d-afda-3dbb39a21c04,2025-09-13T04:48:32,XRX-100155,Cobalt Media,black,1146,20.06,95,False,
6046d526-a06e-4a5f-8fe1-58c7b502c57e,2024-10-15T14:43:28,XRX-100156,Cobalt Media,black,1665,52.85,61,False,
e9cc8b55-e06c-4c68-941c-4b4e684cb736,2026-04-18T18:25:55,XRX-100157,Aster Financial,black,384,51.02,29,False,
67c22b52-530f-4e00-b3f0-6bf0324aa15e,2024-12-29T11:04:59,XRX-100158,Atlas Education,cyan,1627,9.04,43,False,
5765c055-4cab-434d-be55-105d43d31b2f,2026-02-14T22:13:07,XRX-100159,Cobalt Media,yellow,1094,52.94,100,False,
9977c403-9d6b-42d2-a9a9-8c1bb4795761,2024-11-03T11:37:22,XRX-100160,Cobalt Media,black,983,14.56,35,False,
708ff0ce-37a9-4327-a094-0ef0fa4c845f,2024-02-18T11:21:28,XRX-100161,BluePeak Retail,yellow,1517,43.37,73,False,
a5fee679-be8b-413e-8298-b0a96e5d6760,2024-02-19T13:04:45,XRX-100162,Aster Financial,cyan,1056,52.36,100,True,
ac426b32-6be1-4e2b-a1e8-8d040d496930,2025-06-29T19:17:46,XRX-100163,CivicGrid Utilities,magenta,624,69.15,53,False,
627a09ac-5153-43d8-b27b-3365427b45c5,2026-04-01T18:30:11,XRX-100164,Helio Energy,black,1586,35.18,64,False,
0461af7e-cab0-4772-a792-672e1ee071d7,2024-12-15T08:12:34,XRX-100165,Vertex Legal,magenta,2218,31.32,68,False,
33df93e1-6aa4-4518-bcf7-a19d4244345d,2025-02-04T07:02:48,XRX-100166,Helio Energy,cyan,1225,28.5,64,False,
e5ed9531-bf40-4760-8e83-d5529f5f4a5f,2024-01-12T06:51:38,XRX-100167,Vertex Legal,magenta,1601,16.77,43,False,
01e36208-e984-4c9c-9f61-0415311ab732,2024-12-04T17:10:47,XRX-100168,Meridian Insurance,black,1424,46.21,11,False,
6d54fbc3-e0e1-417e-b5ce-efb9bd624d90,2026-01-21T03:24:29,XRX-100169,Cobalt Media,magenta,1800,28.41,100,True,
b42ea53a-6e15-4755-831e-4053220de708,2026-03-08T16:57:45,XRX-100170,Northwind Health,black,2057,13.64,22,False,
df087add-8c10-4f45-a991-e90c5d5a334e,2026-05-17T11:11:56,XRX-100171,Atlas Education,yellow,760,45.79,16,False,
28cffff5-596d-4043-9845-d3caac1f0893,2024-11-03T16:19:28,XRX-100172,BluePeak Retail,cyan,1321,24.18,26,True,
067080ce-1511-436e-a9ff-3a08d15f516c,2024-04-18T09:48:09,XRX-100173,Cobalt Media,black,1364,1.44,44,False,
d334f118-ae35-478c-935b-184cdf57afaa,2025-09-11T09:42:49,XRX-100174,Northwind Health,cyan,821,48.81,54,True,
486d5b9d-772a-4dc6-99e1-0b39ce8c720f,2025-01-12T23:58:37,XRX-100175,Arbor Pharma,magenta,1420,67.3,90,False,
cc47d5f5-22a8-46c4-af43-6875efbc8393,2026-01-13T10:50:27,XRX-100176,Pioneer Logistics,magenta,2002,36.28,31,False,
d2914eb7-dbd2-4151-a85a-d5813a50f861,2024-09-17T22:35:08,XRX-100177,CivicGrid Utilities,cyan,1063,49.79,49,False,
f6c190cd-7c47-47cf-845b-508da97b81a7,2024-01-06T18:55:16,XRX-100178,Vertex Legal,yellow,1614,29.72,80,False,
14080771-1e4a-4c23-a514-8cf4b4d2e88c,2025-11-30T12:01:48,XRX-100179,Vertex Legal,yellow,828,47.45,51,True,
44c2d641-707f-4090-bb4e-ec0c7c73cf04,2026-01-29T23:49:12,XRX-100180,CivicGrid Utilities,black,1541,33.32,9,False,
f8b7e255-f3a7-472f-ad81-7cd48df10708,2025-02-14T21:00:42,XRX-100181,Aster Financial,yellow,1029,27.93,75,False,
852bd74d-5afc-40be-8e97-02408b298901,2025-07-10T14:06:55,XRX-100182,Cobalt Media,yellow,1235,62.34,30,True,
26b70250-017d-4dd4-abea-e7fdc02bbf4b,2025-11-17T03:54:31,XRX-100183,Northwind Health,cyan,695,40.96,41,False,
3783c2a5-beb3-4c38-a8b7-00750ddaa45d,2026-05-21T04:24:01,XRX-100184,BluePeak Retail,magenta,1581,46.04,42,True,
8459592f-3edc-49f3-9bcb-c839e26826d1,2025-01-12T06:53:19,XRX-100185,Summit Manufacturing,black,1823,54.14,18,False,
e490239d-f837-4117-a8d2-f8fb3cdb7db2,2025-05-28T22:56:02,XRX-100186,Meridian Insurance,black,1800,61.29,31,False,
363a48fb-422b-4d7c-8c85-dfd1ba6e2318,2026-01-31T18:15:47,XRX-100187,Cobalt Media,cyan,618,41.26,49,False,
f4a23eb7-cfdb-4553-aa8c-8d926620ffec,2024-01-31T20:05:46,XRX-100188,Arbor Pharma,cyan,1103,51.33,15,False,
2f92b0dd-cab1-49e3-8308-75d606097dd4,2024-09-08T19:51:38,XRX-100189,Summit Manufacturing,black,1350,36.2,85,False,
951106aa-7cf9-4ad9-acf6-563064f56906,2025-01-16T12:14:36,XRX-100190,Aster Financial,magenta,1483,51.84,78,True,
67f9705b-97a9-434d-8758-1ef1555b29b3,2026-01-31T10:11:50,XRX-100191,Meridian Insurance,cyan,1167,57.27,29,False,
dd3d4463-ae57-4632-a16f-d8515c7b379a,2025-01-14T07:44:50,XRX-100192,Helio Energy,yellow,2017,28.18,35,False,
6d958a24-c528-4a4a-adfa-1d11fb3c4e34,2024-05-26T23:25:35,XRX-100193,BluePeak Retail,cyan,1314,45.59,31,False,
a1a0084d-cc48-4524-8d45-c6a0b457cbc8,2025-04-26T16:49:01,XRX-100194,Northwind Health,magenta,1413,,51,False,
67db4b99-847d-4b96-bcc3-beb6523c830b,2026-05-21T12:29:12,XRX-100195,BluePeak Retail,cyan,2192,52.06,41,False,
