maintenance_id,timestamp,device_id,technician_id,maintenance_type,parts_replaced,downtime_minutes,cost_usd,maintenance_history_score,notes,duplicate_marker
81f13dfa-0478-4956-95c5-7b9988e3fa51,2025-05-29T19:25:34,XRX-100024,TECH-111,calibration,fuser,123,239.42,0.895,customer unavailable,
76f47eec-5222-4a86-b37e-9a99eca4811f,2024-04-06T02:27:23,XRX-100025,TECH-206,preventive,roller kit,124,208.09,0.746,follow up required,
48de8719-a291-43c8-afcf-0d3435650cdb,2024-08-14T16:07:36,XRX-100026,TECH-103,corrective,transfer belt,40,343.76,0.768,resolved,
5dfc10f1-2038-43f3-a708-1eaae8dd3c9a,2025-01-08T03:41:14,XRX-100027,TECH-187,firmware,fuser,95,417.23,0.865,customer unavailable,
ec04a7f6-40f2-4323-9281-b324bbaa52ce,2025-01-26T03:23:57,XRX-100028,TECH-223,preventive,toner sensor,62,0,0.338,follow up required,
024ec072-a7c3-440c-865e-1acb42d2ee9d,2026-03-11T06:57:56,XRX-100029,TECH-117,firmware,transfer belt,87,266.02,0.92,resolved,
176d968f-c5de-46c5-9031-68f9835b2540,2024-03-06T20:45:10,XRX-100030,TECH-156,preventive,none,140,386.78,0.351,remote fix applied,
cb540ef1-c5e0-4de0-9bf3-e739ae0c8883,2026-01-28T09:25:31,XRX-100031,TECH-100,corrective,roller kit,80,0,0.491,customer unavailable,
66af356d-dc37-4427-9fa5-ab7fe4c4d89b,2025-06-11T00:15:11,XRX-100032,TECH-159,calibration,roller kit,65,0,0.769,customer unavailable,
7e867576-2745-4796-8939-13ef65067d91,2024-04-12T23:18:55,XRX-100033,TECH-128,firmware,transfer belt,216,80.52,0.672,customer unavailable,
9c117c45-1702-44d2-81f6-4ff95ba8694e,2024-05-10T18:06:02,XRX-100034,TECH-192,preventive,toner sensor,101,251.38,0.548,customer unavailable,
19dad3ae-450d-4423-ba48-976b5ccd99db,2025-12-25T18:51:13,XRX-100035,TECH-255,preventive,transfer belt,27,272.34,0.509,device aging,
5ca606af-89dd-4d57-beb3-af46065540b7,2025-01-12T17:46:52,XRX-100036,TECH-228,preventive,fuser,197,84.57,0.562,follow up required,
a7d85446-c7ad-4f2e-af99-193fbaac3af4,2024-10-24T08:20:50,XRX-100037,TECH-115,preventive,transfer belt,43,203.58,0.396,resolved,
3dc085ab-9a76-498e-9c43-54fff7d457fb,2025-09-29T14:29:27,XRX-100038,TECH-101,preventive,roller kit,57,574.26,0.6,follow up required,
b791e6ec-1370-47e0-aec7-16b9d7b85651,2025-11-29T13:49:51,XRX-100039,TECH-140,corrective,none,135,338.33,0.565,remote fix applied,
25081872-2a84-4080-a83e-6c72b35b5d33,2026-01-23T00:48:52,XRX-100040,TECH-228,firmware,toner sensor,111,117.9,0.958,remote fix applied,
8a889fd8-d1c1-44da-a059-d6497e59cbb1,2024-03-24T05:50:57,XRX-100041,TECH-114,calibration,roller kit,36,382.86,0.628,customer unavailable,
8b8730df-3411-45ad-8027-e30f91523246,2025-05-08T22:32:45,XRX-100042,TECH-172,corrective,none,91,292.79,0.443,remote fix applied,
0f3c36d1-d0aa-422a-8504-5288e5e2d4ee,2025-09-30T03:05:59,XRX-100043,TECH-245,firmware,transfer belt,0,0,0.873,follow up required,
7f0a9c41-3105-43bf-88a6-5f815b56eaba,2026-04-18T07:43:17,XRX-100044,TECH-157,firmware,none,74,399.3,0.929,remote fix applied,
3a2c3387-a5c5-4330-9948-01e896d3111d,2024-06-24T23:15:33,XRX-100045,TECH-173,preventive,roller kit,105,303.86,0.537,resolved,
0e4ef8bb-d7d4-4716-99b7-fd539ca37eee,2024-09-05T02:26:08,XRX-100046,TECH-183,firmware,none,109,466.74,0.717,remote fix applied,
3be208e2-52a7-480f-887f-9f8b81333055,2024-02-03T03:53:31,XRX-100047,TECH-195,corrective,toner sensor,50,118.27,0.88,customer unavailable,
3c85efaa-ded4-4718-b5dd-6cca6f3e3320,2024-07-28T14:52:21,XRX-100048,TECH-153,calibration,none,110,465.69,0.456,customer unavailable,
ef7d43e6-f950-4669-b0bd-98d90f06627b,2026-01-27T09:16:38,XRX-100049,TECH-251,firmware,none,106,532.09,0.946,customer unavailable,
cf9381f8-98bd-48f9-82d3-95c7ab44a8a9,2026-05-06T03:05:57,XRX-100050,TECH-167,corrective,fuser,41,108.27,0.339,resolved,
bbb7c476-e95c-4480-b503-4187210887bc,2025-04-12T13:04:45,XRX-100051,TECH-128,corrective,fuser,64,477.46,0.755,customer unavailable,
6132b68e-95a5-4a3d-ac79-b11064741de9,2025-01-30T15:46:38,XRX-100052,TECH-168,corrective,fuser,81,161.21,0.526,customer unavailable,
e144b340-2e71-47e8-af7f-a8e33a0532eb,2024-02-18T14:32:53,XRX-100053,TECH-143,preventive,none,34,440.84,0.952,resolved,
e09579ad-e01d-4449-b24b-ec3604857ceb,2024-07-19T00:40:07,XRX-100054,TECH-137,preventive,toner sensor,51,75.78,0.4,customer unavailable,
e016e6ef-cb4f-4448-a3e7-ed05e1a7b195,2024-03-21T21:10:30,XRX-100055,TECH-218,calibration,fuser,88,211.47,0.322,device aging,
ca07cae6-080b-473e-8bc4-bd3ee5ccdbfd,2026-05-31T00:15:47,XRX-100056,TECH-135,firmware,transfer belt,109,464.23,0.383,follow up required,
6411c243-3640-4651-bf57-b2ee0893dbfa,2024-11-14T21:25:23,XRX-100057,TECH-129,preventive,fuser,77,355.8,0.302,device aging,
85085d84-cd30-4b61-a267-f7a5c44b5224,2026-04-30T05:06:10,XRX-100058,TECH-126,preventive,ADF motor,117,301.37,0.664,remote fix applied,
2ede99e7-8384-435d-bad1-89d4e0987da4,2024-05-14T16:40:33,XRX-100059,TECH-163,calibration,none,37,116.57,0.811,remote fix applied,
e56d64aa-6c36-4dde-abcb-3b81647a295a,2025-10-19T03:07:39,XRX-100060,TECH-129,calibration,none,25,274.67,0.321,customer unavailable,
8fa75ca3-6e23-4d20-84ce-eeaf9e982939,2024-08-23T07:24:38,XRX-100061,TECH-221,firmware,ADF motor,134,252.71,0.89,remote fix applied,
99ac6724-0968-4a1a-9c0f-367e042d427d,2024-02-29T10:25:39,XRX-100062,TECH-232,preventive,roller kit,80,95.61,0.813,resolved,
6d81caa8-48df-4cc8-bfee-ad97dcfb4f8a,2024-02-18T04:57:56,XRX-100063,TECH-153,preventive,none,29,243.96,0.548,resolved,
e6896112-dc8c-459e-bd29-ca5bf8720ca2,2025-08-23T23:11:40,XRX-100064,TECH-173,preventive,toner sensor,96,189.01,0.842,customer unavailable,
3a37903b-d0fb-42ff-a9d6-75fbc4047747,2024-11-27T09:57:23,XRX-100065,TECH-176,preventive,none,80,305.78,0.421,remote fix applied,
cde007cf-522f-465b-9d6c-e753600cf620,2025-02-16T15:30:28,XRX-100066,TECH-230,firmware,roller kit,65,70.6,0.792,customer unavailable,
248dca5c-27e9-4875-bd58-f8bbcf458586,2024-12-16T21:00:21,XRX-100067,TECH-120,calibration,toner sensor,25,297.93,0.839,follow up required,
bff85908-31c8-40fe-bb14-687b1aa927e3,2024-11-04T22:16:39,XRX-100068,TECH-244,firmware,transfer belt,80,200.32,0.549,resolved,
974d8894-84ba-46dd-aef4-a8104d8558b8,2026-01-14T22:14:46,XRX-100069,TECH-195,calibration,transfer belt,82,545.93,0.364,follow up required,
9714558b-bf95-45e8-a035-14b1571c50bf,2024-05-13T19:41:13,XRX-100070,TECH-126,firmware,ADF motor,60,248.69,0.227,follow up required,
a78a5d01-c68b-4834-940d-7462ae1131e3,2026-01-13T22:31:12,XRX-100071,TECH-177,calibration,transfer belt,54,531.45,0.65,remote fix applied,
eee98aaf-efdf-4efd-a3b1-574fa58088bf,2025-05-11T11:16:26,XRX-100072,TECH-207,corrective,toner sensor,57,327.64,0.381,follow up required,
e9a2117c-abe1-4361-9a20-aea44086e9f7,2026-03-10T22:49:01,XRX-100073,TECH-210,calibration,none,21,130.0,0.788,resolved,
39f0556b-4125-4ded-8aba-768361f8fb2f,2024-01-17T04:51:31,XRX-100074,TECH-144,firmware,transfer belt,109,497.0,0.455,follow up required,
50672c3d-5dde-4e94-b4e0-d56554827000,2024-11-10T20:08:37,XRX-100075,TECH-206,preventive,ADF motor,55,204.38,0.688,remote fix applied,
e89f5593-5f28-4ede-a8e2-7d8f9f5e042c,2026-03-06T06:26:59,XRX-100076,TECH-189,calibration,none,158,264.36,0.39,follow up required,
dcad5f06-11d8-4a38-befc-16b601e9b287,2024-11-21T15:44:38,XRX-100077,TECH-243,firmware,roller kit,56,449.47,0.251,resolved,
9dc89a3d-513c-4391-9ff9-3a3f0801608a,2025-03-24T17:05:28,XRX-100078,TECH-216,corrective,ADF motor,91,276.14,0.817,resolved,
fe3524ab-7305-48b5-93ef-6db608b6817d,2024-02-20T01:46:53,XRX-100079,TECH-244,preventive,ADF motor,68,251.24,0.774,customer unavailable,
6f405d65-64c1-4194-b51a-aa30d1f942bf,2026-02-12T21:11:53,XRX-100080,TECH-163,preventive,toner sensor,55,335.29,0.928,follow up required,
b2ae7899-74f9-4588-bdff-a43655a9e773,2025-07-13T10:44:05,XRX-100081,TECH-160,corrective,toner sensor,56,180.8,0.769,device aging,
ebe0f6a5-8be1-4f3a-b4a2-8bdc03e4a7fa,2025-11-03T13:17:37,XRX-100082,TECH-132,corrective,transfer belt,189,212.31,0.613,follow up required,
71637422-e21f-4039-9433-16222a055d77,2024-09-12T00:11:44,XRX-100083,TECH-109,firmware,fuser,57,473.93,0.629,resolved,
601c49c0-5c88-4bb3-bc23-57eaefeeca03,2024-08-23T05:40:10,XRX-100084,TECH-175,corrective,toner sensor,132,375.53,0.212,follow up required,
9c15cff1-fc57-4370-8eb6-302dae7e3238,2025-11-16T00:12:43,XRX-100085,TECH-156,firmware,transfer belt,57,256.16,0.646,follow up required,
89e7d9de-44bb-4854-8251-614f704455b9,2024-07-19T12:24:28,XRX-100086,TECH-174,firmware,toner sensor,115,221.39,0.224,customer unavailable,
e8664eba-7b4c-491f-b125-7bed3564d960,2025-03-06T18:03:01,XRX-100087,TECH-168,corrective,ADF motor,162,152.43,0.626,device aging,
b9a86369-bc61-4299-8f49-8c36e8bc56cd,2025-03-25T13:51:52,XRX-100088,TECH-168,preventive,ADF motor,86,498.01,0.244,follow up required,
8fd408b3-08a6-4bfe-9225-7e5f40d75553,2026-02-11T17:26:27,XRX-100089,TECH-245,firmware,ADF motor,138,124.06,0.715,follow up required,
1c363cf0-bd09-4861-a632-102ace6b6f00,2026-04-18T03:59:10,XRX-100090,TECH-139,preventive,transfer belt,118,79.19,0.347,device aging,
3086d90f-242a-4480-9f11-990cafaace17,2025-07-23T04:03:54,XRX-100091,TECH-235,preventive,none,89,139.66,0.915,device aging,
92554de3-8b2d-44cf-b6af-2c66c2405370,2025-12-06T13:41:28,XRX-100092,TECH-258,corrective,transfer belt,92,337.55,0.496,follow up required,
dd09334e-0d19-4a34-8cab-3ab4da4ef7f4,2026-05-31T11:28:54,XRX-100093,TECH-180,firmware,none,92,405.81,0.537,follow up required,
f49082ff-c2a8-45d1-b5c6-82d5f10e2d6e,2024-12-24T00:20:02,XRX-100094,TECH-224,firmware,none,71,605.31,0.645,device aging,
34c6576c-4201-4163-908a-5d5bd3c26b86,2025-05-18T01:58:49,XRX-100095,TECH-221,firmware,ADF motor,0,410.78,0.479,remote fix applied,
bcb4009e-47e5-40f3-a1d0-80234288ecb8,2025-12-17T01:42:51,XRX-100096,TECH-219,preventive,ADF motor,41,0,0.971,follow up required,
a49f4a15-ffa6-4118-b8b8-9de76c1ee67e,2025-06-18T20:32:41,XRX-100097,TECH-125,calibration,roller kit,70,197.16,0.958,follow up required,
7d893693-5c4f-4d6d-bfd6-09cc19eaa55a,2024-04-13T12:38:16,XRX-100098,TECH-230,corrective,fuser,75,551.37,0.465,follow up required,
1e731ab8-2276-4926-b85a-1367f61d9f5f,2026-04-05T08:59:57,XRX-100099,TECH-155,firmware,fuser,103,387.42,0.589,device aging,
a3add37d-1617-4d19-96c4-f539bf7d6ffc,2024-04-22T01:49:07,XRX-100100,TECH-184,firmware,transfer belt,92,619.42,0.715,device aging,
354875ac-6547-4ae6-8d1e-ce76ecfc40de,2026-05-20T23:00:30,XRX-100101,TECH-169,corrective,roller kit,61,302.34,0.313,follow up required,
8ce4eb0b-c3ba-4421-aef9-11e2b8cb3faf,2024-05-01T08:45:08,XRX-100102,TECH-226,firmware,none,71,362.93,0.723,follow up required,
8efead1d-d737-463e-a516-1c8974e07a6f,2026-03-15T03:19:26,XRX-100103,TECH-112,firmware,transfer belt,0,42.61,0.73,device aging,
c00f69f3-c69d-424c-a067-d141ba8e1ac0,2024-08-17T01:23:05,XRX-100104,TECH-101,firmware,none,44,152.59,0.871,follow up required,
fc355647-d72a-4ff3-9457-3d714159bfb6,2025-08-19T15:48:09,XRX-100105,TECH-151,calibration,fuser,99,357.72,0.466,follow up required,
66d37a3f-607d-4550-b30c-f09ca10daa25,2024-10-21T14:07:29,XRX-100106,TECH-226,corrective,fuser,115,414.38,0.973,follow up required,
728fac01-3e6b-41d0-819c-cb231b8232b6,2026-02-26T20:04:41,XRX-100107,TECH-165,preventive,roller kit,79,78.33,0.781,customer unavailable,
98c07f90-90d2-4cc7-92c0-de896d602c24,2024-05-27T20:54:31,XRX-100108,TECH-130,corrective,fuser,16,326.42,0.312,resolved,
77471f52-f9cf-414a-916a-842aff8140ff,2025-11-09T16:20:40,XRX-100109,TECH-104,preventive,roller kit,74,159.15,0.376,device aging,
d75af6fb-2ec3-4541-b222-c401fd168cef,2025-01-30T04:03:04,XRX-100110,TECH-189,calibration,transfer belt,30,0,0.359,follow up required,
6f11bef7-07df-4f5b-b95c-8a324184439d,2024-11-13T13:09:42,XRX-100111,TECH-140,calibration,ADF motor,69,64.87,0.546,resolved,
b7f9e1e7-7a39-4934-b5fc-9c8830c2b71a,2024-03-30T05:43:25,XRX-100112,TECH-234,preventive,toner sensor,63,479.14,0.302,device aging,
b99f53b9-8170-4fee-baa8-0df98b6114ec,2026-05-21T22:57:38,XRX-100113,TECH-142,calibration,ADF motor,56,555.23,0.492,follow up required,
28eace10-a4f2-4e59-95a1-4f082dbd4f72,2025-11-19T00:26:51,XRX-100114,TECH-179,preventive,none,74,400.48,0.704,resolved,
ff662433-555f-4721-8e59-dff0ce259ce0,2024-12-05T02:21:23,XRX-100115,TECH-181,corrective,fuser,56,323.01,0.674,customer unavailable,
39f92d7d-2662-46b3-a92b-83f4e6e7fd4c,2025-08-31T11:49:45,XRX-100116,TECH-255,calibration,fuser,74,149.18,0.714,resolved,
d4719409-d4aa-4eaa-84ed-158742e6eaa4,2024-12-15T02:34:29,XRX-100117,TECH-203,corrective,roller kit,127,368.79,0.902,follow up required,
aa8f905c-1114-4db5-9bf2-e552555849c7,2024-12-22T07:35:41,XRX-100118,TECH-105,corrective,transfer belt,157,300.53,0.979,device aging,
96f7b1be-c212-439a-8679-91a12de721e3,2025-01-13T09:05:21,XRX-100119,TECH-127,preventive,none,0,293.02,0.318,device aging,
a3b9fb2a-a0b1-4964-995e-708adb8eb7b4,2024-02-10T05:32:51,XRX-100120,TECH-144,firmware,toner sensor,118,441.04,0.571,follow up required,
193a61c0-7994-41c1-bca1-04914ff44408,2026-04-04T16:54:05,XRX-100121,TECH-169,firmware,roller kit,122,426.94,0.889,resolved,
7b24e381-8d11-4d5a-a40b-9bd31d1953dc,2026-04-21T06:35:19,XRX-100122,TECH-229,firmware,transfer belt,129,460.18,0.926,remote fix applied,
88a5b76f-899b-449d-bdd6-1acbbe778648,2026-01-15T16:37:41,XRX-100123,TECH-125,corrective,roller kit,70,440.95,0.636,remote fix applied,
02074d48-047e-49bc-851e-a1581d6fa6ed,2025-05-28T09:30:07,XRX-100124,TECH-172,firmware,toner sensor,92,470.71,0.562,device aging,
66d3ba36-7868-4eec-97a8-535b64646f5d,2026-04-27T23:05:05,XRX-100125,TECH-243,corrective,ADF motor,38,197.27,0.792,resolved,
699b48ab-729c-4472-92fd-2d8dcec83481,2026-03-19T23:33:21,XRX-100126,TECH-188,preventive,fuser,136,539.59,0.246,follow up required,
d8f45d36-0445-4a28-bdd5-1d7a8b27fe78,2024-03-23T10:55:15,XRX-100127,TECH-189,firmware,roller kit,83,52.85,0.423,customer unavailable,
f21c8537-41f5-4a9a-adc2-3c9e86d417dc,2025-03-22T17:27:30,XRX-100128,TECH-195,preventive,fuser,62,385.28,0.434,device aging,
3b24ee59-5121-4d10-b007-a49f6daa893c,2025-02-06T15:51:07,XRX-100129,TECH-137,corrective,none,105,270.65,0.215,device aging,
1772a510-ca86-4986-9c9f-0c00dca4ad53,2024-01-02T09:00:00,XRX-100130,TECH-131,preventive,ADF motor,89,684.27,0.671,customer unavailable,
b5da0947-82db-429c-8989-b18727fa8c7c,2025-09-02T17:29:56,XRX-100131,TECH-140,corrective,roller kit,33,541.74,0.63,customer unavailable,
fc472053-c1be-460c-a941-20920fb86df2,2026-03-05T23:06:12,XRX-100132,TECH-125,preventive,roller kit,69,349.89,0.899,customer unavailable,
d99287a8-83a2-45b7-b7db-83423d74cb01,2026-02-17T12:47:34,XRX-100133,TECH-248,firmware,ADF motor,81,415.99,0.347,remote fix applied,
c8526283-1b3c-4084-8b63-d59210a33aca,2024-07-24T09:07:26,XRX-100134,TECH-228,firmware,ADF motor,118,215.61,0.885,resolved,
eb8841ca-81c6-4b69-9d94-7985b179e1b7,2024-12-04T02:01:05,XRX-100135,TECH-226,firmware,none,130,57.44,0.575,follow up required,
c5ee3fe2-f91c-46c6-a373-35f86b913f76,2026-01-29T17:39:22,XRX-100136,TECH-249,preventive,toner sensor,52,309.15,0.646,resolved,
4a9af8fb-e9c9-4f1c-9985-68ab793410ff,2025-11-13T13:18:05,XRX-100137,TECH-203,corrective,ADF motor,48,398.31,0.571,remote fix applied,
a2394d0c-3ad4-4221-a7a5-64ba6ce7c154,2024-10-12T03:28:16,XRX-100138,TECH-102,preventive,none,35,1.8,0.272,remote fix applied,
8212941d-b451-42b5-8f74-ded6c28059e1,2025-04-24T00:21:39,XRX-100139,TECH-104,corrective,ADF motor,60,3.57,0.591,resolved,
788470db-4534-4f51-9796-a5e94764c7ae,2025-01-07T17:20:07,XRX-100140,TECH-171,corrective,transfer belt,89,540.25,0.691,device aging,
0fe05bd8-aa61-4f76-b078-9ce8df85b229,2025-02-08T22:15:13,XRX-100141,TECH-206,firmware,ADF motor,87,542.23,0.412,remote fix applied,
033e782b-11d0-4f39-bdfa-df17a1ebc3ea,2026-01-05T22:54:45,XRX-100142,TECH-234,preventive,roller kit,56,290.16,0.208,resolved,
642bffae-30f1-4fcf-b448-7165c7d68a7e,2025-06-23T07:56:02,XRX-100143,TECH-208,firmware,roller kit,40,439.43,0.266,remote fix applied,
0eef83e9-e22e-43c9-8d39-85e0c4336e14,2025-09-26T06:07:49,XRX-100144,TECH-204,firmware,roller kit,49,419.04,0.375,customer unavailable,
5f99864f-164a-4b0b-8d38-f359af4e9801,2024-06-20T05:38:54,XRX-100145,TECH-112,calibration,transfer belt,119,320.77,0.246,remote fix applied,
b5cae565-10fe-4153-a5ec-c5c4a06c41ef,2024-06-02T07:19:17,XRX-100146,TECH-146,corrective,roller kit,47,62.32,0.498,remote fix applied,
2441fee2-1d89-4b1c-839b-d5a6116d6222,2024-04-13T08:16:38,XRX-100147,TECH-145,corrective,ADF motor,0,164.38,0.661,follow up required,
8460ae83-e03a-46ee-b1bb-a90caff692da,2025-12-05T23:29:38,XRX-100148,TECH-201,calibration,transfer belt,21,348.39,0.419,resolved,
a706a0f2-0f18-4750-9976-0bf00dd832f1,2024-08-25T21:21:32,XRX-100149,TECH-163,preventive,roller kit,60,357.68,0.973,follow up required,
c8f7a100-09b8-4d4e-95bc-da21b8447021,2024-12-06T06:47:43,XRX-100150,TECH-171,firmware,transfer belt,80,503.53,0.919,resolved,
28499b10-bf35-475c-831e-17f9569cc768,2025-02-26T04:15:58,XRX-100151,TECH-167,calibration,roller kit,77,8.44,0.765,remote fix applied,
fe81361a-75d8-4eb7-b30f-b55045694a40,2026-04-06T10:54:46,XRX-100152,TECH-103,preventive,roller kit,111,263.47,0.443,remote fix applied,
64f5d8f1-d80d-40ac-b53c-b39f93a99d1a,2024-09-18T17:22:41,XRX-100153,TECH-124,preventive,toner sensor,83,422.08,0.247,resolved,
a96a41eb-f96a-430e-aa8c-5ab478d8022b,2024-03-21T11:43:21,XRX-100154,TECH-198,calibration,transfer belt,70,522.06,0.936,resolved,
0d81d2c5-014c-46af-bade-e32c705d26c9,2024-11-11T09:50:45,XRX-100155,TECH-255,preventive,transfer belt,47,180.93,0.909,resolved,
7f44c391-7757-485b-8398-c2aa1cec47a3,2024-05-22T03:37:28,XRX-100156,TECH-156,preventive,ADF motor,79,159.68,0.914,customer unavailable,
a5c63c09-e39c-4e18-a47d-b1cdcbfbf517,2024-08-14T03:59:19,XRX-100157,TECH-206,calibration,roller kit,73,237.61,0.417,device aging,
6ccb5191-e015-4fbc-9981-feeb5f9819f5,2025-05-14T23:01:13,XRX-100158,TECH-173,calibration,toner sensor,105,388.8,0.823,customer unavailable,
456972a4-f77e-4813-9d3f-e54edb47edcd,2025-09-08T13:28:47,XRX-100159,TECH-258,calibration,fuser,47,449.73,0.73,follow up required,
d5149312-91ee-4543-947b-9a8a777af2f7,2024-02-22T01:12:27,XRX-100160,TECH-164,calibration,ADF motor,133,197.2,0.615,resolved,
d3fde184-9d19-4499-abe3-308237ec8b9e,2024-12-19T19:52:17,XRX-100161,TECH-138,preventive,roller kit,74,365.1,0.91,remote fix applied,
ba07c7c6-f705-4548-8495-3226a1f3b63b,2024-02-19T05:41:17,XRX-100162,TECH-228,firmware,toner sensor,57,120.94,0.402,resolved,
e1dacf4d-8a1c-4276-8d65-bdbf25c5c1eb,2025-04-08T05:19:13,XRX-100163,TECH-230,preventive,none,61,305.5,0.765,device aging,
8ed13ad8-622c-40ec-b202-73be8ebbe10e,2026-05-08T06:08:17,XRX-100164,TECH-236,calibration,transfer belt,60,480.91,0.266,follow up required,
799299ab-e569-46f8-9e63-9788c3dc6af1,2026-03-13T22:32:28,XRX-100165,TECH-241,corrective,fuser,91,730.0,0.889,customer unavailable,
7ee8f6bc-45ed-44ed-9f16-c856c2472244,2025-11-17T12:15:57,XRX-100166,TECH-250,preventive,none,146,10.66,0.689,resolved,
29b78fd3-bf4f-4ccd-a7e5-bbf755a6ff28,2024-05-02T09:08:32,XRX-100167,TECH-222,calibration,ADF motor,45,492.28,0.874,resolved,
95a1d9a5-1ad8-440d-b0a1-521fd1ff04c1,2026-04-11T15:34:42,XRX-100168,TECH-234,corrective,roller kit,118,702.83,0.226,follow up required,
dd9cf004-5cd2-4225-b0eb-919a0a88f23f,2026-04-06T21:15:59,XRX-100169,TECH-103,calibration,toner sensor,86,149.48,0.271,resolved,
5a930e29-840c-4e4a-9fe2-1c8451552f4e,2024-06-22T13:27:32,XRX-100170,TECH-122,calibration,transfer belt,47,234.34,0.879,resolved,
c8654a9e-4035-475b-8e08-11b0531bae80,2024-12-17T21:57:24,XRX-100171,TECH-127,preventive,none,92,466.3,0.665,follow up required,
32eaa2b9-c1e4-40b3-955e-61180c0de420,2025-05-03T20:28:20,XRX-100172,TECH-218,preventive,none,49,138.92,0.962,follow up required,
2ccaf2be-2b68-456a-934d-4b6569fbd201,2024-05-05T15:21:20,XRX-100173,TECH-249,calibration,transfer belt,117,405.9,0.832,remote fix applied,
ffaa8439-1b1d-4606-8ea6-f1a9952cc33f,2024-04-05T12:00:28,XRX-100174,TECH-196,preventive,none,0,311.86,0.437,remote fix applied,
2f107822-34df-455f-9d71-e3ebeccc6473,2024-03-03T15:17:05,XRX-100175,TECH-199,corrective,toner sensor,40,280.63,0.452,resolved,
98d0e493-e9a7-4aec-ae02-1ed4ce22b4a4,2025-05-09T02:18:22,XRX-100176,TECH-249,calibration,fuser,36,528.31,0.905,resolved,
