event_id,timestamp,device_id,customer,region,model,temperature_c,humidity_pct,usage_count,paper_jam_rate,toner_level_pct,error_frequency,anomaly_flag,duplicate_marker
290ad014-9f49-48fe-94ae-0f3036e24855,2024-01-31T08:12:14,XRX-100036,Helio Energy,APAC-South,Xerox B315,,42.94,483,0.039,0,1,False,
2e359ccd-ad90-4052-8a17-2307f8bd9a4f,2024-12-08T14:16:42,XRX-100037,Atlas Education,US-West,Xerox PrimeLink C9070,44.21,59.64,1031,0.0193,69,3,False,
12b16eb5-5a8a-45f1-8231-8db2ef429b5c,2026-05-26T18:03:29,XRX-100038,Cobalt Media,US-East,Xerox AltaLink C8155,44.7,31.92,1957,0.031,62,0,False,
ceae9445-fea5-48eb-958e-d8f39ba55283,2025-10-16T21:04:33,XRX-100039,BluePeak Retail,US-East,Xerox B315,55.89,42.85,3374,0.0201,61,0,False,
c46f91c7-f8c9-4320-a20b-08329123b5a9,2024-08-24T17:13:32,XRX-100040,Summit Manufacturing,US-West,Xerox B315,79.34,53.76,15828,0.0105,8,17,True,
510dba89-60d5-404e-b015-483c6d08c468,2024-09-11T09:37:54,XRX-100041,BluePeak Retail,US-East,Xerox C410,52.83,73.87,1219,0.0199,51,1,False,
6a6d1012-9aa0-4785-854e-389016f7df04,2024-07-07T01:15:35,XRX-100042,Helio Energy,US-East,Xerox PrimeLink C9070,43.34,58.74,1825,0.0167,50,0,False,
d8ee89d0-5aa1-4a08-aa60-18654ea69716,2025-12-15T04:19:30,XRX-100043,Arbor Pharma,US-West,Xerox B315,50.35,56.41,2155,0.0332,58,0,False,
b4e4b0c8-cb95-483c-91df-9c62e2774a60,2024-05-14T15:01:37,XRX-100044,BluePeak Retail,APAC-South,Xerox VersaLink B625,42.13,54.06,1473,0.0096,81,0,False,
97bf4b7f-b726-477c-bee3-ee591bce6f2f,2025-03-10T10:25:26,XRX-100045,Helio Energy,EU-Central,Xerox C410,65.42,61.72,2162,0.0202,56,0,False,
e6d8deed-37a7-4d81-a926-1e696b0c0b3a,2024-12-10T05:42:45,XRX-100046,Meridian Insurance,US-West,Xerox PrimeLink C9070,46.82,43.82,594,0,100,0,False,
9216671e-bc0f-4a9b-a316-5cad82296181,2024-12-24T03:04:52,XRX-100047,Northwind Health,US-West,Xerox PrimeLink C9070,53.24,34.44,2849,0.0298,9,2,False,
5417623a-e86c-49b2-84db-1cd0fa58a191,2024-10-28T13:13:40,XRX-100048,BluePeak Retail,US-West,Xerox PrimeLink C9070,44.99,25.72,1414,0.0122,100,1,False,
a5b943e4-a749-498f-895a-85fc288d863c,2026-02-01T13:17:03,XRX-100049,Northwind Health,US-East,Xerox C410,44.05,74.24,1682,0.0336,62,1,False,
ab36b23e-76f1-468d-8337-66f3a55ec9bb,2024-08-23T16:47:34,XRX-100050,Vertex Legal,LATAM,Xerox PrimeLink C9070,46.54,37.66,986,0.0017,72,2,False,
71f12981-e583-4d81-a3bf-a4d8341dbe12,2025-04-06T22:07:41,XRX-100051,Helio Energy,APAC-South,Xerox PrimeLink C9070,43.44,30.06,1279,0.0159,38,0,False,
68a16699-2c02-4069-ac72-2974e2c52d45,2025-09-26T14:38:20,XRX-100052,Atlas Education,LATAM,Xerox B315,56.12,36.81,2168,0.0135,24,5,False,
18457afd-fc8b-472e-a097-36fbe098af4d,2024-11-03T07:14:05,XRX-100053,Meridian Insurance,US-East,Xerox C410,46.72,32.25,1411,0.0259,63,0,False,
f844e8ea-bc9e-41c1-803b-c5e3d9932ba7,2025-04-17T09:20:28,XRX-100054,Arbor Pharma,APAC-South,Xerox PrimeLink C9070,41.91,50.18,2904,0.0324,61,1,False,
51c39a97-973d-4a71-928b-f816caad7f1f,2024-02-02T05:26:47,XRX-100055,Cobalt Media,EU-Central,Xerox C410,59.02,58.23,2472,0.0239,69,4,False,
52b626a4-cadf-4927-9df1-6a97580decd8,2025-06-01T18:38:15,XRX-100056,CivicGrid Utilities,US-East,Xerox VersaLink B625,46.18,60.38,1728,0.0422,36,0,False,
1d13add9-1116-4ede-9150-be0772c3a29a,2025-09-19T20:44:17,XRX-100057,Pioneer Logistics,US-East,Xerox C410,43.41,56.75,2306,0.0191,45,2,False,
b9d13bab-888b-4cfe-9e37-da7d6d803c11,2026-01-22T23:21:56,XRX-100058,Northwind Health,US-East,Xerox C410,50.84,61.2,2576,0.0323,56,2,False,
f656f638-768f-44d4-adee-e2823f6b0285,2024-08-27T04:27:34,XRX-100059,Atlas Education,EU-Central,Xerox C410,43.71,49.08,1749,0.0041,65,3,False,
dcbd2cca-7bdb-4e35-9338-8b0e71987a89,2025-10-06T14:10:29,XRX-100060,CivicGrid Utilities,LATAM,Xerox PrimeLink C9070,41.67,39.42,2089,0,0,3,False,
a617e115-c8d4-4a25-8228-153f4fb81dd1,2026-05-07T08:58:21,XRX-100061,Pioneer Logistics,APAC-South,Xerox B315,60.73,37.18,2949,0.0064,71,0,False,
77623659-c5b1-4b51-9fd4-f0735a928bd1,2024-08-24T06:53:50,XRX-100062,Atlas Education,US-East,Xerox VersaLink B625,48.99,55.1,246,0.0286,32,0,False,
04f5ba53-ec45-4684-a6a8-9cc15a4390ee,2024-08-27T19:00:12,XRX-100063,Northwind Health,APAC-South,Xerox PrimeLink C9070,39.51,68.44,2463,0.0363,71,0,False,
e3183abc-521f-4d32-8aa5-6c78343f0725,2024-02-25T18:24:55,XRX-100064,Helio Energy,US-East,Xerox VersaLink B625,32.76,71.97,1819,0.0177,24,0,False,
b8948ed0-2068-4878-bce0-73e0bb86bcbb,2025-04-10T04:54:16,XRX-100065,Aster Financial,US-East,Xerox PrimeLink C9070,47.91,32.42,814,0.0068,8,0,False,
7ae37902-c529-45fc-9224-7800e3e92835,2025-01-09T02:47:07,XRX-100066,Atlas Education,LATAM,Xerox VersaLink B625,53.71,57.53,3612,0.003,2,1,False,
88fa2209-934f-409b-9658-d6794e00a058,2025-06-20T19:37:12,XRX-100067,Helio Energy,EU-Central,Xerox B315,42.76,75.97,3139,0.0036,75,3,False,
b2742bd5-a7fd-4697-bcd4-36c52535f42d,2025-09-06T20:42:27,XRX-100068,BluePeak Retail,US-East,Xerox C410,92.89,64.69,10350,0.0376,29,22,True,
06706b26-c409-482e-a27c-883e8f99fc74,2025-07-01T07:28:38,XRX-100069,Summit Manufacturing,US-West,Xerox C410,45.95,59.72,1258,0.0415,86,3,False,
b8901275-ff43-4fa6-b231-fa8e6047c4cd,2024-07-23T03:23:14,XRX-100070,Northwind Health,EU-Central,Xerox PrimeLink C9070,43.98,33.96,2153,0,35,5,False,
42398495-5933-439a-a4ae-3367e99ec89f,2026-01-18T12:35:20,XRX-100071,BluePeak Retail,EU-Central,Xerox AltaLink C8155,42.9,36.51,1271,0.0191,41,0,False,
698d3eb3-addd-4738-9754-37251bea09ee,2025-02-14T19:43:49,XRX-100072,Pioneer Logistics,US-East,Xerox B315,44.77,63.2,1753,0.0034,81,0,False,
5d67893d-11ee-424e-8049-f60ac3d78d76,2026-05-22T02:47:03,XRX-100073,CivicGrid Utilities,LATAM,Xerox VersaLink B625,39.19,60.75,1245,0.0021,60,2,False,
95105da9-79da-44e0-9e86-569888e52c7d,2026-04-15T01:11:24,XRX-100074,Vertex Legal,APAC-South,Xerox B315,45.9,73.42,2522,0,44,4,False,
23d37932-55ef-4b01-8b78-b9f5d9189bdf,2025-09-25T23:39:46,XRX-100075,BluePeak Retail,US-East,Xerox PrimeLink C9070,47.77,43.5,1282,0.0329,13,5,False,
19604a10-b595-4407-a370-37e7e7169ab3,2025-12-07T09:05:32,XRX-100076,Northwind Health,US-West,Xerox C410,48.39,27.58,2734,0.0426,50,3,False,
8e5c7bbc-204a-4300-8e1f-ebda264e82ad,2024-12-27T22:49:13,XRX-100077,CivicGrid Utilities,US-West,Xerox C410,61.82,31.63,1152,0.0185,,4,False,
2faa9f5a-5048-4985-b344-8946f20a8e19,2025-05-17T23:04:30,XRX-100078,Aster Financial,US-West,Xerox PrimeLink C9070,47.32,62.83,3595,0.0176,22,1,False,
e5aeb13a-3a0f-465d-ae74-29cff1bab9f4,2024-03-08T08:45:56,XRX-100079,Arbor Pharma,LATAM,Xerox PrimeLink C9070,26.08,49.43,2066,0.0274,41,0,False,
c5211376-eed9-4dc9-9f6d-b3932e622792,2024-04-12T00:48:40,XRX-100080,Vertex Legal,EU-Central,Xerox C410,47.46,52.97,2412,0.0352,52,1,False,
3c236003-5fcb-4fb6-a350-6f22c003ed3b,2026-05-06T11:16:01,XRX-100081,Arbor Pharma,US-West,Xerox B315,40.5,48.13,1861,0.021,78,3,False,
4f98c7c8-d6d3-41a1-b755-618b1d4c1162,2024-04-14T06:54:40,XRX-100082,Northwind Health,US-East,Xerox AltaLink C8155,49.27,62.97,1755,0.0214,61,0,False,
c194ffe5-f58f-4faa-910c-85d5aeae1e89,2025-10-19T00:13:43,XRX-100083,Arbor Pharma,US-East,Xerox PrimeLink C9070,39.99,35.85,1621,0.0103,56,2,False,
fefa0784-beef-4e87-b94a-d1e7290b8615,2025-10-28T14:28:12,XRX-100084,Pioneer Logistics,LATAM,Xerox C410,56.03,53.39,1129,0.0062,,1,False,
544dc819-344c-45cb-8e6a-cd3f01f586fa,2025-06-29T07:06:06,XRX-100085,Aster Financial,US-West,Xerox VersaLink B625,38.6,57.29,3525,0.0123,53,0,False,
634afa32-8902-4b62-b4de-c49bf077d0e3,2026-05-31T17:25:17,XRX-100086,Helio Energy,US-East,Xerox AltaLink C8155,52.47,63.48,1658,0.0312,68,0,False,
0ca16135-5f4d-476e-8f66-d975d3dcadac,2026-03-06T21:39:17,XRX-100087,Northwind Health,EU-Central,Xerox B315,55.24,51.87,1552,0.0315,68,7,False,
4af90a59-c1a7-4dd9-b0c8-2d668bf1f0ea,2025-01-31T22:27:27,XRX-100088,BluePeak Retail,EU-Central,Xerox AltaLink C8155,,63.1,2678,0.0021,83,3,False,
df9f508a-5ab3-4592-a9f6-6443bab87fc3,2024-03-06T17:08:33,XRX-100089,Meridian Insurance,US-East,Xerox B315,60.01,54.24,766,0.0048,,2,False,
06ed48ae-0a7e-4444-9ce4-4d3199db8337,2025-07-16T02:50:46,XRX-100090,Northwind Health,APAC-South,Xerox AltaLink C8155,58.82,55.03,1408,0.0084,68,1,False,
739c5de8-8f5b-4d0e-87e5-c3e66690480c,2024-06-26T03:13:16,XRX-100091,Pioneer Logistics,LATAM,Xerox VersaLink B625,52.16,66.77,2547,0.0108,55,3,False,
898db828-8226-414a-aa20-478f72fc8579,2024-10-02T04:29:10,XRX-100092,Cobalt Media,APAC-South,Xerox B315,37.89,63.75,950,0.034,37,0,False,
653a6286-7450-45aa-9925-fb15e31de2d0,2024-08-22T12:05:59,XRX-100093,Atlas Education,US-East,Xerox B315,39.65,27.86,902,0.0222,42,4,False,
25484350-5d37-4af1-a57e-0d8d21275d83,2024-05-20T06:29:51,XRX-100094,Helio Energy,LATAM,Xerox C410,43.22,54.6,2266,0.0177,45,0,False,
64c41422-a1e8-4648-b129-3a7ed2f1d0fc,2026-02-17T20:19:40,XRX-100095,Vertex Legal,US-East,Xerox B315,59.64,61.43,1861,0.0362,63,3,False,
a9c5a667-5f34-4d34-89a3-6c70f91e8599,2025-08-02T04:55:45,XRX-100096,BluePeak Retail,APAC-South,Xerox B315,49.61,59.62,1140,0.0094,35,0,False,
4b6774fe-d33a-489f-a9e0-d2713826084d,2024-08-21T14:19:26,XRX-100097,CivicGrid Utilities,US-East,Xerox C410,36.79,58.46,1800,0,84,4,False,
9b4fc40e-3164-4387-8f71-0389eb44ce44,2024-07-17T12:29:48,XRX-100098,Cobalt Media,LATAM,Xerox AltaLink C8155,41.84,46.59,961,0.0123,67,4,False,
01beed9e-0d10-4148-ad12-a1276335a52d,2024-08-01T16:48:29,XRX-100099,Vertex Legal,US-East,Xerox PrimeLink C9070,48.07,67.59,1783,0.0126,78,2,False,
d1eec6ee-a1c6-4c9d-8898-e1e4ab84763f,2024-09-14T03:44:50,XRX-100100,Arbor Pharma,APAC-South,Xerox AltaLink C8155,51.71,59.49,2661,0.0072,61,0,False,
535a1a3a-5c8e-4d7f-b526-302ab5c801ed,2025-12-29T14:10:08,XRX-100101,Summit Manufacturing,EU-Central,Xerox C410,54.86,44.48,2431,0.0165,100,1,False,
953e462b-b3a4-45c5-91fb-837b0d438ef4,2025-07-30T15:47:25,XRX-100102,Pioneer Logistics,US-East,Xerox C410,50.64,39.54,2515,0.0137,100,0,False,
8fe535f2-075a-4016-be16-520684fc9d41,2025-12-01T19:16:13,XRX-100103,CivicGrid Utilities,US-East,Xerox B315,54.92,75.72,2887,0.0234,100,2,False,
25885d97-756e-402b-996b-0ef46b19f916,2025-03-21T15:38:20,XRX-100104,Atlas Education,US-West,Xerox B315,34.54,25.27,1215,0.017,100,1,False,
3a589960-cc53-46e8-9091-8f60b776a208,2025-03-23T13:12:19,XRX-100105,Summit Manufacturing,EU-Central,Xerox AltaLink C8155,53.97,48.31,1069,0.0223,,0,False,
1860d605-ff46-421a-9d15-360c7aed1b35,2025-10-28T19:11:09,XRX-100106,Aster Financial,LATAM,Xerox PrimeLink C9070,45.43,46.24,1470,0.0506,92,0,False,
18683b6c-bf0a-4a92-93bb-15d121dea06f,2026-05-10T20:16:56,XRX-100107,Aster Financial,APAC-South,Xerox B315,53.62,63.11,1935,0.0217,72,2,False,
f5c0fbb1-8cf0-48be-b069-9ec043b43ea4,2024-07-26T05:52:12,XRX-100108,Aster Financial,EU-Central,Xerox C410,52.41,57.78,2992,0.0023,0,2,False,
a60b0ed6-cecc-4555-8d96-10a808d46b96,2025-12-11T23:31:53,XRX-100109,Aster Financial,EU-Central,Xerox VersaLink B625,51.14,72.6,2516,0.0205,88,1,False,
28bace09-53c0-4706-8afc-e52c192b3d82,2024-03-15T06:15:48,XRX-100110,Cobalt Media,EU-Central,Xerox PrimeLink C9070,40.79,43.77,2111,0.0168,0,4,False,
1f10f4f9-455f-4ab2-91e7-8ccffbd84820,2026-03-17T16:00:25,XRX-100111,BluePeak Retail,US-East,Xerox B315,55.56,52.82,1936,0.027,90,3,False,
6aa2a057-df6e-44d4-9756-8439578004e6,2025-06-30T02:37:17,XRX-100112,Atlas Education,US-East,Xerox PrimeLink C9070,40.93,47.18,1384,0.0192,44,0,False,
c41ab2d1-38af-4868-8e9a-0255611459b4,2024-09-05T12:44:14,XRX-100113,Aster Financial,US-West,Xerox C410,42.25,37.04,2666,0.0045,9,5,False,
1d9471d2-0796-49f1-8f08-909255132043,2025-11-20T15:15:22,XRX-100114,Northwind Health,LATAM,Xerox VersaLink B625,53.19,45.3,2629,0.018,67,0,False,
7e3ce38d-5a75-43c4-8e09-e3acb18ce066,2025-02-10T15:44:30,XRX-100115,BluePeak Retail,APAC-South,Xerox VersaLink B625,52.56,50.05,2105,0.0177,72,0,False,
cb58397b-5051-4285-adc4-81d9d819aea0,2025-05-11T11:05:44,XRX-100116,Cobalt Media,EU-Central,Xerox AltaLink C8155,47.16,39.81,1757,0.0301,90,2,False,
b3556d0d-a84b-45cf-a147-56d3a4a6ab91,2024-11-08T05:05:28,XRX-100117,Vertex Legal,US-West,Xerox B315,56.03,65.99,2815,0.0209,44,1,False,
dd1817ec-de4c-4e08-ba8c-5e63a27fbd1a,2025-09-28T00:47:17,XRX-100118,Helio Energy,US-East,Xerox VersaLink B625,45.97,57.76,3454,0.0125,30,2,False,
7f5e7fde-227a-49d6-bc36-de85859ede9d,2024-07-19T10:41:50,XRX-100119,Meridian Insurance,LATAM,Xerox AltaLink C8155,50.73,33.26,907,0.0032,64,6,False,
f05a739b-aef1-46ac-aece-9089c91287c1,2026-05-05T16:51:23,XRX-100120,BluePeak Retail,US-West,Xerox PrimeLink C9070,49.17,29.76,2026,0.0025,33,0,False,
64ff89c0-51ac-4fcc-8f42-44b94ea6dc75,2026-05-25T13:12:12,XRX-100121,Aster Financial,US-East,Xerox AltaLink C8155,56.99,58.21,808,0.0237,19,3,False,
4fd088fb-de2e-455b-affa-9e0e737894be,2026-01-20T05:29:16,XRX-100122,Summit Manufacturing,APAC-South,Xerox PrimeLink C9070,41.26,60.12,1609,0.0045,69,4,False,
1c7cedda-bbb9-4080-ba7d-f63908c7774f,2025-06-20T12:20:51,XRX-100123,Meridian Insurance,US-West,Xerox PrimeLink C9070,42.23,31.25,3426,0.0174,59,2,False,
a6f5792e-0a23-4fdb-b45f-77d701b7ed34,2024-09-05T02:02:05,XRX-100124,CivicGrid Utilities,LATAM,Xerox PrimeLink C9070,39.73,33.13,2681,0,65,3,False,
5d58f09d-134d-44a2-bc51-76231c868598,2025-01-08T23:00:51,XRX-100125,Summit Manufacturing,LATAM,Xerox PrimeLink C9070,52.2,67.99,2555,0.0214,53,2,False,
d8665768-0521-4ed6-962e-82a0fbf04358,2025-09-18T10:24:05,XRX-100126,CivicGrid Utilities,US-East,Xerox B315,50.68,53.65,2543,0.0147,80,0,False,
8e7d11bd-fd9e-49b4-8df3-542829cc62fe,2024-07-03T13:35:45,XRX-100127,Vertex Legal,US-East,Xerox B315,29.55,43.65,1610,0.0474,31,0,False,
0b7866a2-dcb1-40b9-a9e8-f4a467133db4,2026-03-17T18:07:36,XRX-100128,Atlas Education,US-West,Xerox C410,49.06,32.13,3404,0.0122,79,3,False,
a2b53958-6c8e-42a2-951d-a8a404af5997,2026-03-02T19:31:08,XRX-100129,Pioneer Logistics,APAC-South,Xerox C410,41.47,59.36,1146,0.0425,10,0,False,
b42a4ad8-ad2c-4a27-985e-3c22dc44d6d8,2024-12-19T11:25:34,XRX-100130,Arbor Pharma,US-East,Xerox C410,44.28,51.74,2025,0.0201,26,2,False,
4a6272bd-578f-43f5-8e53-798a85f14209,2024-10-23T08:57:19,XRX-100131,Aster Financial,APAC-South,Xerox PrimeLink C9070,38.79,50.59,3206,0.0251,0,2,False,
f74e198f-6408-4c0a-827b-f89b497f1e78,2026-01-13T02:57:46,XRX-100132,Pioneer Logistics,APAC-South,Xerox PrimeLink C9070,36.7,48.44,1818,0,41,0,False,
1c22527b-c9ed-445a-8f18-7c2b5c7e2e78,2026-01-22T03:32:33,XRX-100133,Summit Manufacturing,US-West,Xerox PrimeLink C9070,40.67,40.18,709,0.0144,65,5,False,
cdff652a-a1f0-4586-83a9-8a3762f7fe04,2025-02-28T19:14:09,XRX-100134,BluePeak Retail,US-East,Xerox C410,61.16,44.36,948,0.0325,0,1,False,
03f3235e-1781-4542-8222-31c84db8cb7a,2025-06-22T01:22:03,XRX-100135,Atlas Education,EU-Central,Xerox B315,49.37,53.66,2777,0.0436,89,4,False,
6d8fc0f3-7303-48f1-beb3-c7c3f6c76f0d,2024-12-27T16:46:34,XRX-100136,Aster Financial,US-East,Xerox B315,51.45,49.09,3851,0.0415,100,3,False,
b6245509-9d5f-4e63-b7f2-efcb008494b5,2026-01-08T23:22:05,XRX-100137,Atlas Education,US-West,Xerox PrimeLink C9070,41.02,29.56,3135,0.0362,10,1,False,
98e21c09-f076-4504-837c-ad1668b1b144,2024-09-30T01:52:40,XRX-100138,Aster Financial,APAC-South,Xerox B315,43.43,63.2,2550,0.0171,61,0,False,
e8429309-64fb-4c82-aeee-ba11b6af6f50,2025-12-06T19:21:40,XRX-100139,Cobalt Media,LATAM,Xerox C410,27.12,48.87,925,0.0193,66,2,False,
2782117e-39ee-451f-808e-259918b1112e,2025-04-03T07:18:05,XRX-100140,Helio Energy,US-West,Xerox VersaLink B625,51.13,57.58,2075,0.0068,64,6,False,
bd6cd4c2-b326-4272-af69-9bbdb2b8ae35,2025-01-20T07:51:56,XRX-100141,Aster Financial,EU-Central,Xerox B315,47.22,40.4,3456,0.0413,94,2,False,
f10c1885-3e1b-4457-a7ce-33672148ec1e,2025-09-21T19:01:36,XRX-100142,Cobalt Media,LATAM,Xerox PrimeLink C9070,47.53,57.57,2494,0.0113,68,0,False,
c58f3867-c48b-47cd-885e-5d959d9034a4,2025-08-03T09:44:37,XRX-100143,Meridian Insurance,LATAM,Xerox B315,46.66,63.85,2227,0,13,0,False,
487e6705-e7f4-4190-a047-3d5c533f55a0,2024-06-23T07:26:49,XRX-100144,Aster Financial,LATAM,Xerox C410,44.66,52.37,1307,0.0272,30,1,False,
94361190-ec2f-445b-a58a-3819f680b0c7,2025-11-23T00:47:54,XRX-100145,Aster Financial,APAC-South,Xerox VersaLink B625,37.19,48.58,1136,0.0167,49,0,False,
345accfa-05be-46e9-beb6-139f52d964e5,2025-06-19T04:58:01,XRX-100146,Arbor Pharma,US-East,Xerox C410,35.49,72.66,2070,0.0213,51,2,False,
86987d38-4da8-44a3-af42-0dc39203ac46,2025-10-15T00:13:44,XRX-100147,CivicGrid Utilities,APAC-South,Xerox B315,57.9,59.82,661,0,14,1,False,
30f2a98f-6790-4ba8-aa1d-72de31e9882f,2024-12-11T22:29:34,XRX-100148,Aster Financial,US-East,Xerox PrimeLink C9070,54.95,61.67,2558,0.0107,67,2,False,
